text,triplet
"(&str).as_bytes gives you a view of a string as a &[u8] byte slice (that can be called on String since that derefs to str , and there's also String.into_bytes will consume a String to give you a Vec<u8> .","(str::as_bytes, returns, [u8]); (String::into_bytes, returns, Vec<u8>); (String, derefs to, str)"
"Hence the ownership model is an important part of Rust's Send thread safety, and may be the reason that Send is less intuitive than Sync when comparing with other languages.","(Send, less intuitive than, Sync)"
"To add files to your crate, add mod items to your crate root (here, main.rs) or to other modules:","(main.rs, possesses, mod)"
"As this is Rust, you have to take into account the ownership and lifetime of the closure .",
"So along come Rc and Arc (which, for the sake of this story, serve the exact same purpose). These allow for shared ownership by tinkering a bit with unsafe-Rust",
"returned that has been parameterized with the concrete lifetime of self . Said another way, the Child instance contains a reference",
So you can already convert your float to string with the format!() macro:,
"It's very important programming skill to learn how to create a minimal, reproducible example . Your problem can be reduced to this:",
"If you cannot modify it because you still need it or only have a &str , then you can use filter and create a new String . This will, of course, have to allocate to make the String .","(&str, can be used to create, String)"
"When doing arithmetic, though, it's a pretty safe bet that LLVM will just load the whole thing into two registers.",
"Broadly, we create a new extension trait called UniqueExt which has Iterator as a supertrait","(UniqueExt, has as supertrait, Iterator)"
"As of Rust 1.9, you can also use copy_from_slice() . This works the same way but uses the Copy trait instead of Clone , and is a direct wrapper of memcpy . The compiler can optimize clone_from_slice to be equivalent to copy_from_slice when applicable, but it can still be useful.","(Clone, contrasts with, Copy)"
"As an aside, you don't need collect::<Vec<_>>().iter() , this is just inefficient",
"By default, TraceLayer will log with a DEBUG level so the .with_max_level is important for viewing those logs","(TraceLayer, uses, with_max_level)"
"Therefore, at one given moment in time, there is only one thread able to access T .","(thread, able to access, T)"
Box<T> doesn't implement Default (unless T implements Default ) so we can assume that it won't in the future because Box<T> is fundamental,"(Box<T>, depends on, Default)"
Each closure has an associated piece of data which holds either values of captured variables (if the move keyword is used) or references to them,
"What does it mean to be able to convert a User to an &String ? Is the &String their email, their first name, their last name, their password? It doesn't make a lot of sense, and falls apart the moment a User has more than one String field.",
"Some flags have a proper Cargo option, e.g., -C lto and -C panic=abort can be specified in the Cargo.toml file.","(Cargo, possesses, Cargo.toml)"
"When converting between numeric types, one thing to note is that From is only implemented for lossless conversions (e.g. you can convert from i32 to i64 with From , but not the other way around), whereas as works for both lossless and lossy conversions (if the conversion is lossy, it truncates). Thus, if you want to ensure that you don't accidentally perform a lossy conversion, you may prefer using From::from rather than as .","(From, implemented for lossless conversions from, i32)"
"According to the documentation , when you create a Rust project in IntelliJ IDEA, you get an option to Use a binary (application) template . This should give you a src/main.rs instead of a src/lib.rs (which is the default root file for a library target). Using Cargo on the command line, you can also create an application package with cargo new hello .",
to_socket_addrs returns an iterator as a single DNS entry can expand to multiple IP addresses! Note that this code won't work in the playground as network access is disabled there; you'll need to try it out locally.,"(to_socket_addrs, returns, iterator)"
"Weak is like Rc , but it doesn't increment the reference count; this is used to break reference cycles, which would prevent the reference count from dropping to zero, causing a memory leak","(std::rc::Weak, similar to, std::rc::Rc); (std::rc::Weak, prevents, reference cycles)"
Now coming back to the example with the Range we can check how it implements IntoIterator .,"(Range, implements, IntoIterator)"
"The type Range<char> does not implement the Iterator trait, since a range of Unicode characters is not well-defined in the general case","(Range<char>, does not implement, Iterator)"
Then you want to look at How to lookup from and insert into a HashMap efficiently? . Hint: *map.entry(key).or_insert(0) += 1,"(HashMap, operation example, map.entry(key).or_insert(0))"
"In addition to the cost of spawning the task, that I would guess is fairly marginal, there is also the cost of signaling the original task when its done",
"we're making the change, but I really wish we'd done the right thing",
"Yes, the ? operator is equivalent to try!() . ? is now in stable Rust 1.13, released on November 10, 2016 .",
"Instead, you should accept a string slice ( &str ), a slice ( &[T] ), or just a reference ( &T ). A &String , &Vec<T> or &Box<T> will be automatically coerced (via deref coercion ) to a &str , &[T] or &T , respectively.","(&String, coerced into, &str); (&Vec<T>, coerced into, &[T]); (&Box<T>, coerced into, &T)"
But in Rust you might want immutable references into mutable structure,
"This is because set_callback creates a new box and assigns it to the callback field defined as Box<dyn FnMut()> . Since the definition doesn't specify a lifetime for the boxed trait object, 'static is implied, and the assignment would effectively widen the lifetime (from an unnamed arbitrary lifetime of the callback to 'static ), which is disallowed",
"uint no longer exists in Rust 1.0, size needed to be cast as usize , and the types for the vectors needed to match (changed let mut zero_vec: Vec<i64> to let mut zero_vec: Vec<i32> .","(size, cast as, usize)"
"This prints ""llo пр"". So the problem is to find out the exact byte position",
"Java interfaces can have generics (type parameters), SomeInterface<T> , but an object can implement an interface only once. class TwoGenerics implements Foo<Integer>, Foo<String> {",
"If you use the std::string::String type instead of &str , there is a less verbose way with the additional benefit of Unicode support:","(std::string::String, is alternative to, &str)"
FromPrimitive was actually part of the standard library before Rust 1.0,
next to src . Cargo knows to look for integration test files in this,"(Cargo, looks for files in, src)"
Let's replace &'a () with Programmer and &'b () with Person . Now let's say that Programmer is derived from Person : Programmer is therefore a subtype of Person . That means that we can take a variable of type Programmer and pass it as an argument to a function that expects a parameter of type Person . That's why the following code will successfully compile: the compiler will resolve T as Person for the call in main .,
"Here, self is of type &'a Vector , because that's the type we're implementing Add on.","(Vector, implements, Add)"
"The fundamental traits in the standard library are Sized , Fn<T> , FnMut<T> , FnOnce<T> and Generator .","(Sized, fundamental trait in, std); (Fn, fundamental trait in, std); (FnMut, fundamental trait in, std); (FnOnce, fundamental trait in, std); (Generator, fundamental trait in, std)"
Consider you have a module my_mod with a pub function my_func . You can't use this function in your crate (or outside your crate) until you include your module using mod my_mod statement.,
a stack may be implemented either on top of Vec or LinkedList (both feature pop_back and push_back ),"(Vec, similar to, LinkedList), (Vec, implements, pop_back()), (Vec, implements, push_back()), (LinkedList, implements, pop_back()), (LinkedList, implements, push_back()), (pop_back(), works with, push_back())"
Initialize it with Vec::with_capacity(foo) to avoid overallocation (this creates an empty vector with the given capacity).,"(Vec, initialized with, Vec::with_capacity())"
"The method all() is a method of the Iterator trait, so you can only call it on types that implement that trait","(all(), implemented by, Iterator)"
"Remove pub mod potter from src/lib.rs . Not strictly required, but removes needless nesting of modules.","(src/lib.rs, removes, pub mod potter)"
"If this function returns Ok(0) , the stream has reached EOF.","(Ok(0), indicates, EOF)"
"Instead, if we have an iterator of owned values, then we can convert it to a Vec using Iterator::collect() :","(Iterator, can be converted to, Vec); (Iterator::collect, converts to, Vec)"
This can be done via OnceCell (as seen above) or something like a RwLock if necessary,"(OnceCell, alternative to, RwLock)"
"Due to default trait methods, Read and BufRead are fully implemented for Input . So you can call lines on Input .","(Read, fully implemented for, Input); (BufRead, fully implemented for, Input); (Input, can call, lines)"
To convert a slice of bytes to a string slice (assuming a UTF-8 encoding):,
"So the Code Runner runs the cargo run command each time you click the Play button (or pressing keyboard shortcut): From menu: File>Preferences>Settings (or press Ctrl+, ) then inside search box, enter: code-runner.executorMap then click Edit in Settings.json then edit ""code-runner.executorMap"": and change ""rust"":""cd $dir && rustc $fileName && $dir$fileNameWithoutExt"" to ""rust"": ""cargo run"" .",
"Another one is when you need shared mutable ownership (that is, you need to access and modify the same value from different parts of your code) - this is usually achieved via Rc<RefCell<T>> , because it can't be done with references alone","(Rc, combined with, RefCell)"
"Besides, a Range is at most two integers and copying this is very cheap, so there is really no big value in implementing IntoIterator for &Range .","(Range, implemented by, IntoIterator)"
"If you need efficient removal from the front, use a VecDeque .",
"But we don't know the size of it, so we cannot move it out of the Box . In the future Box<FnOnce()> closures might become directly usable.",
"The allocate ( _ZN8allocate20hf9df30890c435d76naaE ) was called as expected to build the Box , meanwhile... Look! A Drop method for the Box ( _ZN14Box$LT$i32$GT$9drop.103617h8817b938807fc41eE )! Let's see the IR for this method:","(Drop(), possesses, Box)"
"When you build the Rust target as a staticlib it outputs which other libraries should be linked.  I've only tried this on Windows, hence ws2_32 , userenv , and advapi32 are linked.  This won't be cross-platform obviously, but you can handle that easily enough (e.g. set a variable to the list of dependencies appropriate to each platform inside an if..else block and append that in the target_link_libraries call).","(ws2_32, linked with, userenv)"
"Macros are handled early enough in the compilation stage that order matters . You, like I, probably were getting nice and used to Rust magicking away the need to care about the order of your use and crate statements.","(Rust, has keyword, crate)"
"Then there's a third bit of ergonomics happening: Deref (or DerefMut in similar cases). String implements Deref by returning a &str , so any method available to a &str is available to a String .","(String, implements Deref to, &str)"
"If the standard library writers wanted to make this work, they'd have to implement PartialEq for &i32 == i32 , i32 == &i32 , &mut i32 == i32 , i32 == &mut i32 , &i32 == &mut i32 and &mut i32 == &i32 . And then they'd have to do that for all other primitive types ( i8 , i16 , u8 , u16 , u32 , i64 , u64 , f32 , f64 , and char ).","(PartialEq, implemented for, i32), (PartialEq, implemented for, i8), (PartialEq, implemented for, i16), (PartialEq, implemented for, u8), (PartialEq, implemented for, u16), (PartialEq, implemented for, u32), (PartialEq, implemented for, i64), (PartialEq, implemented for, u64), (PartialEq, implemented for, f32), (PartialEq, implemented for, f64), (PartialEq, implemented for, char)"
"As you've noted, impl AsRef<User> for User seems a little pointless since you can just do &user . You could do impl AsRef<String> for User or impl AsRef<u8> for User as alternatives to &user.email and &user.age but those examples are probably misuses of the trait","(impl AsRef<User>, replaced by, impl AsRef<String>), (impl AsRef<User>, replaced by, impl AsRef<u8>)"
"Added From => Into implementation, which makes it possible to add conversions in both directions without running afoul of coherence","(From, implemented by, Into)"
"If I'm reading the language reference correctly, then it looks like that should work.  The language ref states that \n etc. are supported (as common escapes, for inserting line breaks into your string), along with ""additional escapes"" including LF, CR, and HT.",
If you're not using VS Code you'll need to manually edit the JSON config file of your rust-analyzer install ( helpful link to the documentation ). Basically,
In the documentation for Vec you can see that IntoIterator is implemented in three ways:,"(IntoIterator, implemented by, Vec)"
"Though in theory it doesn't have to work, because an operating system is allowed to make the BufReader wait for more data in read , but in practice the operating systems prefer the early ""short reads"" to waiting.","(BufReader, calls, read)"
"The founding rule of Rust's safety is Aliasing NAND Mutability . That is, an object can only be safely mutated if there is no outstanding reference to its interior.","(Aliasing, connected to, Mutability)"
"Note that this pattern is not unique for String / &str - you can use it with every pair of types which are connected through Deref , for example, with CString / CStr and OsString / OsStr from std::ffi module or PathBuf / Path from std::path module.","(String, connected through Deref with, &str); (CString, connected through Deref with, CStr); (OsString, connected through Deref with, OsStr); (PathBuf, connected through Deref with, Path)"
"If that even failed, it falls back to 'static (for a function signature) or an anonymous lifetime (for a function body).",
"Warning : avoid a scenario where you dynamically add/remove nodes to the graph, as the nodes will NOT be removed from the arena until said arena is dropped, so the size of the arena would grow, unbounded.",
"Not only is there an issue with initialization, there could also be issues with destruction, if GameIterator implemented Drop : the compiler would have to know that it needs to destruct game_iter before game_window , otherwise game_window would have a reference to a destroyed GameWindowGLFW while running its drop() method.","(GameIterator, implemented by, Drop), (GameIterator, depends on, drop()), (Drop, depends on, drop()), (game_iter, depends on, drop()), (game_window, depends on, drop()), (GameWindowGLFW, depends on, drop())"
"But it implements the trait IntoIterator , which the for loop uses to convert the vector into the required iterator.",
impl Trait for Struct .. implements the trait Trait for the struct Struct . This results in the methods of the trait being available for Struct .,"(Trait, implemented by, Struct)"
"What you are saying here to the compiler is : ""My Bar object cannot outlive the Foo reference inside it"". You have to specify the lifetime two times : once for the lifetime of the reference, and once for the trait object itself, because traits can be implemented for references, and if the underlying object is a reference, you must specify its lifetime as well.","(Bar, possesses, Foo), (Bar, realized by, trait), (Foo, realized by, trait)"
"In any case, that macro is now (much!) improved due to recent changes, in particular, pnkfelix's sound generic drop work , which removes the necessity for #[unsafe_destructor] . The direct update would be:",
"They are similar - but not quite the same. resize() is a member of Vec . rotate_right() , on the other hand, is a method of slices.","(Vec::resize, contrasted with, slice::rotate_right)"
"For example, I might be currently using a HashMap but want to switch to a BTreeMap . Using Default::default gives me one less place to change.","(HashMap, can be switched to, BTreeMap)"
This is why you first need to collect all the elements yielded by the Iterator into a contiguous array ( Vec ) before being able to use a slice.,"(Vec, convert into, slice)"
"probably my fault, but I had to build a complete chello.wasm module (so, with linking). Compiling only ( clang -c [...] ) resulted in the relocatable module which was missed so much at the very beginning of this story, but decompiling that one (to .wast ) lost the named export ( chello() ): (export ""chello"" (func $chello)) disappears completely (func $chello ... becomes (func $0 ... , an internal function ( wasm-dis loses reloc and linking sections, putting only a remark about them and their size into the assembly source)","(wasm-dis, loses export information from, chello.wasm)"
Note that your variable is not a vector . It is an array.,"(vector, is not, array)"
You may be able to circumvent this by using a different runtime ( futures vs tokio vs async-std ) but that's not ideal since it'd still be blocking the underlying one.,"(futures, replaced by, tokio), (futures, replaced by, async-std), (tokio, replaced by, async-std)"
"That _ZN4core9panicking5panic17hfbb77505dc622acdE feels very natural (the module is compiled and instantiated in two steps in order to log the exports and imports, that is a way how such missing pieces can be found), and forecasts the demise of this attempt: the entire thing works because there is no other reference to the runtime library, and this particular method could be mocked/provided manually.","(core::panicking, contains method, panic)"
"Rust's Vec is probably better than a array or slice for this job, unless you're using some sort of foreign function interface (FFI), or a Rust API requires an array (it probably requires Deref<Target = [T]> , basically generic over all array-like types including Vec and arrays). Vec is analogous to C++'s std::vector , and Java's ArrayList .","(Vec, better than, array), (Vec, better than, slice), (Vec, analogous to, std::vector), (Vec, analogous to, ArrayList), (Vec, requires, Deref)"
"You can create a slice of a Vec or array by indexing it with a Range (or RangeInclusive , RangeFrom , RangeTo , RangeToInclusive , or RangeFull ), for example :","(Vec, create slice using, Range)"
"However, you are forbidden from calling the destructor (the implementation of the Drop trait) yourself","(Drop, is a, trait)"
"You'll likely need to flush stdout, as it may not be written to the screen immediately. flush() is a trait method that is part of std::io::Write so that needs to be in scope for it to work (this is a pretty easy early mistake).","(flush(), realized by, std::io::Write)"
"Instead, we create a PixelIntoIterator that has a known size and implements Iterator itself:","(PixelIntoIterator, implements, Iterator)"
"In previous work, I've used a RwLock<HashMap<K, Mutex<V>>> . When inserting a value into the hash, you get an exclusive lock for a short period","(RwLock, contains, HashMap)"
Using and_then is convenient here because it means you don't have to unwrap the Option<&OsStr> returned by extension() and deal with the possibility of it being None before calling to_str . I also could have used a lambda |s| s.to_str() instead of OsStr::to_str - it might be a matter of preference or opinion as to which is more idiomatic.,"(to_str(), equivalent to, OsStr::to_str)"
This is uses coercions to convert a &String into a &str . Can also be replaced by a s: &str expression in the future.,"(&String, can be replaced by, &str)"
"While the content of Box is on the heap and therefore has a constant address, you can still move it back from the heap to the stack, which wouldn't be possible with a Pin object:","(Box, contrasted with, Pin)"
Though I doubt that in this case you will be able to detect any difference in performance.,
"Note the usage of Self , which is a shortcut for MyStruct<T> available inside of the impl block.","(Self, is shortcut for, MyStruct<T>)"
"That is what as_any is for; because it's something only implemented on our ""concrete"" types, the compiler doesn't get confused as to which one it's supposed to invoke.  Calling it on an &dyn A causes it to dynamically dispatch to the concrete implementation (again, in this case, B::as_any ), which returns an &dyn Any using the implementation of Any for B , which is what we want.","(&dyn Any, uses implementation of, Any)"
Closures implement both Copy and Clone if all of the captured variables do,"(Copy, implemented by, Clone)"
"Using the above definitions, it should be apparent why there are few examples of types that are Sync but not Send . If an object can be used safely by two threads at the same time ( Sync ) then it can be used safely by two threads at different times ( Send ). Hence, Sync usually implies Send . Any exception probably relates to Send 's transfer of ownership between threads, which affects which thread runs the Drop handler and deallocates the value.","(Sync, implies, Send)"
"Interestingly, the original RFC about the std::convert traits suggested the opposite blanket implementation:","(RFC, about, std::convert traits)"
You can see on that page how Iterator is implemented for Iter :,"(std::iter::Iterator, is implemented for, std::slice::Iter)"
The solution is to add the following line to [dependencies] in Cargo.toml:,"([dependencies], part of, Cargo.toml)"
"If the Observer needs be modified on the Event , then either it needs internal mutability or it needs to be wrapped into a RefCell (passing Weak<RefCell<dyn Observer>> to the Observable ).","(Weak<RefCell<dyn Observer>>, passing to, Observable)"
"If Processor stores Box<dyn FnMut()> , it no longer needs to be generic, but the set_callback method now accepts a generic c via an impl Trait argument . As such, it can accept any kind of callable, including closures with state, and properly box it before storing it in the Processor . The generic argument to set_callback doesn't limit what kind of callback the processor accepts, as the type of the accepted callback is decoupled from the type stored in the Processor struct.","(Processor, stores, Box), (Processor, accepts, set_callback()), (Box, stores, set_callback()), (FnMut, used by, set_callback())"
"You may want to re-read The Rust Programming Language , specifically the sections on:",
"These days, with 64-bits pointers, this is much less of an issue in practice (even when only using 47-bits for user-land) however in 32-bits programs it is slightly more likely to surface: for example, it is extremely difficult to mmap a 2 GB file in the 32 bits address space, because it immediately occupies half of it... assuming no stray allocation prevents it (in which case the request will fail).",
"This happens because calling clone() on a slice will return you a slice (i.e. &[T] ), and you cannot go from &[T] to &mut [T] because you cannot choose mutability of a reference (borrowed pointer). When you call to_owned() , however, you are getting a fresh instance of Vec<T> and you can put it into a mutable variable to get mutable vector.","(clone(), convert into, &[T]), (to_owned(), convert into, Vec<T>), (&[T], convert into, Vec<T>)"
"If T implements Drop , the compiler automatically inserts a call to Drop::drop(_x) at the end of the function","(Drop, realized by, Drop::drop())"
"+= , on the other hand, is implemented via the AddAssign trait . The standard library only implements adding an integer type to itself ( impl AddAssign<i32> for i32 ). That means that you have to add an appropriate level of dereferencing in order to get both sides to an integer.",
The part that wasn't clear to me from the read_exact documentation was that the target buffer can be a dynamically-allocated Vec .,"(read_exact, documentation mentions, Vec)"
"(This is different from C++, where the vptr for abstract classes is stored within the object","(vptr, stored within, object)"
"Installers are still available, but you should use rustup if possible, because it makes it easy to update and to use multiple toolchains at once (e.g. stable, beta and nightly). If you must use the installer, just select the x86_64-pc-windows-gnu installer and follow the step from the Using Rust on Windows page","(rustup, replace, x86_64-pc-windows-gnu)"
"Indexing immutably and indexing mutably are provided by two different traits: Index and IndexMut , respectively.","(Index, related to, IndexMut)"
"Depending on the C API, you may need to call a special deallocation function on the string",
"Vec s or String s), I recommend making it Copy able","(Vec, similar to, String)"
"If you want a 100% statically linked binary, you can use MUSL libc , which supports both arm64 and x86_64",
If you were to change the definition of Foo to this:,
"So what does Fn mean? T: Fn(A1, ..., An) -> R means x: T is a callable object with arguments A1, ..., An and return type R . Examples include function pointers and closures.",
"An auto trait may not define any methods, which also makes it a marker trait . (The syntax for defining auto traits is currently only available in the standard library or on the nightly compiler, but their semantics are stable.)","(auto trait, is a type of, marker trait)"
"There is an issue about adding functionality like this to std on the RFCs repository, but it doesn't look like it's happening anytime soon.","(std, has issue on, RFCs repository)"
"iter() is just a method in Vec to convert Vec<T> directly into an iterator that returns shared references, without first converting it into a reference",
"You cannot return a &str if you've allocated the String in the function . There's further discussion about why , as well as the fact that it's not limited to strings . That makes your choice much easier: return the String .","(&str, replaced by, String)"
"It's my understanding that a hypothetical IndexSet trait would allow you to assign brand-new values to a HashMap , and not just read or mutate existing entries:","(IndexSet trait, would allow assigning brand-new values to, HashMap)"
An infinite iterative loop may burn 100% of your CPU all the same (if you're not doing anything which waits on an IO event or a lock) but will not eat all your memory unless you specifically and explicitly accumulate data (e.g. push stuff into a vector).,"(push stuff, accumulate data into, vector)"
"More generally, the error message tells you that Rust has found a method with the correct name, but that method does not apply to the type you call it for.",
"This means that implementing a trait for a type cannot conflict with a different trait (except at call sites that have both traits in scope, which must disambiguate by using function syntax instead of method syntax).",
"This question is almost the same as String vs &str , if that helps","(String, similar to, &str)"
"There's another function that allows you to move an element out of a vector without possibility to panic, and that is v.pop() which removes the last item in the vector, returning Option<T> for a Vec<T> .","(v.pop(), operates on, Vec<T>)"
How do I implement a trait I don't own for a type I don't own?,"(type, implements, trait)"
Then every handler that asks for an AuthedUser in the function signature will be auth gated and if the user is logged in will have any user information you attach to AuthedUser in the FromRequest::from_request method.,
"This is trivial for non-mutable objects, but mutations need to be synchronized (performed in sequence with the same order being seen by all threads). This is often done using a Mutex or RwLock which allows one thread to proceed while others must wait","(Mutex, replaced by, RwLock)"
"Numeric literals cannot be generic over any numeric type; they must be done with a trait method call; Zero::zero() and One::one() will suffice for most purposes—here the numbers that we want are 0, 1, 2, 3, 5 and 6, which are eminently achievable with these building blocks","(Zero::zero, similar to, One::one)"
"Here, I've chosen to just rebuild an entire BTreeMap from the HashMap and then reuse the existing serialization implementation.","(BTreeMap, rebuilt from, HashMap)"
.collect(); You could also drain the iterator if you have a mutable reference: let the_vocabulary: Vec<Vocabulary> = vocabulary_context,"(collect, constructs, Vec)"
"Well, rustc lowers ZSTs into an empty LLVM struct ( %Empty = type { } ). Structs in LLVM use the maximum of the specified alignment (in the instructions handling them) and the target's preferred alignment . The preferred alignment of x86-64 is 8 bytes, so max(1, 8) = 8 .","(ZSTs, lowers into, %Empty)"
"What you need is a type which implements diesel::deserialize::FromSql<diesel::sql_types::Timestamp, diesel::pg::Pg> (docs: FromSql , Timestamp , Pg ). There are two types which implement that trait.","(diesel::deserialize::FromSql, implements, diesel::sql_types::Timestamp), (diesel::deserialize::FromSql, implements, diesel::pg::Pg)"
Note: Tokio's Mutex does have a .blocking_lock() method which is helpful if both locking behaviors are needed,"(Mutex, has method, blocking_lock)"
"You want to use the buffered reader, BufRead , and specifically the function BufReader.lines() :","(BufRead, realized by, BufReader), (BufReader, possesses, BufReader.lines())"
"The explicit call to deref returns a &str , but the operator * returns a str . It's more like you are calling *Deref::deref(&s) , ignoring the implied infinite recursion (see docs) .","(Deref, has method, deref); (deref, returns, &str)"
"The 'static lifetime is a special lifetime, the longest lived of all lifetimes - for the duration of the program.  A typical example are string ""literals"" that will always be available during the lifetime of the program/module.",
"As of Rust 1.21.0 and as mandated by RFC 1845 , creating an Rc<str> or Arc<str> is now possible:",
Returning a reference from a HashMap or Vec causes a borrow to last beyond the scope it's in?,
"Install the extension rust-analyzer (the officially recommended vscode extension), and add the following to settings.json:",
customfeature = [] # feature has no explicit dependencies If you want your feature to have specific dependencies check the examples in the documentation .,
"In this regard, Box es are similar to built-in pointers - you can use dereference operator to reach their contents","(Box, similar to, built-in pointers); (Box, supports, dereference operator)"
Why does HashMap::get_mut() take ownership of the map for the rest of the scope?,"(HashMap, has_method, HashMap::get_mut())"
"This approach can be applied many times, to associate many separate pieces of information with each variant, e.g. maybe you want a .name() -> &'static str method too",
"_ is a separate special case, it's not a variable binding at all, but it is the absence of one! Matching against _x moves the value into _x , _ does no such thing. (The difference is observable.)",
"If you use a tuple (T, E) , you must define both the T and the E . For your returns_tuple , that meant defining 0 as a magic value and adding a new variant to your MyErr enumeration, None . None is not an error; it is semantically unsound to model it thus",
"We could use the method that is a direct match to your problem statement, str::starts_with : for line in lines_of_text.split(""\n"") {","(str::starts_with, is method of, str); (str::split, is method of, str)"
"The problem is that the second example is returning Result<(), std::io::Error> which is returned by starting the server, whereas the first one is returning Result<(), anyhow::Error> in the form of Ok(()) .",
"In any case, for your code, this is popping up because you're using handle with h , which is a Fn(&mut Writer) -> IoResult<()> . If we match this against the F: Fn(&mut W) -> IoResult<()> type that Handle is implemented for we find that W = Writer , that is, we're trying to use handle with the trait object &mut Writer , not a &mut W for some concrete type W . This is illegal because the W parameters in both the trait and the impl are defaulting to have a Sized bound, if we manually override it with ?Sized then everything works fine:","(handle, relies on, Fn(&mut Writer) -> IoResult<()>)"
"Before Rust 1.41.0 , it wasn't possible to make a impl<'a, T> Into<Foo> for &'a [T] , while impl<'a, T> From<&'a [T]> for Foo was possible.",
Readers familiar with C++ will recognize the distinction between a closure that implements Fn and an Fn trait object as equivalent to the distinction between general function objects and std::function values in C++.,"(closure that implements Fn, similar to, general function objects)"
"If you only wish to get a single index (and thus element), then using nth is much easier",
"In Box<Fn() + Send + 'static> , Fn() + Send + 'static is a trait object type","(Fn(), associated with, Send), (Fn(), associated with, 'static), (Send, associated with, 'static)"
"Note that &i32 , Box , &[i32] , Vec<i32> all use the non-nullable pointer optimization inside an Option !","(Box, used alongside, &[i32])"
"You probably want the work to be done but not to get an error when you write do_work() , so Result<(), WorkError> is the better choice.","(Result, parameterized by, WorkError)"
"Alternatively, you can use char::is_ascii_whitespace if you only want to match ASCII whitespace (space, horizontal tab, newline, form feed, or carriage return):","(char, has method, is_ascii_whitespace)"
"First have a look at the free, official Rust book The Rust Programming Language , specifically the chapter on enums .",
You're right; to_str() was renamed to to_string() before Rust 1.0 was released for consistency because an allocated string is now called String .,"(to_str, renamed to, to_string); (to_string, returns, String)"
"But for str and [T] , clone() is implemented on the reference type ( &str and &[T] ), and therefore it has the wrong type",
"It's actually possible to create your own DSTs by having a struct where the last field is a DST. This is rather rare, though",
This method is not appropriate to call on event loops or similar I/O situations because it will prevent the event loop from making progress (this blocks the thread). This method should only be called when it's guaranteed that the blocking work associated with this future will be completed by another thread.,
Use RAII and implement Drop . It removes the need to call anything :,"(Drop, implements, RAII)"
"The problem with this is that the fooget function doesn't know T is in reality a &Bar . When you call the get function, you are actually moving out of the foo variable",
"It doesn't affect the optimizations, except possibly indirectly because different unwind mechanisms (libunwind for GNU, SEH for MSVC) are used.","(libunwind, used for, GNU)"
"Assuming you would like the flexibility of String , HashMap<String, String> is correct","(HashMap, holds, String); (HashMap, maps, String)"
"Another mechanism for making objects Sync is to use atomic types, which are essentially Sync primitives.",
"In Rust, you can use compile-time polymorphism instead of run-time polymorphism; the compiler will emit one version of the function for each unique combination of compile-time parameters it takes","(compile-time polymorphism, can be used instead of, run-time polymorphism)"
"I've been working on rust-http , which has become the de facto HTTP library for Rust (Servo uses it); it's far from complete and very poorly documented at present",
"Here, we decode to a string slice ( let s: &str = Deserialize::deserialize(deserializer)? ). You can also create intermediate structs that map directly to your raw data, derive Deserialize on them, then deserialize to them inside your implementation of Deserialize .","(Deserialize::deserialize, method of, Deserialize); (Deserialize, trait for, deserialization)"
"Alternatively, you can use into_iter() to get Iterator<Item=T> from Vec<T> , but then the original vector will be consumed:","(into_iter(), consumes, original vector)"
"If you want different NaN handling, you can use PartialOrd::partial_cmp . For example, if you wish to propagate NaNs, fold with:","(PartialOrd, has method, partial_cmp)"
It only contains generated files (e.g. compile artifacts) and is also usually quite large.,
"TLDR : Install rust-analyzer and Native debugger based on LLDB extensions ,  then use the Run menu (then see the terminal for the result/output):",
"async functions are effectively desugared as returning impl Future . Once you know that, it's a matter of combining existing Rust techniques to accept a function / closure, resulting in a function with two generic types:",
"If you had made a bitwise copy of a String , then both instances would try to deallocate the same memory block, which is undefined behaviour .",
"If one is wishing to return an iterator, or otherwise munge iterators in the most flexible way possible, using into_iter is better, since it's not chained to the owner of the originating Vec . If one is wishing to reuse the data structure (e.g. reuse the allocation) then drain is the most direct way of doing this.","(into_iter, not chained to the owner of, Vec)"
"A lot of metadata is included with each library crate, be it statically linked ( .rlib ) or dynamically linked ( .so / .dylib / .dll ):",
"When might one want to await one, then? If you want to block the current task until the spawned task finishes.",
"Unfortunately, C strings always end with the zero byte and can't contain one inside them, while Rust &[u8] / Vec<u8> are exactly the opposite thing - they do not end with zero byte and can contain arbitrary numbers of them inside","(&[u8], similar to, Vec<u8>)"
"Now we implement the Borrow trait from (A, B) to dyn KeyPair + 'a . Note the 'a — this is a subtle bit that is needed to make Table::get actually work",
"Of course, if T implements Drop , this again is an O(n) function as n elements need to be dropped.",
"This can be matched on in all the same ways, but can also be cast to an integer MyEnum::A as i32 . (Note that computations like MyEnum::A | MyEnum::B are not automatically legal in Rust: enums have specific values, they're not bit-flags.)",
"To include the code from hello.rs in your main.rs , use mod hello; . It gets expanded to the code that is in hello.rs (exactly as you had before). Your file structure continues the same, and your code needs to be slightly changed:","(hello.rs, included in, main.rs)"
"If you're in the same directory as main.rs , you should be able to run it with:",
"While inference flows freely, thing.f1.clone() is checked before things.push(Thing {...}) so it isn't known that thing: Thing when you try to access the f1 field","(things.push(), assemble, Thing)"
