Text,Result
you can check if a java module is an open module or not via the moduledescriptor isopen() method.,"[('ModuleDescriptor', 'has method', 'ModuleDescriptor.isOpen()')]"
"thus, each java class belongs to a package, and the package belongs to a module.","[('package', 'belongs to', 'module'), ('Java class', 'belongs to', 'package')]"
an abstract class can have a mixture of abstract and non-abstract methods.,
"then the thread executing the main() method (the main thread) sleeps for 10 seconds, and then calls the dostop() method of the myrunnable instance.","[('thread', 'calls', 'MyRunnable.doStop()'), ('main()', 'executes', 'thread'), ('thread', 'sleeps for', '10 seconds')]"
here is an example of how to create a duration object using the between() method:,"[('Duration', 'method', 'Duration.between()')]"
the java stream interface contains a static method called concat() which can concatenate two streams into one.,"[('Stream', 'contains method', 'Stream.concat()')]"
just like with the read() method the write() method advances the file pointer after being called.,
as you can see both the waiting and notifying thread calls wait() and notify() from within a synchronized block.,"[('Thread', 'calls', 'wait()'), ('Thread', 'calls', 'notify()')]"
the java.util.concurrent.cyclicbarrier class is a synchronization mechanism that can synchronize threads progressing through some algorithm.,"[('java.util.concurrent', 'contains class', 'CyclicBarrier'), ('CyclicBarrier', 'is a', 'synchronization mechanism')]"
you open a jdbc connection by call the java.sql.drivermanager class method getconnection().,"[('java.sql.DriverManager', 'method', 'getConnection()')]"
it is possible to get a character at a certain index in a string using the charat() method.,"[('String', 'has method', 'String.charAt()')]"
here is an example of pausing a java thread for 3 seconds (3.000 millliseconds) by calling the thread sleep() method:,"[('Thread', 'has method', 'Thread.sleep()')]"
object.wait(long timeout) allows other threads to call wait() or notify() too since these methods must be called from inside a synchronized block,"[('Object', 'has method', 'Object.wait(long timeout)'), ('Object', 'has method', 'Object.notify()'), ('Object', 'has method', 'Object.wait()')]"
"this example creates a breakiterator targeted at the british language, and sets the text to find character breaks in using the settext() method.","[('BreakIterator', 'method', 'BreakIterator.setText()')]"
the java chararraywriter class (java.io.chararraywriter) makes it possible to write characters via the writer methods (chararraywriter is a subclass of writer) and convert the written characters into a char array.,"[('java.io.CharArrayWriter', 'provides method', 'Writer methods'), ('CharArrayWriter', 'subclass of', 'Writer')]"
"you create a java mac instance by calling the mac.getinstance() method, passing as parameter the name of the algorithm to use.","[('Mac', 'has method', 'Mac.getInstance()')]"
"notice however, that since the myrunnable class is not a subclass of thread, it does not have access to the getname() method of the thread executing it.","[('Thread', 'has method', 'getName()'), ('MyRunnable', 'is not a subclass of', 'Thread')]"
you do so by calling the cipher update() or dofinal() methods.,"[('Cipher', 'has method', 'Cipher.update()'), ('Cipher', 'has method', 'Cipher.doFinal()')]"
"if a method declares that it throws an exception a, then it is also legal to throw subclasses of a.",
here is an example of how to use a iresultsetprocessor with the read() methods:,
fileinputstream is a subclass of inputstream so it is safe to assign an instance of fileinputstream to an inputstream variable (the inputstream variable).,"[('FileInputStream', 'can be assigned to', 'InputStream'), ('FileInputStream', 'is a subclass of', 'InputStream')]"
"if you need an integer value, use the round(), floor() or ceil() method.","[('round()', 'is a method of', 'integer value'), ('ceil()', 'is a method of', 'integer value'), ('floor()', 'is a method of', 'integer value')]"
you can still call the other main() methods from inside the main() method the java virtual machine executes (you haven't seen how yet) and you can also start up multiple virtual machines which each execute a single main() method.,"[('Java Virtual Machine', 'executes', 'main() method'), ('virtual machines', 'execute', 'main() method'), ('main() method', 'calls', 'other main() methods')]"
deque.removefirst() is different from pollfirst() which returns null if the deque is empty,"[('Deque', 'has method', 'pollFirst()'), ('Deque', 'has method', 'removeFirst()')]"
"each of the methods ceilingentry(), floorentry(), higherentry() and lowerentry() will be covered in the following sections.","[('methods', 'includes', 'higherEntry()'), ('methods', 'includes', 'floorEntry()'), ('methods', 'includes', 'ceilingEntry()'), ('methods', 'includes', 'lowerEntry()')]"
"the pollfirst() method removes an element from the beginning of the deque, just like poll().","[('Deque', 'has method', 'poll()'), ('Deque', 'has method', 'pollFirst()')]"
"you can access the annotations of a class, method or field at runtime.",
working with arrays via java reflection is done using the java.lang.reflect.array class.,"[('java.lang.reflect.Array', 'used for', 'Working with arrays via Java Reflection')]"
"note: even if the class is called rollingbufferinputstream, it is not an inputstream subclass.","[('RollingBufferInputStream', 'is not a subclass of', 'InputStream')]"
if the marksupported() method returns false then mark() and reset() are not supported.,"[('markSupported()', 'not supported', 'reset()'), ('markSupported()', 'not supported', 'mark()'), ('markSupported()', 'returns', 'false')]"
"if no field exists with the name given as parameter to the getfield() method, a nosuchfieldexception is thrown.","[('getField()', 'throws', 'NoSuchFieldException')]"
"the headmap() method returns a view of the original navigablemap which only contains elements that are ""less than"" the given element.",
"thus, some constructors may be available to all classes in your application, while other constructors are only available to classes in the same package, subclasses, or even only to the class itself (private constructors).",
"the bigger the result string grows, the longer it takes to copy the characters from it into a new stringbuilder, and again copy the characters from the stringbuilder into the temporary string created by the tostring() method.","[('StringBuilder', 'method', 'toString()')]"
spin locks and the methods wait() and notify() are covered in more detail in the text thread signaling.,"[('Spin locks', 'covered in', 'Thread Signaling'), ('wait()', 'covered in', 'Thread Signaling'), ('notify()', 'covered in', 'Thread Signaling')]"
these two parameters are intended to tell from what class and method the log message originated.,
"inside the while loop the example calls the method getmoredata() to get the next data to write to the outputstream, and then writes that data to the outputstream.","[('getMoreData()', 'provides data to', 'OutputStream'), ('example', 'calls method', 'getMoreData()'), ('example', 'writes data to', 'OutputStream')]"
when the thread is done with the code in the critical section (the code between lock() and unlock()) the thread calls unlock(),"[('thread', 'calls', 'unlock()'), ('code', 'between', 'lock() and unlock()')]"
"the reentrantlock isheldbycurrentthread() method returns true if the lock is held (locked) by the thread calling isheldbycurrentthread(), and false if not.","[('ReentrantLock.isHeldByCurrentThread()', 'returns', 'false'), ('ReentrantLock.isHeldByCurrentThread()', 'returns', 'true'), ('ReentrantLock', 'has method', 'ReentrantLock.isHeldByCurrentThread()')]"
in an untyped atomicstampedreference instance the set() method takes an object reference as first parameter.,"[('AtomicStampedReference', 'method', 'AtomicStampedReference.set()')]"
a constructor is a special method that is called when an object of the given class is created (explained later).,
collection.add(e e) is different from the offer() method which will return false if it cannot insert the element,"[('Collection', 'has method', 'Collection.add()'), ('Collection', 'has method', 'offer()')]"
"you receive data from a datagramchannel by calling its receive() method, like this:","[('DatagramChannel', 'has method', 'DatagramChannel.receive()')]"
"the arraylist again iterates all its elements and execute ""123"".equals(element) to determine if the element is equal to the parameter object ""123"".",
"when you have specified a generic type for a java collection, that generic type also works for the iterator returned by the iterator() method.",
"to remove elements from a java queue, you call the remove() method.","[('Queue', 'method', 'Queue.remove()')]"
here is an example of setting a mark in a bytearrayinputstream via its mark() method:,"[('ByteArrayInputStream', 'has method', 'ByteArrayInputStream.mark()')]"
the boundedsemaphore class shown below has two testandset methods take() and release(),"[('BoundedSemaphore', 'has method', 'BoundedSemaphore.take()'), ('BoundedSemaphore', 'has method', 'BoundedSemaphore.release()')]"
the lock() method locks the lock instance so that all threads calling lock() are blocked until unlock() is executed.,"[('Lock', 'has method', 'lock()'), ('Lock', 'has method', 'unlock()'), ('threads', 'are blocked until', 'unlock()'), ('lock()', 'blocks', 'threads'), ('threads', 'call', 'lock()')]"
the boundedsemaphore class shown below has two test-and-set methods: take() and release().,"[('BoundedSemaphore', 'has method', 'BoundedSemaphore.take()'), ('BoundedSemaphore', 'has method', 'BoundedSemaphore.release()')]"
"here are the two classes used in the example above, counter and counterthread.","[('Counter', 'used in', 'example'), ('CounterThread', 'used in', 'example')]"
"the java iterator foreachremaining() method can iterate over all of the elements remaining in the iterator internally, and for each element call a java lambda expression passed as parameter to foreachremaining() .","[('Iterator.forEachRemaining()', 'parameter', 'Lambda Expression'), ('Iterator', 'method', 'Iterator.forEachRemaining()')]"
"the readbytes() method reads bytes from the file represented by the given streamstorageblockfs instance, into the byte[] array passed as parameter.","[('StreamStorageBlockFS', 'has method', 'StreamStorageBlockFS.readBytes()')]"
you can obtain the length of a string using the length() method.,"[('String', 'has method', 'String.length()')]"
the factory method locale.forlanguagetag() can also be used to create a locale instance.,"[('Locale.forLanguageTag()', 'creates', 'Locale'), ('Locale', 'has method', 'Locale.forLanguageTag()')]"
here is an example of flushing data written to a java outputstreamwriter by calling its flush() method:,"[('OutputStreamWriter', 'has method', 'OutputStreamWriter.flush()')]"
"but, no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block.",
"you can also obtain an iterator from many of the java collection data structures, e.g. a list, set, map, queue, deque or map.","[('Java Collection', 'contains', 'List'), ('Java Collection', 'contains', 'Deque'), ('Java Collection', 'contains', 'Queue'), ('Java Collection', 'contains', 'Iterator'), ('Java Collection', 'contains', 'Map'), ('Java Collection', 'contains', 'Set')]"
in a typed atomicreference the set() method takes whatever type as parameter you declared as its type when you declared the atomicreference.,"[('AtomicReference', 'has method', 'AtomicReference.set()')]"
if you need an integer value use the round() floor() or ceil() method,"[('round()', 'is a method of', 'integer value'), ('ceil()', 'is a method of', 'integer value'), ('floor()', 'is a method of', 'integer value')]"
"that you would not call wait() and notify() on an internal monitor object, but rather on the this is probably true.",
"thus, at most n threads can pass the acquire() method without any release() calls, where n is the number of permits the semaphore was initialized with.",
you can remove all entries in a java map using the clear() method.,"[('Map', 'method', 'Map.clear()')]"
"the superclasses contain methods with the same names and parameters, multiple inheritance was left out in java.",
"mutiple blocks from a large file, you call the update() once for each block of data, and finish with a call to dofinal() with the last data loce",
this causes the myobject class to be loaded by the same class loader that loaded the class this code is residing in.,
creating a matcher is done via the matcher() method in the pattern class.,"[('Pattern', 'has method', 'Pattern.matcher()')]"
it is possible to use a class from another package without importing it with an import statement.,
"as parameters to the completed() method are passed an integer telling how many bytes were read, and the ""attachment"" which was passed to the read() method.",
the java bufferedwriter's flush() method flushes all data written to the bufferedwriter to the underlying data destination.,"[('BufferedWriter', 'has method', 'BufferedWriter.flush()')]"
here is an example of removing the first element of a java deque using the removefirst() method:,"[('Deque', 'method', 'removeFirst()')]"
the poll() and remove() both removes the first element in the queue. they differ in how they behave if the queue is empty. the poll() method returns null if the queue is empty. the remove() method throws an exception if the queue is empty.,"[('Queue', 'has method', 'poll()'), ('poll()', 'returns', 'nan'), ('Queue', 'has method', 'remove()'), ('remove()', 'throws', 'exception')]"
"since count() returns a long, the stream chain of non-terminal operations (the map() calls) is ended.","[('count()', 'returns', 'long'), ('Stream', 'contains', 'map()')]"
"you can declare a static initializer for the anonymous class instead, though.",
obviously if the input parameter to contains() is null the contains() method will not use the equals() method to compare against each element but rather use the == operator,"[('contains()', 'uses', 'equals()')]"
"if you need to match a text against a regular expression pattern more than one time, you need to create a pattern instance using the pattern.compile() method.","[('Pattern', 'method', 'Pattern.compile()')]"
"the trylock(long timeout, timeunit timeunit) works like the trylock() method, except it waits up the given timeout before giving up trying to lock the lock.","[('tryLock(long timeout, TimeUnit timeUnit)', 'works like', 'tryLock()')]"
"in other words, as a call to the get() method on the httprequestcache singleton.","[('HttpRequestCache', 'has method', 'HttpRequestCache.get()')]"
you can read a java boolean from the datainputstream using its readboolean() method.,"[('DataInputStream', 'has method', 'DataInputStream.readBoolean()')]"
"then they are executed already when the class is loaded, and only once because the class is only loaded in the java virtual machine once.",
a java class may contain a mix of data (variables) and actions (methods).,
"in case a class contains more than one static synchronized method, only one thread can execute inside any of these methods at the same time.",
the class myfilterimpl should be your own implementation of the filter interface.,"[('MyFilterImpl', 'implements', 'Filter')]"
a java callable is different from a runnable in that the runnable interface run() method does not return a value and it cannot throw checked exceptions (only runtimeexceptions),"[('Runnable', 'has method', 'run()'), ('Callable', 'different from', 'Runnable')]"
the statement executequery() method returns a java jdbc resultset which can be used to navigate the response of the query.,"[('Statement', 'method', 'executeQuery()'), ('executeQuery()', 'returns', 'ResultSet'), ('ResultSet', 'used to navigate', 'response of the query')]"
"since a java string object can never be an instance of the java integer class, the java compiler will catch this an give you an error.","[('String', 'can never be an instance of', 'Integer')]"
"notice how method1() adds the code ""error1"" to the thrown enrichableexception to uniquely identify that error cause.",
"the thread calling unlock() will take the top queueobject in the queue and call donotify() on it, to awaken the thread waiting on that object.","[('thread', 'calls', 'unlock()'), ('QueueObject', 'calls', 'doNotify()'), ('QueueObject', 'is in', 'queue')]"
"atomicreference even has an advanced compareandset() method which lets you compare the reference to an expected value (reference) and if they are equal, set a new reference inside the atomicreference object.","[('AtomicReference', 'has method', 'AtomicReference.compareAndSet()')]"
the second getbytes() call return a utf-8 byte representation of the string.,"[('String', 'method', 'getBytes()')]"
"the java inputstream class, java.io.inputstream, represents an ordered stream of bytes.","[('InputStream', 'is a class of', 'java.io.InputStream')]"
you will normally use a writer subclass rather than a writer directly.,
"in the example above, the autoclosableresource is configured to throw an exception both when doop() is called, and when it is attempted closed (via close()).","[('AutoClosableResource', 'method', 'doOp()'), ('AutoClosableResource', 'method', 'close()')]"
"the reentrantlock islocked() method returns true if the lock is currently locked, and false if not.","[('ReentrantLock', 'has method', 'ReentrantLock.isLocked()')]"
unfortunately if an exception is thrown during the write() call in the example above that exception will cause the program flow to break before the close() method is called,"[('program flow', 'breaks before', 'close()'), ('exception', 'causes', 'program flow to break'), ('write()', 'throws exception', 'exception')]"
the getresourcebundlename() method returns the name of the resourcebundle (if any) used to localize the message of this logrecord.,"[('LogRecord', 'uses', 'ResourceBundle'), ('getResourceBundleName()', 'returns', 'ResourceBundle')]"
here is an example of removing the first element from a java deque using the poll() method:,"[('Deque', 'method', 'Deque.poll()')]"
"notice how appendreplacement() is called inside the while(matcher.find()) loop, and appendtail() is called just after the loop.","[('appendReplacement()', 'called inside', 'matcher.find()'), ('matcher', 'has method', 'matcher.find()'), ('appendTail()', 'called after', 'matcher.find()')]"
you close a fileinputstream by calling the close() method inherited from inputstream.,"[('FileInputStream', 'inherits method', 'InputStream.close()')]"
"then the example creates a path instance from this path string, and prints that path instance out (actually it prints path.tostring()).","[('Path', 'prints', 'Path.toString()'), ('Path', 'instance from', 'path string'), ('example', 'creates', 'Path')]"
sometimes you need a classpath which contains more than one directory or jar file.,
"since the java fileoutputstream is a subclass of outputstream, you can write arrays of bytes to the fileoutputstream too, instead of just a single byte at a time.","[('FileOutputStream', 'subclass of', 'OutputStream'), ('FileOutputStream', 'method', 'write()')]"
"the bufferfull() method scans through the buffer, but must leave the buffer in the same state as before the bufferfull() method was called.","[('bufferFull()', 'method of', 'buffer')]"
the java chararrayreader class (java.io.chararrayreader) enables you to read the contents of a char array as a character stream.,"[('CharArrayReader', 'enables', 'read contents of char array as character stream'), ('CharArrayReader', 'belongs to package', 'java.io')]"
"the java outputstreamwriter class, java.io.outputstreamwriter, is intended to wrap an java outputstream and thereby turning the byte based output stream into a character based writer.","[('java.io.OutputStreamWriter', 'is a', 'OutputStreamWriter'), ('OutputStreamWriter', 'wraps', 'OutputStream')]"
"inside the for loop the example accesses the elements in the list via its get() method, passing the incrementing variable i as parameter.","[('List', 'has method', 'List.get()')]"
the problem with calling wait() and notify() on the empty string or any other constant string is that the jvmcompiler internally translates constant strings into the same object,"[('constant string', 'calls', 'wait()'), ('constant string', 'calls', 'notify()'), ('empty string', 'calls', 'wait()'), ('empty string', 'calls', 'notify()'), ('JVMCompiler', 'translates', 'constant strings')]"
"the biggest difference between java.sql.date and java.util.date is that the java.sql.date only keeps the date, not the time, of the date it represents.","[('java.sql.Date', 'does not keep', 'time'), ('java.sql.Date', 'keeps', 'date'), ('java.sql.Date', 'difference with', 'java.util.Date')]"
here is an example of peeking at the first element of a java queue using the element() method:,"[('Queue', 'method', 'Queue.element()')]"
the jdbc connection getmetadata() method returns a jdbc databasemetadata object which can be used to introspect the database the jdbc connection is connected to.,"[('JDBC Connection', 'method', 'getMetaData()'), ('getMetaData()', 'returns', 'JDBC DatabaseMetaData')]"
the java.util.logger class is the main access point to the java logging api.,"[('java.util', 'contains class', 'Logger'), ('Logger', 'part of', 'Java logging API')]"
"if the read() method returns -1, the end of stream has been reached, meaning there is no more data to read in the inputstream.","[('InputStream', 'has method', 'InputStream.read()')]"
the java collections api only has one implementation of the java sortedset interface - the java.util.treeset class.,"[('java.util.TreeSet', 'implements', 'Java SortedSet'), ('Java Collections API', 'contains', 'java.util.TreeSet')]"
this method in turn calls the processurldata() in the urlprocessorimpl class.,"[('URLProcessorImpl', 'contains method', 'processURLData()')]"
"the java navigableset interface, java.util.navigableset, is a subtype of the java sortedset interface.","[('java.util.NavigableSet', 'subtype of', 'SortedSet')]"
"similarly, when next() is called and returns false, the resultset is actually pointing after the last record.",
"you must always create an instance of some class that implements the interface, and reference that instance as an instance of the interface.",
then an anonymous implementation of the callable interface is created and passed to the schedule() method.,"[('Callable', 'implemented by', 'anonymous implementation'), ('anonymous implementation', 'passed to', 'schedule()')]"
methods are operations that the class or instances of that class can perform.,
"the contains() method will return true if the queue contains the given element, and false if not.","[('Queue', 'has method', 'Queue.contains()')]"
"if the deque is empty, peekfirst() returns null. this is similar to how peek() works, but the method name peekfirst() is a bit more saying about which end of the deque you peek at.","[('Deque', 'method', 'peek()'), ('Deque', 'method', 'peekFirst()')]"
the methods start() and end() will give the indexes into the text where the found match starts and ends.,"[('end()', 'gives index', 'text'), ('start()', 'gives index', 'text')]"
"for instance, to create an instant which represents this exact moment of now, call instant.now(), like this:","[('Instant', 'method', 'Instant.now()')]"
the math.log10 method works like the math.log() method except is uses 10 as is base for calculating the logarithm instead of e (euler's number).,"[('Math', 'contains method', 'Math.log10()'), ('Math', 'contains method', 'Math.log()')]"
the reentrantlock getqueuelength() method returns the number of threads waiting to lock the lock.,"[('ReentrantLock', 'has method', 'ReentrantLock.getQueueLength()')]"
fields are class member variables - either static or instance variables.,
"both threads execute the run() method, and thus sets different values on the threadlocal instance.","[('Thread', 'executes', 'Thread.run()'), ('Thread', 'sets values on', 'ThreadLocal')]"
"please note, that the method trylock() (covered later in this java lock tutorial) with no parameters does not respect the fairness mode of the reentrantlock.","[('ReentrantLock', 'contains method', 'ReentrantLock.tryLock()')]"
"to remove an element from a sortedset you call its remove() method, passing the element to remove as parameter.","[('SortedSet', 'has method', 'SortedSet.remove()')]"
the submit() method returns a java future object which can be used to check when the runnable has completed.,"[('submit()', 'returns', 'Future')]"
not all methods in an abstract class have to be abstract methods.,
notice how the execute() method will throw an illegalstateexception if execute() is called after stop() has been called.,"[('execute()', 'throws', 'IllegalStateException'), ('stop()', 'precedes', 'execute()')]"
"in the example above, the iterator next() method returns an object - and so does the get() method.","[('Iterator.next()', 'returns', 'Object'), ('Iterator', 'has method', 'Iterator.next()'), ('get()', 'returns', 'Object')]"
instances of this class are used together with udp datagramsockets and normal socket's and serversocket's.,"[('UDP', 'used with', 'Socket'), ('UDP', 'used with', 'DatagramSockets'), ('UDP', 'used with', 'ServerSocket')]"
"by walking through all directories and deleting all files (inside visitfile()) in each directory, and afterwards delete the directory itself (inside postvisitdirectory()) you can delete a directory with all subdirectories and files.","[('visitFile()', 'is used in', 'deleting all files'), ('postVisitDirectory()', 'is used in', 'delete the directory itself')]"
here is how providing a supplier implementation as a lambda expression to withinitial() looks:,
you typically read data from an inputstream by calling the read() method.,"[('InputStream', 'method', 'InputStream.read()')]"
the bufferedwriter adds one extra method though: the newline() method which can write a new-line character to the underlying writer.,"[('BufferedWriter', 'adds method', 'BufferedWriter.newLine()'), ('BufferedWriter.newLine()', 'writes to', 'Writer')]"
but calling the close() method has no effect on the bytearrayoutputstream.,"[('ByteArrayOutputStream', 'method', 'close()')]"
the java matcher class (java.util.regex.matcher) is used to search through a text for multiple occurrences of a regular expression.,"[('Matcher', 'belongs to package', 'java.util.regex')]"
"using the inputstream you can load the file into a java properties instance, using either the load() or loadfromxml() methods explained earlier in this java properties tutorial.","[('Properties', 'has method', 'load()'), ('Properties', 'has method', 'loadFromXML()'), ('InputStream', 'used to load file into', 'Properties')]"
the format() and printf() methods allow you to mix text and data in very advanced ways using a formatting string,"[('format()', 'allows', 'mix text and data'), ('printf()', 'allows', 'mix text and data')]"
each thread executing the somemethod() method will create its own localobject instance and assign it to the localobject reference.,"[('someMethod()', 'creates', 'LocalObject'), ('someMethod()', 'assigns', 'localObject')]"
"in mr. persister we could add a connectionopenexception, queryexception, updateexception, commitexception, and connectioncloseexception as subclasses of persistenceexception.","[('UpdateException', 'subclass of', 'PersistenceException'), ('QueryException', 'subclass of', 'PersistenceException'), ('ConnectionOpenException', 'subclass of', 'PersistenceException'), ('CommitException', 'subclass of', 'PersistenceException'), ('ConnectionCloseException', 'subclass of', 'PersistenceException')]"
a thread that calls wait() on any object becomes inactive until another thread calls notify() on that object.,"[('thread', 'calls', 'wait()'), ('thread', 'calls', 'notify()')]"
here is an example of skipping over a number of bytes using the bytearrayinputstream skip() method:,"[('ByteArrayInputStream', 'has method', 'ByteArrayInputStream.skip()')]"
in order to calculate a message digest of some data you call the update() or digest() method.,"[('update()', 'method of', 'MessageDigest'), ('digest()', 'method of', 'MessageDigest')]"
"the map merge() method takes a key, a value, and a lambda expression implementing the bifunction interface as parameters.","[('merge()', 'takes parameter', 'value'), ('Map', 'has method', 'Map.merge()'), ('merge()', 'takes parameter', 'key'), ('lambda expression', 'implements interface', 'BiFunction'), ('merge()', 'takes parameter', 'lambda expression')]"
the methods class.getfield(string name) and class.getfields() methods only return public fields so they wont work,"[('Class', 'has method', 'Class.getFields()'), ('Class', 'has method', 'Class.getField(String name)')]"
to configure the maven surefire plugin to enable java preview features you need the following configuration in your maven pom file - in the <build><plugins>...</plugins></build> section:,
personally i prefer to locate the square brackets [] after the data type (e.g.,
"in the example above, the anymatch() method call will return true, because the first string element in the stream starts with ""one"".",
imagine that the fairlock instance is locked when a thread calls lock().,"[('FairLock', 'method', 'lock()')]"
when checking for tables with similar names to the class to map only the class name itself is used.,
you can read about them in the javadoc for the datetimeformatter class.,"[('DateTimeFormatter', 'documented in', 'JavaDoc')]"
in order to use a java.nio.file.path instance you must create a path instance.,
"second, the example calls the apply() method on the addthree instance.","[('AddThree', 'method', 'AddThree.apply()')]"
here is an example of reading a java boolean object using the rionreader readbooleanobj() method:,"[('RionReader', 'has method', 'RionReader.readBooleanObj()')]"
"the batch size can thus vary from 1 to a maximum upper limit set by the system, e.g.",
"the reason a call to dofinal() is needed for the last block of data is, that some encryption algorithms need to pad the the data to fit a certain cipher block size (e.g.",
the java stream flatmap() methods maps a single element into multiple elements.,"[('Java Stream', 'has method', 'flatMap()')]"
"but if some implementing classes are located in client code of the api (the code that uses the api), then that code breaks.",
the logger class has a few more methods that i haven't covered here.,"[('Logger', 'has method', 'Logger.methodName()')]"
"the objectmapper mapper breaks the class name into words, based on the uppercase letters and numbers in the class name.",
"creating an object of a certain class is also called ""instantiating"" an object.",
the incrementandget() method increments (adds 1) to the value of a given element and returns the new value of that element.,"[('incrementAndGet()', 'method of', 'element')]"
"this function implementation implements the apply() method so it takes a long as parameter, and returns a long.","[('Function', 'implements method', 'Function.apply()')]"
calling addandget() is also an atomic operation (like all operations on the atomiclongarray).,"[('AtomicLongArray', 'has method', 'AtomicLongArray.addAndGet()')]"
when the process() method of the subclass is called the full process is executed including the stepbefore() and stepafter() of the abstract superclass and the action() method of the subclass,"[('subclass', 'calls method', 'subclass.process()'), ('abstract superclass', 'contains method', 'abstract superclass.stepBefore()'), ('abstract superclass', 'contains method', 'abstract superclass.stepAfter()'), ('subclass', 'contains method', 'subclass.action()')]"
"the purpose of this tutorial is to try to give you an overview of how all these classes are grouped, and the purpose behind them, so you don't have to wonder whether you chose the right class, or whether a class already exists for your purpose.",
"if the factory produced cars, then the blueprint / design manual of the cars to produce corresponds to a java class, and the physical cars produced corresponds to java objects.",
"in java, all instructions (code) have to be located inside a java class.",
an entry in the zipfile has the relative path ../../../../etc/hosts .,
here is how you read the init parameters from inside your servlet - in the servlets init() method:,"[('servlet', 'contains method', 'init()'), ('servlets', 'contains method', 'init()')]"
here is an example of creating a jdbc databasemetadata object via the jdbc connection getmetadata() method:,"[('JDBC Connection.getMetaData()', 'creates', 'JDBC DatabaseMetaData'), ('JDBC Connection', 'has method', 'getMetaData()')]"
"since path instances may or may not point to paths that exist in the file system, you can use the files.exists() method to determine if they do (in case you need to check that).","[('Files.exists()', 'determine if', 'Path'), ('Path', 'may point to', 'paths')]"
"but now you can check via the mock if the dao uses the connection properly, for instance if the connection.close() is called (or not called), if you expected that.","[('DAO', 'uses', 'connection'), ('connection', 'has method', 'connection.close()')]"
"you can set the column widths using the setwidths() method, like this:",
"had the numberformat instance been created using a uk locale instance, the number had been parsed to 10000, because the comma would have been interpreted as a integer separator (e.g.",
to use the streamstoragefs class you must first create a streamstoragefs instance.,"[('StreamStorageFS', 'instance of', 'StreamStorageFS')]"
by calling either the include() or forward() method the servlet container activates whatever servlet is mapped to the url the requestdispatcher.,"[('RequestDispatcher', 'activates', 'Servlet'), ('RequestDispatcher', 'method', 'include()'), ('RequestDispatcher', 'method', 'forward()')]"
"when the process() method of the subclass is called, the full process is executed, including the stepbefore() and stepafter() of the abstract superclass, and the action() method of the subclass.","[('subclass', 'calls method', 'subclass.process()'), ('abstract superclass', 'contains method', 'abstract superclass.stepBefore()'), ('abstract superclass', 'contains method', 'abstract superclass.stepAfter()'), ('subclass', 'contains method', 'subclass.action()')]"
"the time field in the clock class has no access modifier, which means that it is implicitly assigned the default / package access modifier.","[('Clock', 'contains field', 'time')]"
the java instanceof operator also works when comparing an object against an interface instead of a class.,
the size() method of the filechannel object returns the file size of the file the channel is connected to.,"[('FileChannel.size()', 'returns', 'file size'), ('FileChannel', 'has method', 'FileChannel.size()')]"
"the constructors are the two methods that have the same name as the class, and which have no return type specified.",
"if the subclass tries to access the field, it will access the field in the subclass.",
here is an example of reading a rion int64 field into a java long object using the rionreader readint64obj() method:,"[('RionReader', 'has method', 'RionReader.readInt64Obj()')]"
"notice, that a bufferedreader is a reader subclass and can be used in any place where an reader can be used.","[('BufferedReader', 'is a subclass of', 'Reader')]"
the tostring() method returns a string value of the name of the given enum instance.,"[('toString()', 'returns', 'string value')]"
"for instance, if a file already exists at the destination path, and you have left out the standardcopyoption.replace_existing option, or if the file to move does not exist etc.","[('StandardCopyOption', 'has method', 'StandardCopyOption.REPLACE_EXISTING')]"
the java collections api only has one implementation of the java sortedset interface - the java.util.treeset class.,"[('java.util.TreeSet', 'implements', 'Java SortedSet'), ('Java Collections API', 'contains', 'java.util.TreeSet')]"
this method in turn calls the processurldata() in the urlprocessorimpl class.,"[('URLProcessorImpl', 'contains method', 'processURLData()')]"
"the java navigableset interface, java.util.navigableset, is a subtype of the java sortedset interface.","[('java.util.NavigableSet', 'subtype of', 'SortedSet')]"
