text,triples
"If you click a button that starts a long task, and the thread executing the task is the thread updating the windows, buttons etc., then the application will appear unresponsive while the task executes.",NULL
"Imagine then, that one of the clients sends a request that takes a long time to process - e.g.",NULL
"Notice how the lock() method first synchronizes on ""this"", then synchronizes on the monitorObject member.","(""LOCK"", ""The lock method synchronizes on the monitorObject member, indicating a relationship where the method uses the class."", ""MONITOROBJECT"")"
"If isLocked is true however, the thread calling lock() is parked waiting in the monitorObject.wait() call.","(""lock"", ""The method lock() is related to the method wait() because the thread calling lock() is parked waiting in the monitorObject.wait() call."", ""wait""); (""monitorObject"", ""The class monitorObject is related to the method wait() because the wait() method is called on the monitorObject."", ""wait"")"
"The problem with this is, that the call to monitorObject.wait() only releases the synchronization monitor on the monitorObject member, and not the synchronization monitor associated with ""this"".","(""MonitorObject"", ""The method Wait is called on the class MonitorObject."", ""Wait"")"
When the thread that locked the Lock in the first place tries to unlock it by calling unlock() it will be blocked trying to enter the synchronized(this) block in the unlock() method.,"(""unlock"", ""The unlock method is related to the synchronized package because it involves entering a synchronized block."", ""synchronized""); (""Lock"", ""The Lock class is related to the unlock method because the method is used to unlock the Lock."", ""unlock"")"
It will remain blocked until the thread waiting in lock() leaves the synchronized(this) block.,"(""LOCK"", ""The LOCK method is related to the SYNCHRONIZED method as it involves waiting for a thread to leave the synchronized block."", ""SYNCHRONIZED"")"
"But the thread waiting in the lock() method will not leave that block until the isLocked is set to false, and a monitorObject.notify() is executed, as it happens in unlock().","(""Lock"", ""The Lock method is related to the IsLocked method because the thread waits in the Lock method until IsLocked is set to false."", ""IsLocked""); (""MonitorObject"", ""The MonitorObject class is related to the Notify method because the notify() method is executed on a MonitorObject."", ""Notify""); (""Lock"", ""The Lock method is related to the Unlock method because the unlock() method is responsible for setting conditions that allow the lock to be released."", ""Unlock"")"
"Put shortly, the thread waiting in lock() needs an unlock() call to execute successfully for it to exit lock() and the synchronized blocks inside it.","(""Lock"", ""The Lock method requires an Unlock call to allow the thread to exit the Lock method."", ""Unlock""); (""Lock"", ""The Lock method contains synchronized blocks inside it."", ""Synchronized Blocks"")"
"But, no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block.","(""LOCK"", ""The UNLOCK method is related to the LOCK method as it cannot execute until the LOCK method's thread leaves the synchronized block."", ""UNLOCK"")"
This result is that any thread calling either lock() or unlock() will become blocked indefinately.,"(""lock"", ""Both methods are related as they are likely part of a synchronization mechanism, where lock() is used to acquire a lock and unlock() is used to release it."", ""unlock"")"
"That you would not call wait() and notify() on an internal monitor object, but rather on the This is probably true.",NULL
"When doing so you want each thread to call wait() on each their own queue object, so that you can notify the threads one at a time.","(""wait()"", ""The method 'notify' is used to wake up threads that are waiting by calling 'wait()'."", ""notify"")"
"At first glance this implementation may look fine, but notice how the lock() method calls queueObject.wait(); from inside two synchronized blocks.","(""Lock"", ""The Lock method calls the Wait method."", ""Wait""); (""QueueObject"", ""The Wait method is called on the QueueObject class."", ""Wait"")"
"When a thread calls queueObject.wait()it releases the lock on the QueueObject instance, but not the lock associated with ""this"".","(""QueueObject"", ""The method 'wait' is called on an instance of the class 'QueueObject'."", ""wait"")"
"Notice too, that the unlock() method is declared synchronized which equals a synchronized(this) block.","(""UNLOCK"", ""The UNLOCK method is declared as SYNCHRONIZED, indicating a relationship where the method is synchronized."", ""SYNCHRONIZED"")"
"This means, that if a thread is waiting inside lock() the monitor object associated with ""this"" will be locked by the waiting thread.","(""LOCK"", ""The method LOCK is used to lock the MONITOR OBJECT, which is associated with the current thread."", ""MONITOR OBJECT"")"
"All threads calling unlock() will remain blocked indefinately, waiting for the waiting thread to release the lock on ""this"".","(""UNLOCK"", ""The method UNLOCK is related to THIS because it involves releasing a lock on THIS."", ""THIS"")"
"But this will never happen, since this only happens if a thread succeeds in sending a signal to the waiting thread, and this can only be sent by executing the unlock() method.","(""UNLOCK"", ""The text mentions executing the unlock() method, indicating that UNLOCK is a method."", ""METHOD"")"
"For instance, the different implementations of the java.util.concurrent.BlockingQueue interface are all blocking data structures.","(""Java.util.concurrent.BlockingQueue"", ""The Java.util.concurrent.BlockingQueue is described as a type of blocking data structure."", ""Blocking data structures"")"
"Other threads will read the value of the volatile from main memory every time, instead of from e.g.",NULL
"Thus, this code may still lead to race conditions if performed by more than one thread: volatile myVar = 0; ... int temp = myVar; temp++; myVar = temp; First the value of the volatile variable myVar is read from main memory into a temp variable.","(""myVar"", ""The variable myVar is read into the temp variable, indicating a relationship where myVar's value is assigned to temp."", ""temp"")"
"If two threads execute this code and both of them read the value of myVar, add one to it and write the value back to main memory, then you risk that instead of 2 being added to the myVar variable, only 1 will be added (e.g.","(""myVar"", ""myVar is a variable whose value is read from and written back to main memory"", ""main memory"")"
"Here is a single writer counter which does not use synchronization but is still concurrent: public class SingleWriterCounter { private volatile long count = 0; /** * Only one thread may ever call this method, * or it will lead to race conditions.","(""SingleWriterCounter"", ""The method is part of the SingleWriterCounter class."", ""SingleWriterCounter"")"
"I mean, only the same, single thread is ever allowed to call inc().","(""INC"", ""The method INC is called by a single THREAD, indicating a relationship where the THREAD executes the method."", ""THREAD"")"
"Here is a simple double writer counter class that shows how that could look: public class DoubleWriterCounter { private volatile long countA = 0; private volatile long countB = 0; /** * Only one (and the same from thereon) thread may ever call this method, * or it will lead to race conditions.","(""DoubleWriterCounter"", ""countA is a method within the DoubleWriterCounter class."", ""countA""); (""DoubleWriterCounter"", ""countB is a method within the DoubleWriterCounter class."", ""countB"")"
"*/ public void incA() { this.countA++; } /** * Only one (and the same from thereon) thread may ever call this method, * or it will lead to race conditions.","(""INCA"", ""The text describes 'incA' as a method that can be called, indicating its function as a method."", ""METHOD"")"
"*/ public void incB() { this.countB++; } /** * Many reading threads may call this method */ public long countA() { return this.countA; } /** * Many reading threads may call this method */ public long countB() { return this.countB; } } As you can see, the DoubleWriterCounter now contains two volatile variables, and two pairs of incrementation and read methods.","(""incB"", ""The method 'incB' increments the variable 'countB'."", ""countB""); (""countA"", ""The method 'countA' returns the value of the variable 'countA'."", ""countA""); (""countB"", ""The method 'countB' returns the value of the variable 'countB'."", ""countB"")"
"Only a single thread may ever call incA(), and only a single thread may ever call incB().","(""incA"", ""Both incA and incB are methods that are called by a single thread."", ""incB"")"
This is how such exclusive access could look using a synchronized block in Java: public class SynchronizedCounter { long count = 0; public void inc() { synchronized(this) { count++; } } public long count() { synchronized(this) { return this.count; } } } Notice how the inc() and count() methods both contain a synchronized block.,"(""SynchronizedCounter"", ""The method 'inc' is a member of the class 'SynchronizedCounter'."", ""inc""); (""SynchronizedCounter"", ""The method 'count' is a member of the class 'SynchronizedCounter'."", ""count""); (""inc"", ""Both 'inc' and 'count' methods contain a synchronized block, indicating they are related in terms of thread safety operations within the 'SynchronizedCounter' class."", ""count"")"
This is what we want to avoid - synchronized blocks and wait() - notify() calls etc.,"(""Synchronized Blocks"", ""Synchronized Blocks and Wait are related as they are both methods used in thread synchronization."", ""Wait""); (""Synchronized Blocks"", ""Synchronized Blocks and Notify are related as they are both methods used in thread synchronization."", ""Notify""); (""Wait"", ""Wait and Notify are related as they are both methods used in thread synchronization."", ""Notify"")"
What is interesting about this version is the implementation of the inc() method.,"(""INC"", ""The text explicitly mentions the 'inc()' as a method."", ""METHOD"")"
"Instead it contains these lines: boolean updated = false; while(!updated){ long prevCount = this.count.get(); updated = this.count.compareAndSet(prevCount, prevCount + 1); } These lines are not an atomic operation.","(""COUNT"", ""The method COMPAREANDSET is called on the COUNT class to update its value."", ""COMPAREANDSET"")"
"That means, that it is possible for two different threads to call the inc() method and execute the long prevCount = this.count.get() statement, and thus both obtain the previous count for the counter.","(""Inc"", ""The text mentions the inc() method, indicating that 'Inc' is a method entity."", ""Method"")"
The compareAndSet() method is typically supported by compare-and-swap instructions directly in the CPU.,"(""compareAndSet"", ""The compareAndSet method is related to compare-and-swap instructions as it is typically supported by these instructions in the CPU."", ""compare-and-swap"")"
"Since compareAndSet() is an atomic operation, the threads will execute this method sequentially (one at a time).","(""compareAndSet"", ""The text describes compareAndSet() as a method, indicating its role in executing operations atomically."", ""method"")"
"If no other thread has called inc() in the meantime, the second iteration will succeed in updating the AtomicLong to 22.","(""INC"", ""The method INC is used to update the value of the class ATOMICLONG."", ""ATOMICLONG"")"
Instead Java provides the AtomicStampedReference class which can swap a reference and a stamp atomically using a compare-and-swap operation.,"(""AtomicStampedReference"", ""The AtomicStampedReference class uses the compare-and-swap operation to swap a reference and a stamp atomically."", ""compare-and-swap operation"")"
"import java.util.concurrent.atomic.AtomicBoolean; import java.util.concurrent.atomic.AtomicStampedReference; public class NonblockingTemplate { public static class IntendedModification { public AtomicBoolean completed = new AtomicBoolean(false); } private AtomicStampedReference<IntendedModification> ongoingMod = new AtomicStampedReference<IntendedModification>(null, 0); //declare the state of the data structure here.","(""NonblockingTemplate"", ""IntendedModification is a nested class within NonblockingTemplate."", ""IntendedModification""); (""IntendedModification"", ""completed is a method within the IntendedModification class."", ""completed""); (""NonblockingTemplate"", ""ongoingMod is a field within the NonblockingTemplate class, using AtomicStampedReference."", ""ongoingMod""); (""AtomicStampedReference"", ""AtomicStampedReference is used to reference IntendedModification."", ""IntendedModification"")"
"public void modify() { while(!attemptModifyASR()); } public boolean attemptModifyASR(){ boolean modified = false; IntendedModification currentlyOngoingMod = ongoingMod.getReference(); int stamp = ongoingMod.getStamp(); if(currentlyOngoingMod == null){ //copy data structure state - for use //in intended modification //prepare intended modification IntendedModification newMod = new IntendedModification(); boolean modSubmitted = ongoingMod.compareAndSet(null, newMod, stamp, stamp + 1); if(modSubmitted){ //complete modification via a series of compare-and-swap operations.","(""MODIFY"", ""The method MODIFY calls the method ATTEMPTMODIFYASR within its implementation."", ""ATTEMPTMODIFYASR""); (""ONGOINGMOD"", ""ONGOINGMOD is used to create a new instance of the INTENDEDMODIFICATION class and manage its state."", ""INTENDEDMODIFICATION"")"
"Multiple threads can access the same instance of this counter, as long as only one thread calls inc().","(""Counter"", ""The method Inc is called on an instance of the class Counter."", ""Inc"")"
Here is a simple double writer counter class that shows how that could look:,"(""Double Writer Counter"", ""The text describes 'Double Writer Counter' as a class, indicating its role in the context."", ""class"")"
Notice how the inc() and count() methods both contain a synchronized block.,"(""INC"", ""Both INC and COUNT are methods mentioned in the text that contain a synchronized block, indicating they are related by their functionality."", ""COUNT"")"
Here is how the same counter class could look using an AtomicLong instead:,"(""Counter"", ""The Counter class could be implemented using the AtomicLong class for atomic operations."", ""AtomicLong"")"
"The check-then-act pattern means, that two or more threads check a given condition, for instance if a Map contains a given value, and then go on to act based on that information, e.g.",NULL
"Imagine if two threads, A and B, are executing the add method on the same instance of the Counter class.","(""ADD"", ""The ADD method is being executed on an instance of the COUNTER class."", ""COUNTER"")"
The code in the add() method is not executed as a single atomic instruction by the Java virtual machine.,"(""Add"", ""The add() method is executed by the Java virtual machine."", ""Java Virtual Machine"")"
"Instead of 5, the value left in this.count will be the value written by the last thread to write its value.","(""this.count"", ""The value in this.count is determined by the last thread to write its value."", ""value"")"
The code in the add() method in the example earlier contains a critical section.,"(""Add"", ""The term 'add()' is explicitly referred to as a method in the text."", ""Method"")"
"If two or more threads call the checkThenAct() method on the same CheckThenActExample object, then two or more threads may execute the if-statement at the same time, evaluate sharedMap.containsKey(""key"") to true, and thus move into the body code block of the if-statement.","(""CheckThenActExample"", ""The method checkThenAct is called on the CheckThenActExample class."", ""checkThenAct"")"
Thread synchronization can also be achieved using other synchronization constructs like locks or atomic variables like java.util.concurrent.atomic.AtomicInteger.,"(""java.util.concurrent.atomic.AtomicInteger"", ""java.util.concurrent.atomic.AtomicInteger is an example of atomic variables used for synchronization"", ""atomic variables""); (""Thread synchronization"", ""Locks are used as a construct for achieving thread synchronization"", ""locks""); (""Thread synchronization"", ""Atomic variables are used as a construct for achieving thread synchronization"", ""atomic variables"")"
Notice how the add() method adds values to two different sum member variables.,"(""Add"", ""The Add method is responsible for adding values to the Sum member variables."", ""Sum"")"
Now two threads can execute the add() method at the same time.,"(""Threads"", ""The add() method can be executed by two threads at the same time, indicating a relationship between the threads and the method."", ""Add"")"
This way threads will have to wait less for each other to execute the add() method.,"(""Threads"", ""Threads need to wait for each other to execute the add() method, indicating a relationship between threads and the method."", ""Add"")"
Java 5 comes with read / write lock implementations in the java.util.concurrent package.,"(""read / write lock implementations"", ""The read / write lock implementations are part of the java.util.concurrent package."", ""java.util.concurrent"")"
The rules for read access are implemented in the lockRead() method.,"(""LOCKREAD"", ""The lockRead() method is responsible for implementing the rules for read access."", ""READ ACCESS"")"
The rules for write access are implemented in the lockWrite() method.,"(""LOCKWRITE"", ""The LOCKWRITE method is responsible for implementing the rules for WRITE ACCESS."", ""WRITE ACCESS"")"
It is worth noting that both unlockRead() and unlockWrite() calls notifyAll() rather than notify().,"(""UNLOCKREAD"", ""The method UNLOCKREAD calls the method NOTIFYALL."", ""NOTIFYALL""); (""UNLOCKWRITE"", ""The method UNLOCKWRITE calls the method NOTIFYALL."", ""NOTIFYALL"")"
"If a thread awakened by notify() was a read access thread, it would be put back to waiting because there are threads waiting for write access.","(""Notify"", ""The method Notify is used to awaken a thread."", ""Thread""); (""Thread"", ""The text discusses the interaction between threads, specifically read access and write access threads."", ""Thread"")"
By calling noftifyAll() all waiting threads are awakened and check if they can get the desired access.,"(""notifyAll"", ""The method notifyAll() is related to threads as it awakens all waiting threads."", ""threads"")"
"If multiple threads are waiting for read access and none for write access, and unlockWrite() is called, all threads waiting for read access are granted read access at once - not one by one.","(""UnlockWrite"", ""The method unlockWrite() is related to read access because it grants read access to all waiting threads when called."", ""read access""); (""UnlockWrite"", ""The method unlockWrite() is related to write access as it is called when there is no thread waiting for write access."", ""write access"")"
Here is how the lockRead() and unlockRead() methods looks after that change:,"(""LOCKREAD"", ""Both are methods mentioned in the context of a change."", ""UNLOCKREAD"")"
Here is how the lockWrite() and unlockWrite() methods look after that change:,"(""lockWrite"", ""Both are methods mentioned in the context of a change."", ""unlockWrite"")"
To achieve this the writeLock() method should be changed a bit.,"(""WriteLock"", ""The term 'writeLock()' is identified as a method due to its naming convention and context within the text."", ""method"")"
Here is how the canGrantReadAccess() method will look with that change:,"(""CanGrantReadAccess"", ""The text explicitly mentions 'canGrantReadAccess()' as a method."", ""method"")"
"When guarding a critical section with a ReadWriteLock, and the critical section may throw exceptions, it is important to call the readUnlock() and writeUnlock() methods from inside a finally-clause.","(""ReadWriteLock"", ""The readUnlock method is used in conjunction with the ReadWriteLock class to release a read lock."", ""readUnlock""); (""ReadWriteLock"", ""The writeUnlock method is used in conjunction with the ReadWriteLock class to release a write lock."", ""writeUnlock"")"
"If unlockWrite() was not called from inside a finally-clause, and an exception was thrown from the critical section, the ReadWriteLock would remain write locked forever, causing all threads calling lockRead() or lockWrite() on that ReadWriteLock instance to halt indefinately.","(""unlockWrite"", ""The method unlockWrite is mentioned in the context of being called from inside a finally-clause."", ""finally-clause""); (""exception"", ""An exception is mentioned as being thrown from the critical section."", ""critical section""); (""lockRead"", ""The method lockRead is called on the ReadWriteLock instance."", ""ReadWriteLock""); (""lockWrite"", ""The method lockWrite is called on the ReadWriteLock instance."", ""ReadWriteLock""); (""ReadWriteLock"", ""The ReadWriteLock is involved in the critical section as it remains write locked if an exception occurs."", ""critical section"")"
"The only thing that could unlock the ReadWriteLockagain would be if the ReadWriteLock is reentrant, and the thread that had it locked when the exception was thrown, later succeeds in locking it, executing the critical section and calling unlockWrite() again afterwards.","(""ReadWriteLock"", ""The method unlockWrite is related to the class ReadWriteLock as it is a method that operates on instances of this class to unlock the write lock."", ""unlockWrite"")"
Calling unlockWrite() from a finally-clause is a much more robust solution.,"(""finally-clause"", ""The method unlockWrite is called from within a finally-clause, indicating a relationship where the finally-clause is the context or location from which the method is invoked."", ""unlockWrite"")"
"If a thread calls lock() twice without calling unlock() in between, the second call to lock() will block.","(""Lock"", ""The methods Lock and Unlock are related because they are typically used together in threading to manage access to resources."", ""Unlock"")"
Java 5 comes with semaphore implementations in the java.util.concurrent package so you don't have to implement your own semaphores.,"(""semaphore"", ""The semaphore class is implemented within the java.util.concurrent package."", ""java.util.concurrent"")"
"You can read more about it in the java.util.concurrent.Semaphore text, in my java.util.concurrent tutorial.","(""Java.util.concurrent.Semaphore"", ""Java.util.concurrent.Semaphore is a class within the Java.util.concurrent package"", ""Java.util.concurrent"")"
The take() method sends a signal which is stored internally in the Semaphore.,"(""Take"", ""The take() method is associated with the Semaphore class as it sends a signal stored internally within it."", ""Semaphore"")"
"When received the signal flag is cleared again, and the release() method exited.","(""RELEASE"", ""The term 'release()' is followed by 'method', indicating that 'release' is a method."", ""METHOD"")"
You will call take() instead of notify() and release() instead of wait().,"(""take"", ""The method 'take' is related to 'notify' as it is called instead of 'notify'."", ""notify""); (""release"", ""The method 'release' is related to 'wait' as it is called instead of 'wait'."", ""wait"")"
"If the call to take() happens before the call to release() the thread calling release() will still know that take() was called, because the signal is stored internally in the signal variable.","(""take"", ""The methods take() and release() are related because the call to take() must happen before the call to release()."", ""release""); (""release"", ""The method release() is related to the signal variable because the signal is stored internally when release() is called."", ""signal""); (""take"", ""The method take() is related to the signal variable because the signal is stored internally when take() is called."", ""signal"")"
The names take() and release() may seem a bit odd when using a semaphore for signaling.,"(""TAKE"", ""The method TAKE is used in the context of a SEMAPHORE for signaling."", ""SEMAPHORE""); (""RELEASE"", ""The method RELEASE is used in the context of a SEMAPHORE for signaling."", ""SEMAPHORE"")"
The Semaphore implementation in the previous section does not count the number of signals sent to it by take() method calls.,"(""Semaphore"", ""The take() method is used to send signals to the Semaphore class."", ""take"")"
Notice how the take() method now blocks if the number of signals is equal to the upper bound.,"(""Take"", ""The take() method blocks if the number of signals is equal to the upper bound, indicating a dependency or condition between the method and the upper bound."", ""Upper Bound"")"
"Not until a thread has called release() will the thread calling take() be allowed to deliver its signal, if the BoundedSemaphore has reached its upper signal limit.","(""RELEASE"", ""The methods RELEASE and TAKE are related as they are both involved in the signaling mechanism of a thread."", ""TAKE""); (""BOUNDEDSEMAPHORE"", ""The method RELEASE is associated with the BOUNDEDSEMAPHORE class as it is used to manage the semaphore's signal limit."", ""RELEASE""); (""BOUNDEDSEMAPHORE"", ""The method TAKE is associated with the BOUNDEDSEMAPHORE class as it is used to manage the semaphore's signal limit."", ""TAKE"")"
"To do so, set the upper bound to 1, and have the call to take() and release() guard the critical section.","(""take"", ""Both methods are used to guard the critical section, indicating they are related in managing access to shared resources."", ""release"")"
In contrast to the signaling use case the methods take() and release() are now called by the same thread.,"(""TAKE"", ""Both methods are called by the same thread, indicating a sequential or related operation."", ""RELEASE"")"
"Since only one thread is allowed to take the semaphore, all other threads calling take() will be blocked until release() is called.","(""Take"", ""The methods 'take' and 'release' are related because 'take' blocks threads until 'release' is called."", ""Release"")"
The call to release() will never block since there has always been a call to take() first.,"(""RELEASE"", ""The method RELEASE is related to the method TAKE because the text indicates that RELEASE is called after TAKE."", ""TAKE"")"
The relase() method is called from inside a finally-block to make sure it is called even if an exception is thrown from the critical section.,"(""Release"", ""The Release method is called from inside a finally-block to ensure it executes even if an exception occurs."", ""Finally-block"")"
In a classic multi-threaded architecture you will typically assign each task to a separate thread for execution.,NULL
A classic multi-threaded architecture can also sometimes lead to congestion when multiple threads try to access the same data structure at the same time.,NULL
The alternative to a classic multithreaded architecture is a single-threaded or same-threaded.,NULL
"This kind of thread loop is both used in server applications (web services, services etc.)","(""Thread Loop"", ""Thread Loop is used in server applications for handling tasks in web services and other services."", ""Server Applications"")"
"For instance, the task executor could keep the tasks in different lists internally, and e.g.",NULL
"If a one-off task is waiting for some asynchronous operation to finish, e.g.",NULL
"Imagine that isLocked is false, and two threads call lock() at the same time.","(""isLocked"", ""The method lock() is likely related to the class isLocked as it suggests a locking mechanism that might change the state of isLocked."", ""lock"")"
"Notice how the synchronized(queueObject) with its queueObject.wait() call is nested inside the synchronized(this) block, resulting in the nested monitor lockout problem.","(""Synchronized"", ""The synchronized method is used with the QueueObject class to manage access to the queue."", ""QueueObject""); (""QueueObject"", ""The wait method is called on the QueueObject class to pause the thread until a condition is met."", ""Wait""); (""Synchronized"", ""The synchronized method is used with the This class to ensure that the block of code is accessed by only one thread at a time."", ""This""); (""Synchronized"", ""The wait method is nested inside the synchronized block, indicating a relationship where wait is used within a synchronized context."", ""Wait"")"
"Note: Only the lock() method is shown, since it is the only method I have changed.","(""LOCK"", ""The text explicitly mentions that lock() is a method."", ""METHOD"")"
The first synchronized(this) block checks the condition by setting mustWait = isLocked || waitingThreads.get(0) != queueObject.,"(""synchronized"", ""The synchronized block is a method that operates on the 'this' class instance."", ""this""); (""mustWait"", ""The variable 'mustWait' is set based on the value of 'isLocked'."", ""isLocked""); (""mustWait"", ""The variable 'mustWait' is set based on the value of 'waitingThreads'."", ""waitingThreads""); (""waitingThreads"", ""The 'get' method is called on the 'waitingThreads' variable."", ""get""); (""get"", ""The 'get' method checks if the first element is not equal to 'queueObject'."", ""queueObject"")"
Imagine what will happen if two threads call lock() at the same time when the lock is unlocked.,"(""THREADS"", ""The THREADS call the LOCK method."", ""LOCK"")"
Imagine that the FairLock instance is locked when a thread calls lock().,"(""FairLock"", ""The method lock() is called on an instance of the FairLock class, indicating a relationship where lock() is a method of the FairLock class."", ""lock"")"
"Then imagine that the thread calling lock() is preempted, and the thread that locked the lock calls unlock().","(""lock"", ""The lock method is related to the unlock method as they are typically used together to manage access to a shared resource in a multithreading context."", ""unlock"")"
"If you look at the unlock() implementation shown earlier, you will notice that it calls queueObject.notify().","(""UNLOCK"", ""The method UNLOCK calls the method NOTIFY."", ""NOTIFY""); (""NOTIFY"", ""The method NOTIFY is called on the class QUEUEOBJECT."", ""QUEUEOBJECT"")"
"But, since the thread waiting in lock() has not yet called queueObject.wait(), the call to queueObject.notify() passes into oblivion.","(""lock"", ""The method lock is related to queueObject.wait because the thread is waiting in lock before calling queueObject.wait."", ""queueObject.wait""); (""queueObject.wait"", ""The method queueObject.wait is related to queueObject.notify because queueObject.notify is intended to signal or notify the waiting thread in queueObject.wait."", ""queueObject.notify"")"
"When the thread calling lock() right after calls queueObject.wait() it will remain blocked until some other thread calls unlock(), which may never happen.","(""Lock"", ""The method Lock is called on the QueueObject class."", ""QueueObject""); (""Wait"", ""The method Wait is called on the QueueObject class."", ""QueueObject""); (""Unlock"", ""The method Unlock is called on the QueueObject class."", ""QueueObject"")"
The missed signals problems is the reason that the FairLock implementation shown in the text Starvation and Fairness has turned the QueueObject class into a semaphore with two methods: doWait() and doNotify().,"(""QueueObject"", ""The method doWait() is part of the QueueObject class."", ""doWait""); (""QueueObject"", ""The method doNotify() is part of the QueueObject class."", ""doNotify""); (""FairLock"", ""The FairLock class uses the QueueObject class as a semaphore in its implementation."", ""QueueObject"")"
"That way the signal is not missed, even if doNotify() is called before doWait().","(""doNotify"", ""doNotify and doWait are related because they are both methods that likely interact in a signaling mechanism."", ""doWait"")"
The notify() method makes no guarantee about what thread is awakened if multiple thread have called wait() on the object notify() is called on.,"(""Notify"", ""The Notify method is related to the Wait method because Notify is used to awaken a thread that has called Wait on the object."", ""Wait"")"
"If more than one thread call the doSynchronized() method, some of them will be blocked until the first thread granted access has left the method.","(""doSynchronized"", ""The doSynchronized is a method that can be called by multiple threads."", ""method"")"
Instead the critical section is guarded by the lock.lock() and lock.unlock() calls.,"(""lock"", ""The method lock.lock() is a method call on the lock class, indicating that it is a method belonging to or associated with the lock class."", ""lock.lock()""); (""lock"", ""The method lock.unlock() is a method call on the lock class, indicating that it is a method belonging to or associated with the lock class."", ""lock.unlock()"")"
A simple implementation of the Lock class could look like this:,"(""Lock"", ""class"")"
"If you look at the Synchronizer class above and look into this Lock implementation you will notice that threads are now blocked trying to access the lock() method, if more than one thread calls lock() simultanously.","(""Synchronizer"", ""The lock() method is part of the Synchronizer class, as it is mentioned in the context of the Synchronizer class."", ""lock""); (""Lock"", ""The lock() method is part of the Lock class implementation, as it is mentioned in the context of this Lock implementation."", ""lock"")"
"Second, if the lock is locked, the threads are blocked in the wait() call inside the while(isLocked) loop in the lock() method.","(""Lock"", ""The Wait method is called when the Lock is locked, causing threads to be blocked."", ""Wait""); (""Lock"", ""The IsLocked method is used within the Lock method to check the lock status."", ""IsLocked""); (""Lock"", ""The Lock method is part of the Lock class, managing the locking mechanism."", ""Lock"")"
"Remember that a thread calling wait() releases the synchronization lock on the Lock instance, so threads waiting to enter lock() can now do so.","(""Thread"", ""The method wait() is called by a thread, indicating a relationship where the thread uses the wait method."", ""Wait""); (""Lock"", ""The method lock() is associated with the Lock class, indicating that lock() is a method of the Lock class."", ""Lock""); (""Thread"", ""A thread interacts with the Lock class by releasing the synchronization lock, indicating a relationship between the thread and the Lock class."", ""Lock"")"
The result is that multiple threads can end up having called wait() inside lock().,"(""Wait"", ""The method Wait is called inside the class Lock, indicating a functional relationship where Wait is used within Lock."", ""Lock"")"
"If you look back at the doSynchronized() method you will notice that the comment between lock() and unlock() states, that the code in between these two calls take a ""long"" time to execute.","(""doSynchronized"", ""The doSynchronized method likely calls the lock method as part of its execution process."", ""lock""); (""doSynchronized"", ""The doSynchronized method likely calls the unlock method as part of its execution process."", ""unlock""); (""lock"", ""The lock and unlock methods are related as they are used in conjunction to manage synchronization, with lock being called before unlock."", ""unlock"")"
Let us further assume that this code takes long time to execute compared to entering the lock() method and calling wait() because the lock is locked.,"(""LOCK"", ""The LOCK method is related to the WAIT method as both are involved in synchronization, where LOCK is used to acquire a lock and WAIT is used to pause execution until a condition is met."", ""WAIT"")"
"This means that the majority of the time waited to be able to lock the lock and enter the critical section is spent waiting in the wait() call inside the lock() method, not being blocked trying to enter the lock() method.","(""WAIT"", ""The WAIT method is called inside the LOCK method, indicating a direct relationship where WAIT is used within LOCK."", ""LOCK""); (""LOCK"", ""The LOCK method is mentioned in the context of entering a critical section, suggesting its role in managing access to shared resources."", ""LOCK"")"
Nor does wait() make any guarantees about what thread is awakened when notify() is called.,"(""WAIT"", ""The methods WAIT and NOTIFY are related as they are often used together in thread synchronization, where WAIT pauses a thread and NOTIFY awakens it."", ""NOTIFY"")"
"So, the current version of the Lock class makes no different guarantees with respect to fairness than synchronized version of doSynchronized().","(""Lock"", ""The Lock class is compared to the synchronized version of the doSynchronized() method in terms of fairness guarantees."", ""doSynchronized"")"
The current version of the Lock class calls its own wait() method.,"(""Lock"", ""The wait method is called by the Lock class."", ""wait"")"
"If instead each thread calls wait() on a separate object, so that only one thread has called wait() on each object, the Lock class can decide which of these objects to call notify() on, thereby effectively selecting exactly what thread to awaken.","(""Lock"", ""The Lock class is related to the wait() method as it is mentioned in the context of threads calling wait() on objects managed by the Lock class."", ""wait()""); (""Lock"", ""The Lock class is related to the notify() method as it is responsible for deciding which object to call notify() on."", ""notify()""); (""wait()"", ""The wait() and notify() methods are related as they are both part of the mechanism for managing thread synchronization."", ""notify()"")"
Below is shown the previous Lock class turned into a fair lock called FairLock.,"(""Lock"", ""The FairLock class is a modified version of the Lock class, indicating a direct relationship between the two classes."", ""FairLock"")"
You will notice that the implementation has changed a bit with respect to synchronization and wait() / notify() compared to the Lock class shown earlier.,"(""Lock"", ""The method wait() is typically used in synchronization contexts, which is relevant to the Lock class."", ""wait()""); (""Lock"", ""The method notify() is often used alongside wait() in synchronization, which is relevant to the Lock class."", ""notify()"")"
