text,triplet
"The people who haven't used MonoTouch tend to stop there - ""It's a wrapper blah blah blah"" - that's not MonoTouch.",
"With most recents browsers (starting with Firefox 21, Chrome 27, or IE 10), this is no more a vulnerability.",""
"It's also interesting to note what happens if Foo is in namespace Outer , rather than Outer.Inner . In that case, adding Outer.Math in File2 breaks File1 regardless of where the using goes",
The @ symbol allows you to use reserved word.  For example:,
"However, as soon as a method calls GetEnumerator() , a reference-type IEnumerator is returned.",
"Also, we are working on improvements for Roslyn to the C# and VB compilers' algorithms for determining when locals can be made ""ephemeral"" -- that is, just pushed and popped on the stack, rather than allocated a specific location on the stack for the duration of the activation",
(From Nick Molyneux) Ensure that seconds is less than TimeSpan.MaxValue.TotalSeconds to avoid an exception.,
"Because the async call is now running on a thread pool thread, it doesn't try to come back to the UI thread, and everything therefore works.",
This will wipe the database and allow you to remove the Migration Snapshot on your Solution,"(Solution, contains, Migration Snapshot)"
"So if you're using Arch Linux, you're out of luck (with Gentoo, too).",
.Result (or .Wait() for tasks without a return value) will wrap any Exception that may be thrown in your asynchronous method in an AggregateException . We avoid this issue by calling .GetAwaiter().GetResult() instead .,"(Task.Result, wraps exceptions in, AggregateException); (Task.Wait, wraps exceptions in, AggregateException); (TaskAwaiter.GetResult, alternative to, Task.Result); (TaskAwaiter.GetResult, alternative to, Task.Wait); (Task.GetAwaiter, returns, TaskAwaiter)"
See this question and its answers for more details on why a using statement was not used on the HttpClient instance in this case: Do HttpClient and HttpClientHandler have to be disposed between requests?,"(HttpClient, related to, HttpClientHandler)"
Note that this only matters for mixed mode (C++/CLI) assemblies.  You can load all managed CLR 2 assemblies without specifying this in app.config .,"(app.config, allows loading of, CLR 2 assemblies)"
and adding user-defined type conversion operator public static explicit operator AuthenticationMethod(string str),
"In simple terms, the HashSet(Of T) class can be thought of as a Dictionary(Of TKey, TValue) collection without values.","(HashSet(Of T), similar to, Dictionary(Of TKey, TValue))"
"Also see Await, and UI, and deadlocks! Oh, my! which does apply here even though you're in ASP.NET rather than a UI, because the ASP.NET SynchronizationContext restricts the request context to just one thread at a time.","(ASP.NET SynchronizationContext, restricts, request context)"
"It calls the GetSomethingAsync method, which does its thing, and returns something that will complete 2 seconds in the future So far we're still inside the original call to button1_Click, happening on the main thread, called from the message loop","(button1_Click, calls, GetSomethingAsync)"
"Basically, my attitude is: suppose I decided to make this internal class into a public class",
null keys Java's HashMap allows null keys .NET's Dictionary throws an ArgumentNullException if you try to add a null key,"(HashMap, allows null keys, Dictionary)"
"There are other benefits too, for example, if you were using MySQL and wanted to switch to SQL Server - but I have never actually seen this in practice!",
"To make things more confusing, a ""float"" in C# is only 32-bit, so it would be more equivalent in SQL to the real/float(24) type in MSSQL than float/float(53).",
call to Monitor.Exit within ExitDisposable.Dispose seems to block indefinitely (most of the time) causing deadlocks as other threads attempt to acquire the lock,"(ExitDisposable.Dispose, calls, Monitor.Exit)"
"Yes, it is important if your item will be used as a key in a dictionary, or HashSet<T> , etc - since this is used (in the absence of a custom IEqualityComparer<T> ) to group items into buckets","(HashSet<T>, utilizes, IEqualityComparer<T>)"
"If you're using .NET version 3.0 or lower, you have to use XmlDocument aka the classic DOM API. Likewise you'll find there are some other APIs which will expect this.",
"An unrolled list is 130 lines long, so I won't unroll it here",
"If you're not using unmanaged resources directly ( SafeHandle and friends doesn't count, as they declare their own finalizers), then don't implement a finalizer, as the GC deals with finalizable classes differently, even if you later suppress the finalizer","(SafeHandle, differs from, GC)"
"If the exception occurs when referencing a property of @Model in an ASP.NET MVC View , you need to understand that the Model gets set in your action method, when you return a view",
"Otherwise, evaluate the second operand (as a member access of the first operand).""",
"The foreach is for iterating over collections that implement IEnumerable . It does this by calling GetEnumerator on the collection, which will return an Enumerator .","(IEnumerable, has method, GetEnumerator); (GetEnumerator, returns, IEnumerator)"
"Unfortunately, this means having this part of your code written in MSIL instead of C#, with the only added benefit being that you're able to constrain this method by System.Enum .  It's also kind of a bummer, because it gets compiled into a separate assembly.  However, it doesn't mean you have to deploy it that way.","(System.Enum, constrain, MSIL), (System.Enum, constrain, C#), (MSIL, distinct from, C#)"
"Check the InnerException property of the TypeInitializationException ; it is likely to contain information about the underlying problem, and exactly where it occurred.","(TypeInitializationException, has property, InnerException)"
"You could easily substitute for any other serializer as appropriate - XmlSerializer , DataContractSerializer , protobuf-net, etc.","(XmlSerializer, can be substituted by, DataContractSerializer); (XmlSerializer, can be substituted by, DataContractSerializer); (DataContractSerializer, can substitute, XmlSerializer)"
"Some IDEs - Intellij, for instance, or Eclipse - can fold depending on the code types involved (constructors, imports etc.), but there's nothing quite like #region .",
Even if you only access data essentially it is much slower!! I say never use a linkedList.,
"Of course, you can wrap this up in library methods if you feel the need to (it's unlikely to cut down on length much), but at the syntax level there isn't anything more succinct available.","(library, has, methods)"
"Fortunately FileStream implements IDisposable , so it's easy to wrap all your code inside a using statement:","(FileStream, implements, IDisposable)"
"But, you'll have to use a different action name for the same http method (as others have said). So it's just semantics at that point",""
"[Pre-v13.x] If using AutoMapper prior to v13.x, add the AutoMapper Dependency Injection Package to your solution via NuGet . However, do note::",
People should have the following security guideline tattooed on the inside of their eyelids: Never keep plain text passwords in memory.,
"Second, if you just catch and re-throw like that, I see no added value","(catch, followed by, re-throw)"
"This saves you the cost of creating a new data structure, but in return the cost of a lookup is O(n) instead of O(1).","(O(n), distinct from, O(1))"
For a (left outer) join of a table Bar with a table Foo on Foo.Foo_Id = Bar.Foo_Id in lambda notation:,"(Bar, join with, Foo)"
"Browsers, HttpClient , and Uri all follow the same URI specifications and will have similar behavior here.","(HttpClient, follows same URI specifications as, Uri)"
And only if you enable the Entity Framework's lazy loading or change tracking features,"(Entity Framework, utilizes, lazy loading), (Entity Framework, utilizes, change tracking)"
"EDIT: Just to be clear, this is only true in some cases... in particular, the value of guid won't be visible if the Guid constructor throws an exception, which is why the C# compiler is able to reuse the same stack slot",
"( test1 , test2 , and test3 ): Continuations_GetSomeDataAsync schedules the continuation to the thread pool, outside the ASP.NET request context","(Continuations_GetSomeDataAsync, schedules continuation to, thread pool)"
"That way, you get both benefits: the continuation (the remainder of the AsyncAwait_GetSomeDataAsync method) is run on a basic thread pool thread that doesn't have to enter the ASP.NET request context; and the controller itself is async (which doesn't block a request thread).",
"Note: They won't leak managed resources, because eventually the garbage collector is going to run, on a background thread, and free the memory associated with any unused objects",
"The runtime's hosting service provider can inject certain services into the constructor of the Startup class, such as IConfiguration , IWebHostEnvironment ( IHostingEnvironment in pre-3.0 versions), ILoggerFactory and IServiceProvider . Note that the latter is an instance built by the hosting layer and contains only the essential services for starting up an application .","(Startup, can inject, IConfiguration); (Startup, can inject, IWebHostEnvironment); (Startup, can inject, IHostingEnvironment); (Startup, can inject, ILoggerFactory); (Startup, can inject, IServiceProvider)"
A task returned by WebClient.DownloadStringTaskAsync won't take much CPU time locally; it's representing a result which is likely to spend most of its time in network latency or remote work (at the web server),"(WebClient.DownloadStringTaskAsync, returns, Task)"
"An interface can be thought of as a collection of slots , which contain methods . When a class implements an interface, the class is required to tell the runtime how to fill in all the required slots","(class, implements, interface)"
"As far as your expecations go: Developing a Linux application without knowing anything about Linux is a really stupid idea in the first place, and it's also bound to fail in some horrible way one way or the other",
"Without knowing your exact requirements, it's difficult to say whether the code here is sufficiently secure for your needs, however, it has been produced to deliver a good balance between relative simplicity of implementation vs ""quality"".  For example, if your ""receiver"" of an encrypted string is receiving the string directly from a trusted ""sender"", then authentication may not even be necessary .",
"The HashSet(Of T) class is based on the model of mathematical sets and provides high-performance set operations similar to accessing the keys of the Dictionary(Of TKey, TValue) or Hashtable collections","(HashSet(Of T), similar to accessing keys of, Dictionary(Of TKey, TValue))"
C#'s Dictionary uses [] indexing for setting/getting items myDictionary[key] = value MyObject value = myDictionary[key],"(Dictionary, stores, MyObject)"
"Consumer sends a HTTP request to web server, after building the signature (output of hmac hash), the template of HTTP request:","(HTTP, utilizes, hmac)"
The STAThreadAttribute is essentially a requirement for the Windows message pump to communicate with COM components,"(STAThreadAttribute, required for communication with, COM components)"
"That will work fine (no exception). Extension methods don't use virtual calls (i.e. it uses the ""call"" il instruction, not ""callvirt"") so there is no null check unless you write it yourself in the extension method","(call, distinct from, callvirt)"
"My goal is to use C#, LINQ, EF7, visual studio to create a website",
"Whenever you update your UI elements from a thread other than the main thread, you need to use:","(thread, distinct from, main thread)"
"However, since you state the issue occurs sometimes , and the stack trace indicates your application is starting up, I think you're running a query that is only run on occasionally",
"For example, you can stream a large document but use LINQ to XML by positioning an XmlReader at the start of an element, reading an XElement from it and processing it, then moving on to the next element etc","(XmlReader, positions at, XElement); (XmlReader, reads, XElement)"
"Note that : protected internal means "" protected OR internal "" (any class in the same assembly, or any derived class - even if it is in a different assembly).","(assembly, contains, class)"
"Available in: .NET Framework 1.1+, .NET Standard 2.0+, .NET Core 1.0+. In .NET Core, it is mostly for compatibility -- it wraps HttpClient , is less performant, and won't get new features.","(.NET Core, wraps, HttpClient)"
"As soon as you do a single read-modify-write, you need to go to Interlocked operations or use a Lock.","(Interlocked, alternative to, Lock)"
"If you're writing custom middleware for the ASP.NET Core pipeline, the current request's HttpContext is passed into your Invoke method automatically:","(HttpContext, passed into, Invoke)"
"And you can't specify the second index at the time of construction.  The key is that ServicePoint is not a 2d array, but an 1d array (of arrays) and thus since you are creating a 1d array (of arrays), you specify only one index:",
You can't use foreach on baz in this example unless baz implements IEnumerable .,"(foreach, requires, IEnumerable)"
"So far, the runtime on Linux seems to be stable enough (at least for small projects) - it survived a load test with ease - mono never did","(runtime, more stable than, mono)"
"Which indicates that Derived is a subclass of Base , but that Base is (obviously) not a subclass of itself.",
"ODBC/ADO.NET with Firebird), behave differently than on .NET (for example XML-serialization) or otherwise unstable (ASP.NET MVC) and unacceptably slow (Regex). On the upside, the Mono toolchain also works on ARM.","(ODBC/ADO.NET with Firebird, behave differently than, .NET)"
The same applies to EnumerateDirectories() and GetDirectories() . So the code would be:,"(EnumerateDirectories(), similar to, GetDirectories())"
Rather there is the ExceptionDispatchInfo that preserves all the necessary information.,
"Adding a callback did not work for me, I used this approach instead http://haacked.com/archive/2009/09/29/moq-sequences.aspx and I ended up with a test like this:",
"It looks like you are calling a non static member (a property or method, specifically setTextboxText ) from a static method (specifically SumData ).  You will need to either:","(SumData, utilizes, setTextboxText)"
"Also golang is in the repositories, the .deb installs without problems, the sourcecode compiles - without requiring changes - and golang (in the meantime) has debugging support with delve and JetBrains Gogland on Linux (and Windows and Mac). Golang's build process (and runtime) also doesn't depend on NodeJS, which is yet another plus.","(golang, doesn't depend on, NodeJS), (golang, has debugging support with, delve), (golang, has debugging support with, JetBrains Gogland)"
"NOTE: This answer talks about the Entity Framework's DbContext , but","(Entity Framework, contains, DbContext)"
This deletes the relationships in MemberComments too because the one-to-many relationships between Member and MemberComments and between Comment and MemberComments are setup with cascading delete by convention,"(Member, has one-to-many relationship with, MemberComments)"
"For IL-compiled code the C# compiler inserts the default values at compile time (hard-coded), because the CLR does not support calling methods with optional arguments either when the arguments are not provided explicitly.","(CLR, does not support, optional arguments)"
"I'm sure the Python, Ruby, and Perl programmers out there can think of a million ways to take advantage of this, but I've been using C# so long that it just feels ""wrong"" to me.",
"This has poor interop.  For example, consider this C# - F# example",
"Local is only useful coming from DateTime.Now .  For example, I might get DateTime.Now and save it in a database - but when I retrieve it, I have to assume that it is Unspecified .  I can't rely that my local calendar is the same calendar that it was originally taken from.","(Local, distinct from, Unspecified)"
another thread has executed an Enter on the object but has not yet executed,
Any services registered in ConfigureServices() can then be injected into the Configure() method; you can add an arbitrary number of services after the IApplicationBuilder parameter:,"(services registered in ConfigureServices(), can be injected into, Configure() method)"
"Suppose we have the convention that ""add"", ""call"", ""store"" and so on always take their arguments off the stack and put their result (if there is one) on the stack",
You can use Convert.ChangeType() - It allows you to use runtime information on any IConvertible type to change representation formats,"(Convert.ChangeType(), utilizes, IConvertible)"
"Adding a duplicate key Java's HashMap will replace the existing value with the new one. .NET's Dictionary will replace the existing value with the new one if you use [] indexing.  If you use the Add method, it will instead throw an ArgumentException .","(HashMap, similar to, Dictionary)"
"For those that are googling this and ended up here like me, this is how you currently do it in EF5 and EF6:","(EF5, similar to, EF6)"
"Create a class library project: InterfaceDef, add just one class, and build:",
"On the one hand, this means docker.io support on Linux, and on the other, self-contained deployment is useful in ""cloud-computing"", since then you can just use whatever version of the dotnet-CORE framework you like, and you don't have to worry about which version(s) of the .NET framework the sysadmin has actually installed.",
"For primitive types (including bytes), use System.Buffer.BlockCopy instead of System.Array.Copy . It's faster.","(System.Buffer.BlockCopy, preferred over, System.Array.Copy)"
"I suspect that if we'd already had Func and Action in their various guises, Predicate wouldn't have been introduced... although it does impart a certain meaning to the use of the delegate, whereas Func and Action are used for widely disparate purposes.","(Func, varies from, Predicate), (Action, varies from, Predicate), (Func, similar to, Action)"
"Implementation of All according to ILSpy (as in I actually went and looked, rather than the ""well, that method works a bit like ..."" I might do if we were discussing the theory rather than the impact).","(All, implementation viewed in, ILSpy)"
The semantics appear to be the same as the GetAwaiter().GetResult() style of blocking the main thread,"(GetAwaiter().GetResult(), blocking style, main thread)"
"In your case, this would change AsyncAwait_GetSomeDataAsync to be var result = await httpClient.GetAsync(""http://stackoverflow.com"", HttpCompletionOption.ResponseHeadersRead).ConfigureAwait(false);","(AsyncAwait_GetSomeDataAsync, utilizes, httpClient.GetAsync())"
"In general, it is a bad idea to blindly call .Value on a nullable type, unless you have some prior knowledge that that variable MUST contain a value (i.e. through a .HasValue check).",
The APP is set to run on 64-bit but the DLL is running on 32 bit to mitigate this navigate to IIS >> Application pool >> Advanced settings >> Enable 32 bit applications then set to true.,"(Application pool, includes, Advanced settings)"
"In this answer, I will try to explain how to use JWT in the simplest and basic way that I can, so we won't get lost from jungle of OWIN, Oauth2, ASP.NET Identity, etc..","(OWIN, distinct from, Oauth2)"
Properties expose fields.  Fields should (almost always) be kept private to a class and accessed via get and set properties.  Properties provide a level of abstraction allowing you to change the fields while not affecting the external way they are accessed by the things that use your class.,"(get, used together with, set)"
"In order for the dynamic proxy to be created as a navigation property, the virtual type must implement ICollection .",
"But this won't give you the desired result, you will end up with a Product Version of 1.0.* and a File Version of 1.0.0.0 . Not what you want!",
Func is probably most commonly used in LINQ - for example in projections:,""
Remember to add config.Filters.Add(new AuthorizeAttribute()); (default authorization) at global scope in order to prevent any anonymous request to your resources.,"(Filters, Add, AuthorizeAttribute)"
"In terms of it forcing you to overload it, instead of going to the default behavior, I can only firmly say that it is in the standard (EMCA-334 17.9.2) 2 .  The standard does not specify why.  I believe this is due to the fact that C# borrows much behavior from C++.  See below for more on this.",
"Given that you can embed that within string literals or express it on its own very easily, why would you want a separate field for it? Equally, the ""it's easy to confuse """" and "" "" "" arguments don't apply for '\0' .","(string literals, contains, field)"
Enumerator is public because Dictionary is enumerable and must have equal accessibility to the IEnumerator interface implementation - e.g,"(Dictionary, includes, Enumerator), (Enumerator, implements, IEnumerator), (Dictionary, implements, IEnumerator)"
"You want to support a new chip, you find some experts on that chip and have them write an CIL jitter and you're done; you then support all those languages on your chip.","(experts, write, CIL jitter)"
"Reduce is Aggregate : Enumerable.Range(1, 10).Aggregate(0, (acc, x) => acc + x);","(Enumerable, utilizes, Aggregate)"
"No you can't overload it; a static constructor is useful for initializing any static fields associated with a type (or any other per-type operations) - useful in particular for reading required configuration data into readonly fields, etc.",
The .NET runtime then detects this error and turns it into the NullReferenceException .,"(.NET runtime, detects and turns into, NullReferenceException)"
"There is a one-way implicit conversion built in to the .Net framework that lets you pass a DateTime into any DateTimeOffset parameter or variable.  When doing so, the .Kind matters .  If you pass a UTC kind, it will carry in with a zero offset, but if you pass either .Local or .Unspecified , it will assume to be local .  The framework is basically saying, ""Well, you asked me to convert calendar time to instantaneous time, but I have no idea where this came from, so I'm just going to use the local calendar.""  This is a huge gotcha if you load up an unspecified DateTime on a computer with a different timezone.  (IMHO - that should throw an exception - but it doesn't.)","(DateTime, has implicit conversion to, DateTimeOffset); (DateTime.Kind, affects conversion behavior of, DateTime); (DateTime, can have Kind value, DateTimeKind.UTC); (DateTime, can have Kind value, DateTimeKind.Local); (DateTime, can have Kind value, DateTimeKind.Unspecified)"
Code hoisting.  Code inside a loop that is not affected by the loop can be moved out of the loop.  The optimizer of a C compiler will spend a lot more time on finding opportunities to hoist.  It is however an expensive optimization due to the required data flow analysis and the jitter can't afford the time so only hoists obvious cases.  Forcing .NET programmers to write better source code and hoist themselves.,
"On the other hand, I guess doing it with your personal homepage for learning purposes would probably be a very good experience - then you get to know what the framework and what the non-framework problems are",
"Answer: any Nullable<T> - such as int? . All the methods are overridden, except GetType() which can't be; so it is cast (boxed) to object (and hence to null) to call object.GetType()... which calls on null ;-p","(Nullable<T>, similar to, int?), (GetType(), similar to, object.GetType())"
".NET's Dictionary will replace the existing value with the new one if you use [] indexing.  If you use the Add method, it will instead throw an ArgumentException .","(Add, results in, ArgumentException)"
"Now, in order to use JWT authentication, you don't really need an OWIN middleware if you have a legacy Web Api system",
Wrapping the original DbEntityValidationException as inner exception ensures that the original stack trace will still be available and is displayed in Elmah and the YSOD.,"(DbEntityValidationException, displayed in, Elmah)"
"Current returns the object that Enumerator is currently on, MoveNext updates Current to the next object.","(Current, returns, object that Enumerator is currently on)"
"There is no debugging support for .NET Core on Linux. (Not anymore, but requires JetBrains Rider.) MonoDevelop does not (yet) support debugging .NET Core projects","(MonoDevelop, does not support debugging, .NET Core projects)"
The following is an example of a LINQ to Objects expression using anonymous delegates then lambda expressions to show how much easier on the eye they are:,
"Later on, when the garbage collector comes along and calls Finalize, it will then call Dispose again.","(GC, calls, Finalize); (Finalize, calls, Dispose)"
"You are right that if you use the container as a Service Locator, it's more or less a glorified static factory",
The compiler is warning you that the default assignment of your string property (which is null) doesn't match its stated type (which is non-null string ).,"(string property, has type, string)"
"Maybe this will fix NTLM-authentication on Linux (NTLM authentication doesn't work on Linux {and possibly Mac} in .NET-Core 2.0 with multiple authenticate headers, such as negotiate, commonly sent with ms-exchange, and they're apparently only fixing it in v2.1, no bugfix release for 2.0). But I'm not installing preview releases on my machine","(NTLM, imposes restrictions on, .NET-Core)"
"Debug, maybe with Visual Studio Code, if you can build it on ARM (I managed to do that - do NOT follow Scott Hanselman's blog-post if you do that - there's a howto in the wiki of VS-Code on github), because they don't offer the executable",
Convert.ToInt32() takes an object as its argument.  (See Chris S's answer for how it works) Convert.ToInt32() also does not throw ArgumentNullException when its argument is null the way Int32.Parse() does,"(Convert.ToInt32(), does not throw ArgumentNullException, Int32.Parse())"
"Well, you can use Expression.AndAlso / OrElse etc to combine logical expressions, but the problem is the parameters; are you working with the same ParameterExpression in expr1 and expr2? If so, it is easier:","(Expression.AndAlso, combines with, Expression.OrElse); (Expression, works with, ParameterExpression)"
Or if you don't care about elements order use Enumerable.All method:,"(Enumerable, has method, All)"
"if the GetHashCode() is equal, it is not necessary for them to be the same; this is a collision, and Equals will be called to see if it is a real equality or not.","(GetHashCode(), distinct from, Equals())"
"This program starts a thread Target which opens a file and then immediately kills itself using ExitThread . The resulting zombie thread will never release the handle to the ""test.txt"" file and so the file will remain open until the program terminates (you can check with process explorer or similar). The handle to ""test.txt"" won't be released until GC.Collect is called - it turns out it is even more difficult than I thought to create a zombie thread that leaks handles)","(Thread, utilizes, ExitThread)"
"WinForms support for VB.NET is not supported , but is planned for .NET 5.0 somewhen in 2020 .","(WinForms, not supported for, VB.NET)"
"Unlike the first version of this code, which used the exact same salt and IV values every time, this newer version will generate random salt and IV values each time.  Since salt and IV must be the same between the encryption and decryption of a given string, the salt and IV is prepended to the cipher text upon encryption and extracted from it again in order to perform the decryption.  The result of this is that encrypting the exact same plaintext with the exact same password gives and entirely different ciphertext result each time.",
"As of Visual Studio 2017 Update 3 (15.3), the language now supports an async Main - as long as it returns Task or Task<T> . So you can now do this:","(Task, related to, Task<T>)"
"(I can't find the relevant bit of the spec, but I'd be quite surprised to see the C# compiler aggressively try to create equal delegates",
Knowing that I could use a mutex for this (but never having done it,
"Obviously, if you use .NET on Android, you have some other costs considerations to do as well, such as weighting xamarin-costs vs. costs and time for porting existing code to Java",
"Parallel.ForEach, internally, uses a Partitioner<T> to distribute your collection into work items.  It will not do one task per item, but rather batch this to lower the overhead involved.","(Parallel.ForEach, uses, Partitioner<T>)"
"Nor does that mean that if you embed the mono-runtime, you'll get the same results as when you use the (dev) system's mono runtime",
The point is that the interface represents a contract . A set of public methods any implementing class has to have,
"For example, consider FileInfo.Length . That's a property of type long , but if you use it with the null conditional operator, you end up with an expression of type long? :","(FileInfo.Length, has type, long); (FileInfo.Length, is property of, FileInfo)"
"The Task cannot complete in this situation because it only completes when the async method is finished; the async method cannot complete because it is attempting to schedule its continuation to the SynchronizationContext , and WinForms/WPF/SL/ASP.NET will not allow the continuation to run because the synchronous method is already running in that context.","(Task, cannot complete without, async method)"
"Clearly the machine code the JIT compiler can generate for the first case is much more efficient.  One rule that really helps there is that an object can only be unboxed to a variable that has the same type as the boxed value.  That allows the JIT compiler to generate very efficient code, no value conversions have to be considered.",
Update: 2015 MSDN article ' Async Programming - Brownfield Async Development ' by Stephen Cleary.,
See Is there any way to close a StreamWriter without closing its BaseStream?,
"Tim's answer mentions when you might want to use BeginInvoke - although it was mostly geared towards Delegate.BeginInvoke , I suspect.","(Delegate.BeginInvoke, is a method of, Delegate)"
"It either means he doesn't want to use .NET Core, or he just wants to use C# on Linux/Mac",
"If it's more complicated, e.g. one side of the join provides a range, and the other side of the join provides a single date, matching if it falls within that range, that would be better handled with a where clause (after a second from clause) IMO. You could do some particularly funky magic by ordering one side or the other to find matches more efficiently, but that would be a lot of work - I'd only do that kind of thing after checking whether performance is an issue.","(join, can_be_handled_with, where clause)"
"I'd recommend that you have a look into logging solutions (Such as NLog, log4net or the Microsoft patterns and practices Enterprise Library) which may achieve your purposes and then some.","(NLog, similar to, log4net)"
"Further investigation shows that in order to satisfy implementation of IEnumerable, Dictionary uses the Enumerator struct which it copies every time an enumerator is requested ...makes sense.","(Dictionary, implements, IEnumerable)"
"You may also use the StatusCode(int statusCode, object value) overload which also negotiates the content.",
"An example in my app is that sometimes the client will ask for data, but there isn't any data available so I throw a custom NoDataAvailableException and let it bubble to the Web API app, where then in my custom filter which captures it sending back a relevant message along with the correct status code.","(NoDataAvailableException, interacts with, Web API)"
"In contrast to Elmah the YSOD apparently doesn't use ToString() , but both display the Message property.","(Elmah, distinct from, YSOD)"
"And judging by my experience with the mono-project, I highly doubt they ever tested .NET Core on FastCGI, or that they have any idea what FastCGI-support means for their framework, let alone that they tested it to make sure ""everything works"". In fact, I just tried making a fastcgi-application with .NET Core and just realized there is no FastCGI library for .NET Core ""RTM""...","(.NET Core, lacks support for, FastCGI), (.NET Core, distinct from, mono-project)"
"Despite making some pretty awful mistakes, the handle to ""test.txt"" is still closed as soon as Abort is called (as part of the finalizer for file which under the covers uses SafeFileHandle to wrap its file handle)",
"You can use the NuGet package called System.IdentityModel.Tokens.Jwt from Microsoft to generate the token, or even another package if you like",
If you can use JSON.Net instead of JavaScriptSerializer than see answer on this question provided by Omer Bokhari : JSON.net covers this use case (via the attribute [JsonConverter(typeof(StringEnumConverter))] ) and many others not handled by the built in .net serializers,"(JsonConverter, takes_parameter, StringEnumConverter); (JSON.Net, alternative_to, JavaScriptSerializer); (StringEnumConverter, used_with, JsonConverter)"
"Edit @Glenn int.TryParse is ""built into the framework"". It and int.Parse are the way to parse strings to ints.","(int.TryParse, similar to, int.Parse); (int.TryParse, parses, string); (int.Parse, parses, string)"
"Available in: .NET Framework 4.5+, .NET Standard 1.1+, and .NET Core 1.0+.",
"It's a so-called auto property, and is essentially a shorthand for the following (similar code will be generated by the compiler):",
"You might be getting odd results from your code if you're moving the item later in the list, as your Remove() will move all of the other items down one place before the call to Insert() .","(Remove(), affects execution order of, Insert())"
"The async keyword allows an asynchronous method (that is, it allows await expressions). async methods may return Task , Task<T> , or (if you must) void .","(Task, similar to, Task<T>); (async, enables, await); (async, can return, Task); (async, can return, Task<T>); (async, can return, void)"
want to return sensitive information using JSON in a GET request,"(JSON, return using, GET)"
"The following table lists Microsoft SQL Server data types, their equivalents in the common language runtime (CLR) for SQL Server in the System.Data.SqlTypes namespace, and their native CLR equivalents in the Microsoft .NET Framework.",
"If you need to represent the hash as a string, you could convert it to hex using BitConverter :",
This was a hard problem to solve and its solution was narrowly tailored to the specific domain of C# and VB code editing,
"This of course is only a problem if you need to use multiple implementations of IHttpHandler but it doesn't look like you do so it's not the end of the world, but it's something to think about.",
"if (!myDictionary.TryGetValue(key, out value)) { /* key doesn't exist */ }","(Dictionary<TKey,TValue>, has method, TryGetValue)"
"If you are writing a large stream of data, then any of the DOM approaches (such as XmlDocument / XDocument , etc.) will quickly take a lot of memory","(XmlDocument, similar to, XDocument)"
"You have twenty different languages: C#, JScript .NET , Visual Basic, IronPython , F# ... And suppose you have ten different processors",
"tries to finish sinking an already hit ship.  We do random shots if there is a possible position (from the list above) in which all hit ships are sunk.  Otherwise, we try to finish sinking a ship by picking a location to shoot at which eliminates the most possible positions (weighted).",
LINQ to XML also works really well with LINQ - its construction model allows you to build elements with sequences of sub-elements really easily:,
"Here's the difference: POCO describes an approach to programming (good old fashioned object oriented programming), where DTO is a pattern that is used to ""transfer data"" using objects.",
Here's why this is a problem in Console programs with an async Main :,
I see some of your developers have SQL Server 2005 and others have SQL Server 2008,""
"This will not scroll if it is called before the textbox is shown, or if the textbox is otherwise not visible (e.g. in a different tab of a TabPanel). See TextBox.AppendText() not autoscrolling . This may or may not be important, depending on if you require autoscroll when the user can't see the textbox.",
"As Eric Lippert has pointed out in the comments, while the method will indeed return True for the two above questions, it will also return True for these, which you probably don't want:",
I solved this problem by turning off the IIS and .Net Framework features within Windows 7 and then turning them back on,"(IIS, imposes constraints on, .Net Framework)"
"When implementing a sealed class that doesn't use unmanaged resources, you simply implement a Dispose method as with normal interface implementations:","(sealed class, implements, Dispose)"
"While the call to SaveChanges(false) sends the necessary commands to the database, the context itself is not changed, so you can do it again if necessary, or you can interrogate the ObjectStateManager if you want.",
In .NET Core and .NET Framework ≥4.0 there is a generic parse method :,
If you mean an in-place sort (i.e. the list is updated):,"(sort(), operates on, list)"
"Here comboBox1 is created before label1 . If comboBox1_SelectionChanged attempts to reference label1 , it will not yet have been created.",
"FYI - The Partitioner used can be controlled by using the appropriate overloads to Parallel.ForEach , if so desired.  For details, see Custom Partitioners on MSDN.","(Partitioner, utilized by, Parallel.ForEach), (Partitioner, referenced by, MSDN), (Parallel.ForEach, referenced by, Custom Partitioners), (Custom Partitioners, referenced by, MSDN)"
