text,triplet
Only thing that is required is passing Size/IntSize/DpSize from one Composable to another.,"(Size, passing to, IntSize); (Size, passing to, DpSize); (IntSize, passing to, DpSize)"
"Your ShopMenuEntity, ShopSectionEntity and ShopMenuDB have been used asis bar the removal of the companion functions and are:-","(ShopMenuEntity, used asis, ShopSectionEntity); (ShopMenuEntity, used asis, ShopMenuDB); (ShopSectionEntity, used asis, ShopMenuDB)"
" You can stay lazy, and convert the Stream to a Kotlin Sequence or Iterator, here is an extension function for making a Sequence:","(Stream, convert to, Sequence); (Stream, convert to, Iterator)"
In you case convert login and pass from SpannableStringBuilder to String.,"(SpannableStringBuilder, convert to, String)"
Since we have a full-control what will be in POJO in business logic the only missing piece will be to convert POJO to Map and Map to POJO,"(POJO, convert to, Map); (Map, convert to, POJO)"
"First, the Int will be mapped to java int/Integer depending on its context",""
"There's no special case for String, because String is an ordinary referential type on JVM, in contrast with Java primitives (int, double, ...) -- storing them in a reference Array<T> requires boxing them into objects like Integer and Double","(Integer, boxing into, String); (Double, boxing into, String)"
"Actually the Databinding docs never mention that the Kotlin lambda types work as Databinding listeners or method references, probably because under the hood these lambda types translate to Kotlin's Function1, Function2..","(Function1, translate to, Function2)"
"To make your life a little bit easier, you can write a helper method that wraps a Consumer<T> in a Function1<T, Unit>:","(Consumer, wraps into, Function1)"
"And from a Java Class<T>, use the kotlin extension property to get the Kotlin KClass<T> from which you can proceed:","(Class<T>, get, KClass<T>)"
"That's because someFooProperty represents a property of Bar, not Foo, but since it was obtained from someFoo.javaClass (Class<Foo> then converted to KClass<Foo>) the compiler allows us to use it with the in Foo projection.","(Class, converted to, KClass); (function, Conversion, class): (javaClass, converted to, Class); (function, Conversion, class): (javaClass, converted to, KClass)"
You can change the return type of exportPdf to Call<ResponseBody> and then check the response code,"(Call, converted to, ResponseBody)"
" It's not an exact science to shrink an image to 1.5mb, but what it does is if the image is larger than required, it compresses the bitmap using jpeg and reduces the quality by 80%",""
"This will replicate BehaviourSubject, to expose the channel as a Flow:","(BehaviourSubject, replicate to, Flow)"
Since 1.2.0-alpha04 it's much easier to make your BasicTextField look like TextField or OutlinedTextField,"(BasicTextField, make look like, TextField); (BasicTextField, make look like, OutlinedTextField)"
"which are mapped to Java primitive arrays (int, double, char), not boxed ones (Array<Int> is mapped to Java's Integer)","(Array<Int>, is mapped to, Integer)"
"Clicking on one of the XHR requests, and then selecting the Response tab shows that the response contains exactly what we are looking for",""
"In production, the ViewModel is created with a null coroutineScopeProvider, as the ViewModel's viewModelScope is used","(ViewModel, includes, viewModelScope)"
"You have in your MessageAdapter class three fields named userName, userMessage and msgTime while in the database I see that the names are different, name, message and time and this is not correct","(MessageAdapter, contains, userName); (MessageAdapter, contains, userMessage); (MessageAdapter, contains, msgTime); (property, Difference, property): (userName, differs from, userMessage); (property, Difference, property): (userName, differs from, msgTime); (property, Difference, property): (userMessage, differs from, msgTime)"
"Instead, all init blocks together with member property initializers are compiled into the code of the constructor, so they should rather be considered a part of the constructor.","(constructor, includes, property)"
"Also, as @AdrianK pointer out, with regular scrollable you can wrap your view with BoxWithConstraints, and use maxHeight to set height of your view.","(BoxWithConstraints, wraps, maxHeight); (property, Limitation, class): (maxHeight, sets height for, BoxWithConstraints)"
"In Kotlin, clear() is a method of MutableList that is used to remove all elements from the list.","(class, Containment, method): (MutableList, contains, clear)"
It is just Kotlin compiler magic that it allows you to use it as if it was a part of the View class (notice that because of that you cannot access private/protected values from extension funtions),"(View, is part of, extension functions); (extension functions, impose restrictions, View)"
In your case the TextView class contains a getter CharSequence getText() and a setter void setText(CharSequence),"(TextView, contains, getText()); (TextView, contains, setText())"
This will internally create the TestKt(name of file) class with PSVM method(and required structure) to execute the code.,"(TestKt, contains, PSVM())"
In your question when you add a new item to SnapshotStateList whole Column is composed because Column doesn't create a composition scope due to inline keyword,"(SnapshotStateList, adds to, Column); (Column, composed because of inline keyword, SnapshotStateList)"
And you can set it to the RecyclerView in onCreate() immediately.,"(RecyclerView, set in, onCreate())"
"Note that this will mock the whole pkg.FileKt class, and not just extensionFunc.","(pkg.FileKt, mocks whole, extensionFunc)"
" For example, in Java 7 you have the Path class and it is difficult to find the Files.exist(path) method because it is name spaced oddly","(Path, part of, Files.exists())"
Consider switching to LazyColumn(which has fillParentMaxHeight() for this exact purpose) or to Pager(which is made explicitly for such cases).,"(LazyColumn, has, fillParentMaxHeight())"
The compiler will make it a FunsKt.class with a static method 'setPosition' inside.,"(FunsKt.class, includes, setPosition())"
"And the EditText class contains an overridden getter Editable getText(), which means that you can get an Editable for an EditText and set an Editable to an EditText","(EditText, contains, getText()); (EditText, implements the getter, getText())"
A StringBuilder is used as the receiver and apply is invoked on it,"(StringBuilder, used as the receiver, apply())"
"The block, passed as an argument in {}(lambda expression), does not need to use additional qualifiers and simply calls append, a visible method of StringBuilder multiple times.","(StringBuilder, calls, append())"
If you want the class to cooperate with the inline method on the generics (meaning that class Storage only stores objects of type T):,"(Storage, cooperate with, inline)"
You can keep jobs from running at the same time with a Mutex and withLock call,"(Mutex, interacts with, withLock())"
This can be done by re-using parent/caller coroutine scope inside child/callee coroutine,"(CoroutineScope, is re-used by, coroutine)"
We can pass a fun to adapter and get data from it like this :,"(adapter, work with, fun)"
The M2 (starting from the version 1.1.0-alpha06) and M3 have the implementation of ExposedDropdownMenu based on ExposedDropdownMenuBox with TextField and DropdownMenu inside.,"(TextField, works with, DropdownMenu)"
Spring will subscribe to that Mono / Flux and will return the request,""
"However, since Kotlin uses the standard Java collection classes, you can use the Java 8 stream API to perform parallel operations on Kotlin collections as well.",""
"As @Vadzim said, in IntelliJ or Android Studio, you just have to do the following to get java code from kotlin:",""
Loading images and doing background work with Glance/Widgets is tricky for now but we are improving this soon by supporting recomposition.,""
"My thoughts are that you are using the wrong fragmentManager the tutorial you linked creates the viewpager2 in an Activity where as you are creating it in a Fragment and possibly using the fragmentManager that already has a fragment ""MyFragment"" associated with it.","(FragmentManager, interact with, ViewPager2)"
"For Java delopers, this is a recommended way in which you can retrieve data from a Cloud Firestore database and display it in a RecyclerView using FirestoreRecyclerAdapter.","(FirestoreRecyclerAdapter, display in, RecyclerView)"
You need to put DropdownMenu together with the caller view in a Box,"(DropdownMenu, work together in, Box)"
"In Spring MVC, you can use a AbstractRequestLoggingFilter filter and  ContentCachingRequestWrapper and/or ContentCachingResponseWrapper","(ContentCachingRequestWrapper, use with, ContentCachingResponseWrapper)"
"You can use layout in similar way Box, Row, Column does with a scope to pass information from inside to content using an interface, implementation and changing properties of this implementation",""
"As a ref how to implement it, check out compose source code: AndroidTextToolbar and TextActionModeCallback",
You can fix this by simply qualifying the function call with the implicit single parameter it,
Such function types have their parameter list prefixed with the receiver type.,
"By assigning this block of code to a function type that has Int as a receiver (not as a parameter!), the code suddenly compiles:",
"This topic assumes familiarity with function types, but a little side note for receivers is needed.",
It is actually incredibly easy to understand how blocks of code with receivers are handled:,
"Doesn't make much sense, right? In fact, assigning this to a function type of (Int) -> Long - where Int is the (only) parameter, and the return type is Long - would rightfully result in a compilation error",
The core issue is that you are starting collection on Paging before ViewPager is ready to start binding this items,
"Do note that if this feature of the Kotlin language seems inappropriate for your DSL, @DslMarker is your friend!",
Here's a different example using handcrafted types that showcases this better:,
"effectively becomes (in the mind, not code wise - you cannot actually extend classes on the JVM):",
"If you create an inline function with a reified T, the type of T can be accessed even at runtime, and thus you do not need to pass the Class<T> additionally",
"All these topics have documentation, but nothing goes in-depth on receivers.",
"Notice how inside of a class, we don't need to use this to access transformToBar - the same thing happens in a block with a receiver.",
"you might want to check whether a variable is an instance of T, which you can easily do then: myVar is T.",
The only way to achieve this is via multiple higher-order functions that take a single receiver function type,
"Therefore, if you want to use the generic type as a normal class in the function body you need to explicitly pass the class as a parameter as shown in myGenericFun.",
"It just so happens that the documentation on this also explains how to use an outermost receiver if the current block of code has two receivers, via a qualified this.",
"A block of code can have multiple receivers, but this currently has no  expression in the type system",
You can work with T as if it was a normal class - e.g,
Such an inline function with reified type T looks as follows:,
"In the body of a generic function like myGenericFun, you can't access the type T because it's only available at compile time but erased at runtime",
"By doing so, you instruct the compiler to copy the function's bytecode to every spot the function is invoked from (the compiler ""inlines"" the function)",
"When you call an inline function with reified type, the compiler has to be able to know the actual type passed as a type argument so that it can modify the generated bytecode to use the corresponding class directly",
Therefore a call like myVar is T becomes myVar is String in the bytecode (if the type argument is String).,
"Imagine that, similar to extension functions, the block of code is evaluated inside the class of the receiver type",
"Let's have a look at an example that shows how helpful reified can be.
We want to create an extension function for String called toKotlinObject that tries to convert a JSON string to a plain Kotlin object with a type specified by the function's generic type T",
"If we try to get the Class of the type parameter T, the compiler complains: ""Cannot use 'T' as reified type parameter",
"As a workaround, the Class of T can be made a method parameter, which then  used as an argument to readValue",
This works and is a common pattern in generic Java code,
You can only use reified in combination with an inline function,
We can use com.fasterxml.jackson.module.kotlin for this and the first approach is the following:,
Also available through Ctrl / 閳?Shift+A as Show Kotlin Bytecode action.,
"There閳ユ獨 no need to take the Class of T additionally, T can be used as if it was an ordinary class",
"look at functions that can help already, such as for String?.isNullOrEmpty() and String?.isNullOrBlank() which can operate on a nullable value safely and do what you expect","(String?.isNullOrEmpty(), like, String?.isNullOrBlank())"
"Only the parameterless constructor is deprecated, it is now preferred that you specify the Looper in the constructor via the Looper.getMainLooper() method.","(Looper, is used in, constructor); (parameterless constructor, is deprecated, Looper); (Looper.getMainLooper, is preferred, constructor);"
It's a great tool that can jump to the corresponding bytecode when you move around in the source file,
And it updates the bytecode on the fly whenever the source changes.,
"The ability to refer to a view directly by it's ID/name in Kotlin is called ""synthetic properties"" and it is a feature of a project plugin called Kotlin Android Extensions, which is no longer supported or included in new projects",
"As to the lists, MutableList<T> has add and remove functions, so that it can increase and reduce its size.","(MutableList<T>, has, add); (MutableList<T>, has, remove)"
In example below we set size of Box with green border based on Box with red background,
This can be complicated for a beginner but that's how you get dimensions without recomposing a Composable,
SubcomposeLayout question and answers in the link provided above might help,
I made an image that passes drawing area based on ContentScale as you can see here using scope.,
For demonstration we will change dimensions of second Composable to firs one's,
On next recompositions since we remember DimensionScopeImpl we get the correct size and Text size is correctly set and we see Text with border.,"(DimensionScopeImpl, is remembered during, recompositions)"
"We are not able to get correct size because we needed to invoke dimensionScope.content() before measuring but in some cases you might be able to get Constraints, size or parameters from parent or your calculation","(dimensionScope.content(), relatesTo, parent)"
Now use doSomethingAsync from Java in the same way as you are using other asynchronous APIs in the Java world.,
They can execute a long running operation and wait for it to complete without blocking.,
"So, all I can offer: don't use inheritance with data classes.",
"Suspending functions are at the center of everything coroutines.
 A suspending function is simply a function that can be paused and resumed at a later time",
We are considering prohibiting or severely restricting inheritance of data classes,
Continuation<T> is an interface that contains two functions that are invoked to resume the coroutine with a return value or with an exception if an error had occurred while the function was suspended.,
"The function above for example, will be converted by the compiler to this:",
So you need to implement some sort of logic to prevent multiple quick clicks..,
"Under the hood, suspend functions are converted by the compiler to another function without the suspend keyword, that takes an addition parameter of type Continuation<T>",
"For someone who is still looking for answer to this, here is the working solution for this problem",
"In your project level open build.gradle file, increase the
ext.kotlin_version from whatever current version that you have like 1.5.0, to the latest stable version 1.6.0 (Whatever is latest at that time)",
"Wait until the inspection is over and then correct errors in ""General"" section and possible ones in other sections.",
"In my case, if the user clicks the same view twice very very quickly, this crash will occur",
This is especially easy to do when you have a list of items,
You can read up more on preventing this here: Android Preventing Double Click On A Button,
"Alternatively, you can just use two fingers and click two (or more) views at the same time, where each view has their own navigation that they would perform",
"Edit 4/16/2020: Just in case you're not terribly interested in reading through that Stack Overflow post above, I'm including my own (Kotlin) solution that I've been using for a long time now.",
The above info on multiple click prevention will handle this case.,
You can find out more information about WindowInsets by watching this YouTube video,
"If you still have issues, with some older plugins you need to clear the caches in Intellij IDEA (file menu, Clear Caches and Restart, select option to restart).",
