text,triplet
The String parameter passed to the Mac getInstance() method contains the name of the MAC algorithm to use.,[]
To create a Java MessageDigest instance you call the static getInstance() method of the MessageDigest class.,[]
"If you have a single block of data to calculate a message digest from, use the digest() method.",[]
"You create a Java Mac instance by calling the Mac.getInstance() method, passing as parameter the name of the algorithm to use.",[]
The Java KeyGenerator class (javax.crypto.KeyGenerator) is used to generate symmetric encryption keys.,[]
You can use the Java MessageDigest (java.security.MessageDigest) to calculate message digests.,"['(class, containment, package): (java.security.MessageDigest, belongs to, java.security)']"
The text parameter passed to the getInstance() method is the name of the concrete message digest algorithm to use.,[]
The getInstance() method takes the name of the encryption algorithm to generate the key pair for.,[]
"Sometimes you may want to store a KeyStore to some storage (disk, database etc.)",[]
"After casting to a KeyStore.PrivateKeyEntry you can access the private key, certificate and certificate chain via these methods:",[]
The Java KeyPairGenerator class (java.security.KeyPairGenerator) is used to generate asymmetric encryption / decryption key pairs.,"['(class, containment, package): (java.security.KeyPairGenerator, part of, java.security)']"
"If you only have the access to the data in separate blocks, call update() multiple times with the data, and finish off with a call to doFinal().",[]
You create a KeyGenerator instance by calling the static method getInstance() passing as parameter the name of the encryption algorithm to create a key for.,[]
Here is an example of calling update() several times followed by a digest() call:,"['(method, dependency, method): (java.security.MessageDigest.digest(), depends on, java.security.MessageDigest.update())']"
Before you can use the Java Signature class you must create a Signature instance.,[]
"For instance the java.time.chrono contains classes to work with Japanese, Thai, Taiwanese and Islamic calendars.",[]
The lockInterruptibly() method locks the Lock unless the thread calling the method has been interrupted.,[]
When all the data has been passed to the update() method you call the sign() method to obtain the digital signature.,[]
Generating a key is done by calling the KeyGenerator generateKey() method.,"['(class, implementation, method): (java.security.KeyGenerator, provides, generateKey())']"
I also hope it may clear up some of the confusion Sun has created with Java's many date and time classes.,[]
Therefore I have put together this little trail on Java's date and time classes.,[]
"When you call the doFinal() method on a Cipher instance, the Cipher instance is returned to the state it had just after initialization.",[]
You will see this new date and time representation in many of the classes in the new Java date time API.,[]
Initializing a KeyGenerator instance is done by calling its init() method.,[]
The new Java date time API is located in the Java package java.time which is part of the standard Java 8 class library.,[]
"Actually, the Java date time API has been changed (cleaned up) in Java 8 with the introduction of a whole new set of classes.",[]
The java.time package also contains a set of subpackages which contain more utilities etc.,[]
The java.time.format package contains classes used to parse and format dates from and to strings.,[]
The core of the Java 8 date time API consists of the following classes:,[]
Hopefully that will help you get an overview of Java's date and time classes.,[]
Java 7 has the following date and time classes and methods.,[]
"Each of these classes are also explained in their own pages, later.",[]
To generate a KeyPair with a KeyPairGenerator you call the generateKeyPair() method.,"['(class, conversion, class): (java.security.KeyPairGenerator, generates, java.security.KeyPair)', '(class, implementation, method): (java.security.KeyPairGenerator, provides, generateKeyPair())']"
Here is an example of how to create a Duration object using the between() method:,"['(entity, relation, entity): (between, create, duration)']"
Creating a KeyPairGenerator instance is done by calling the method getInstance() method.,[]
To unlock the Lock instance you must call its unlock() method.,"['(method, implementation, interface): (unlock(), provides implementation for, java.util.concurrent.locks.Lock)']"
You might be asking yourself if there is not a toSeconds() method.,[]
Creating a Duration object is done using one of the Duration class factory methods.,[]
You initialize the Mac instance by calling its init() method passing as parameter the secret key to be used by the Mac instance.,[]
This Keytool -delete command will remove the KeyStore entry with the alias testkey from the KeyStore stored in the file keystore.jks .,[]
"If you just need an object to hold a date, for instance as a property in a simple domain model object, you can use the java.util.Date class.",[]
This is somewhat different from what we are used to with System.getCurrentTimeMillis() where a moment in time (or a period between two moments) is represented as a number of milliseconds.,[]
The toNanos() is different from the getNano() in that the getNano() only returns the part of the Duration which is less than one second.,[]
The String passed as parameter to the getInstance() method is the name of the digital signature algorithm to use.,"['(method, execution, class): (java.security.Signature.getInstance(), takes, java.lang.String)']"
You can create a Java KeyStore instance by calling its getInstance() method.,"['(class, implementation, method): (getinstance, create, keyStore)']"
"Time is measured using 86.400 seconds per day, moving forward from the origin.",[]
The Instant class also has several methods which can be used to make calculations relative to an Instant.,[]
Loading the KeyStore data from a file or other storage is done by calling the KeyStore load() method.,[]
The toNanos() method returns the full time interval converted to nanoseconds.,[]
You can read about them in the JavaDoc for the DateTimeFormatter class.,[]
This tutorial only explains how to use the Java Cryptography API representation of a message digest in the MessageDigest class.,"['(class, containment, package): (java.security.MessageDigest, contained in, java.security)']"
The Duration class contains a set of methods you can use to perform calculations based on a Duration object.,[]
The DateTimeFormatter class contains a set of predefined (constant) instances which can parse and format dates from standard date formats.,[]
"If you need to do date calculations like adding days or months to another date, or check what weekday (monday, tuesday etc.)",[]
The Java Signature class (java.security.Signature) can create a digital signature for binary data.,"['(class, containment, package): (java.security.Signature, part of, java.security)']"
The LocalTime class in the Java 8 date time API represents a specific time of day without any time zone information.,[]
To calculate a MAC value you call the Mac update() or doFinal() method.,[]
Via the methods that return an enum you can get an int representation of the enum by calling the getValue() of the enum .,[]
"The returned long value can be used to initialize java.util.Date, java.sql.Date, java.sql.Timestamp and java.util.GregorianCalendar objects.",[]
You can perform a set of simple date calculations with the LocalDate class using one or more of the following methods:,[]
"If you need to read and write the date and time to a database, use the java.sql.Date and java.sql.Timestamp classes.",[]
"The LocalTime class is immutable, so all calculations on LocalTime objects return a new LocalTime instance.",[]
Once the Mac instance is initialized you can calculate a MAC from data by calling the update() and doFinal() method.,"['(class, implementation, method): (javax.crypto.Mac, provides, update())', '(class, implementation, method): (javax.crypto.Mac, provides, doFinal())', '(method, collaboration, method): (update(), works with, doFinal())']"
"The KeyGenerator init() method takes two parameters: The bit size of the keys to generate, and a SecureRandom that is used during key generation.","['(class, implementation, method): (java.security.KeyGenerator, provides, init())', '(class, execution, class): (java.security.KeyGenerator, takes, java.security.SecureRandom)', '(method, execution, class): (init(), takes, java.security.SecureRandom)']"
A Duration object (java.time.Duration) represents a period of time between two Instant objects.,[]
If you need to do simple timing the System.currentTimeMillis() method will do just fine.,[]
"Because System.currentTimeMillis() does not return the time that accurately, it is a good idea to execute the operation to measure more than once.",[]
You create an Instant instance using one of the Instant class factory methods.,[]
The DateTimeFormatter is located in the java.time.format package so the fully qualified class name is java.time.format.DateTimeFormatter.,"['(package, containment, class): (java.time.format, contains, java.time.format.DateTimeFormatter)']"
You can access the PublicKey of a KeyPair by calling its getPublic() method.,"['(class, implementation, method): (java.security.KeyPair, implements, getPublic())']"
"Another good reason to repeat the operation to measure a lot of times is to allow the Java virtual machine to load the classes containing the code, JIT-compile it, and perhaps even optimize it.",[]
"There are also other versions of the of() method that only takes hours and minutes, or hours, minutes and seconds as parameters.",[]
"You create a digital signature by calling the update() method one or more times, finishing with a call to sign().",[]
The LocalTime class contains a set of methods that enable you to perform local time calculations.,[]
From these enums you can obtain their information as int values by calling their getValue() methods.,[]
"The parameters to the of() method are year, month, day (of month), hours, minutes, seconds and nanoseconds.",[]
"if you are reading a file block by block, then you must call the update() method with each block, and finish with a call to doFinal().",[]
It is also possible to create other types of KeyStore instance by passing a different parameter to the getInstance() method.,[]
The time zones are represented by the ZoneId class as shown in the earlier example.,[]
You can access the PrivateKey of a KeyPair by calling the getPrivate() method.,[]
"If you have multiple blocks of data to include in the same message digest, call the update() method and finish off with a call to digest().","['(entity, relation, entity): (update(), finish off with a call to, digest)']"
Notice how the getMonth() and getDayOfWeek() methods return an enum instead of an int.,[]
"The LocalDate Java class is located in the java.time package, so its fully qualified class name is java.time.LocalDate.",[]
"You can find the UTC offset for the desired time zone and create an ID matching it by combining ""UTC"" with the offset (e.g.",[]
"The calculations listed earlier in this text are rather trivial yet tedious to do, and could be encapsulated in a Timer class.",[]
The variable totalTime will now contain the total time it took to execute the callOperationToTime() method.,[]
The Duration class was added to the Java date time API from Java 8.,[]
"If you need to keep the time, use a java.sql.Timestamp instead.",[]
The Instant class in the Java date time API (java.time.Instant) represents a specific moment on the time line.,"['(class, containment, package): (java.time.Instant, part of, java.time)']"
"The biggest difference between java.sql.Date and java.sql.Timestamp is that the java.sql.Date only keeps the date, not the time, of the date it represents.",[]
"Whenever you have something slightly more advanced than just representing a date and time, this is the class to use.",[]
"The Calendar class has a couple of methods you can use to access the year, month, day, hour, minutes, seconds, milliseconds and time zone of a given date.",[]
You create a Signature instance by calling the static getInstance() method.,[]
Once you have an instance of a DateTimeFormatter you can format a date using its format() method.,"['(class, implementation, method): (java.time.format.DateTimeFormatter, provides, format())']"
"To subtract from the fields call the add() method with negative values, like this:",[]
The ZonedDateTime class contains a set of methods used for date time calculations.,[]
There are a few minor traps in the Calendar class that you should be aware of to avoid unnecessary headaches.,[]
You can get the keys of a Java KeyStore instance via its getEntry() method.,[]
"Java only comes with a Gregorian calendar implementation, the java.util.GregorianCalendar class.",[]
"If you know that the key entry you want to access is a private key, you can cast the KeyStore.Entry instance to a KeyStore.PrivateKeyEntry.",[]
Today most of the methods in the class are deprecated in favor of the java.util.Calendar class.,[]
The MONTH field of the Calendar class does not go from 1 to 12 like they do when we write dates otherwise.,[]
The Java DateTimeFormatter class is used to parse and format dates represented with the classes in the Java 8 date time API.,"['(class, containment, package): (java.time.format.DateTimeFormatter, part of, java.time)']"
"That means that 1 = sunday, 2 = monday, ..., 7 = saturday.",[]
Measuring time in Java is easiest to do with the System.currentTimeMillis() method.,"['(class, implementation, method): (java.lang.System, provides, java.lang.System.currentTimeMillis())']"
The LocalDateTime class in the Java 8 date time API (java.time.LocalDateTime) represents a local date and time without any time zone information.,"['(class, containment, package): (java.time.LocalDateTime, part of, java.time)']"
"The comparison follows the rules for the Comparable interface, meaning the compareTo() method returns:",[]
"The Java TimeZone class is a class that represents time zones, and is helpful when doing calendar arithmetics across time zones.",[]
The ZonedDateTime class in the Java 8 date time API represents a date and time with time zone information.,[]
If you need to do heavy or complex date and time calculations it is a good idea to read the class documentation for java.util.Calendar in the official JavaDoc's.,[]
The class documentation contains more detail about the specific behaviour of the class.,[]
"The LocalDate's of() method creates a LocalDate instance representing a specific day of a specific month of a specific year, but without time zone information.",[]
But you only need to use the ZoneId class if you are using the Java 8 date time classes (like the ZonedDateTime class).,[]
Note: In the Java 8 date time API the time zones are represented by the java.time.ZoneId class.,[]
Here is an example of creating a LocalDate using the now() method:,[]
"a given date is, or convert dates and times between time zones, use the java.util.Calendar and java.util.GregorianCalendar classes.",[]
"The add() method is really handy when doing date arithmetics like adding or subtracting years, months, days, hours etc.",[]
Here is an example that shows how to create a LocalDateTime object via the now() method:,"['(class, implementation, method): (localdatetime, create, now)']"
The Calendar class is capable of converting the date and time between time zones.,[]
The granularity of the System.currentTimeMillis() method is larger than 1 millisecond.,[]
"Even though both classes for parsing and formatting dates are covered in more detail in their own texts, I will show you a few examples of how to use them below.",[]
The LocalDate class in the Java 8 date time API represents a local date which is a date without time zone information.,"['(class, containment, package): (java.time.LocalDate, part of, java.time)']"
In the example above we use the DateTimeFormatter.BASIC_ISO_DATE instance which is configured to parse and format dates using the ISO date time format.,[]
Here is an example of how to format and parse a date using the SimpleDateFormat class.,[]
Here is an example of creating a ZonedDateTime object using the now() method:,[]
It is also possible to parse and format dates using the newer Java DateTimeFormatter which is able to parse and format dates from and to the newer date time classes added in Java 8.,[]
"For a full list, see the official JavaDoc for the SimpleDateFormat class.",[]
The parameter passed to the of() method is the ID of the time zone to create a ZoneId for.,[]
"In the example above the ""System.out.println(""Division attempt done"");"" statement will always get executed.",[]
"It is possible to both parse dates from strings, and format dates to strings, using Java's java.text.SimpleDateFormat class.",[]
"For instance, to create an Instant which represents this exact moment of now, call Instant.now(), like this:","['(class, implementation, method): (instant, created by, instant.now())']"
You could view the LocalDateTime as a combination of the LocalDate and LocalTime classes of the Java 8 date time API.,"['(class, containment, package): (java.time.LocalDateTime, belongs to, java.time)', '(class, collaboration, class): (java.time.LocalDate, works with, java.time.LocalTime)', '(class, containment, package): (java.time.LocalDate, belongs to, java.time)', '(class, containment, package): (java.time.LocalTime, belongs to, java.time)']"
Java's java.util.Calendar class is used to do date and time arithmetic.,"['(class, containment, package): (java.util.Calendar, part of, java.util)']"
From the enums you can return an int representation of their value using their getValue() methods.,[]
Another way to format dates is to use the DateTimeFormatter which works with the newer date time classes added in Java 8.,[]
The first way is to call the now() method of the ZonedDateTime class.,[]
"The getOffset() method returns the offset in milliseconds for the given time zone to UTC, at the given time.",[]
Here is how the callDivide() method would look in that case.,[]
"If a method declares that it throws an exception A, then it is also legal to throw subclasses of A.",[]
"Exceptions are regular Java classes that extends java.lang.Exception, or any of the other built-in exception classes.",[]
"You can also create a java.util.Date from a time in milliseconds, like this:",[]
Instead the program skips directly to the catch(IOException e){ ... } catch clause.,[]
"Thus the ""System.out.println(result);"" method will not get executed if an exception is thrown from the divide method.",[]
"The storeDataFromUrl() method can still choose to catch the exception but it no longer has to, and it no longer has to declare that it propagates the exception.",[]
"If the calling method also just throws the method on, the calling method is also interrupted at the openFile() method call, and the exception passed on up the call stack.",[]
The pipe character between exception class names is how you declare multiple exceptions to be caught by the same catch clause.,[]
As you can see the readNumberFromUrl() method now only declares throwing ApplicationException.,[]
Here is an example of creating a ZonedDateTime object using the of() method:,[]
That is why the previous example had the reader.close() method call in the finally block wrapped in a try-catch block:,[]
You can obtain the seconds part of the Duration using the getSeconds() method as explained earlier.,"['(method, access, class): (getSeconds(), retrieves, java.time.Duration)']"
As you know a method throwing Exception may also throw any subclass of Exception.,[]
Checked exceptions declared on methods become part of a the class or interface contract.,[]
As you can see the method1() throws an EnrichableException which is a superclass for enrichable exceptions.,[]
All exceptions thrown in the application must be a subclass of the base exception.,[]
Two new parameters have been added to the addInfo() method and the constructor of the EnrichableException.,[]
When method1() is called from method3() the error identification will look like this:,[]
"Notice how method1() adds the code ""ERROR1"" to the thrown EnrichableException to uniquely identify that error cause.",[]
"Here is an example where method1() catches a non-enrichable exception and wraps it in an enrichable exception, and throws the enrichable exception:",[]
As you can see it is now possible to distinguish an exception thrown from method1() via method2() from the same exception thrown from method1() via method3().,[]
Exceptions caught in the program will be passed to the handleException() which will decide what concrete exception to throw instead.,[]
An error identification for an exception thrown by method1() when called from method2() will now look like this:,[]
"If the reader.read() method call throws an IOException, the following System.out.println((char) i ); is not executed.",[]
But notice too that method1() is called from both method2() and method3().,[]
If the EnrichableException is unchecked it is not necessary to declare it in the handleException() method.,[]
Notice how the readDataFromUrl() method no longer declares that it throws BadUrlException.,[]
"If an exception is thrown from within the try block, and another exception is thrown from the input.close() call in the finally block, both exceptions are preserved in the MyException instance, and propagated up the call stack.",[]
Notice how the two exception class names in the first catch block are separated by the pipe character |.,[]
You may need to change the class definition to suit your own needs.,[]
"So, for instance, if you create a java.sql.Date using the date and time 2009-12-24 23:20, then the time (23:20) would be cut off.",[]
As you can see the readNumberFromUrl() needs to declare throwing both the BadUrlException and the BadNumberException that are thrown from the readDataFromUrl() and converData() methods.,"['(entity, relation, entity): (readnumberfromurl(), needs to declare throwing, badurlexception); (readnumberfromurl(), needs to declare throwing, badnumberexception); (BadUrlException, are thrown from, readdatafromurl); (BadNumberException, are thrown from, converdata)']"
"Though the error may seem the same to method1() no matter which of method2() and method3() that called it, this may important to know for the developer investigating the error.",[]
If storeDataFromUrl() wants to call readDataFromUrl() it has only two choices.,[]
They are subclasses of the ApplicationException so they will get propagated up the call stack.,[]
"Notice how method2() calls the addInfo() method on the caught EnrichableException, and rethrow it afterwards.",[]
Imagine how many exceptions would need to be declared at the top level methods of an application with thousands of classes.,[]
The only requirement is that the new exceptions thrown are subclasses of the base exception.,[]
The Calendar class has a corresponding set() method so you can set these fields too.,[]
Anders Hejlsberg on checked vs. unchecked exceptions http://www.artima.com/intv/handcuffs.html James Gosling on checked exceptions http://www.artima.com/intv/solid.html Bill Venners on Exceptions http://www.artima.com/interfacedesign/exceptions.html Bruce Eckel on checked exceptions http://www.artima.com/intv/typingP.html Designing with Exceptions (Bill Venners - www.artima.com) http://www.artima.com/designtechniques/desexcept.html Effective Java (Joshua Bloch - Addison Wesley 2001) Daniel Pietraru - in favor of checked exceptions Exceptional Java - Checked exceptions are priceless茂驴�?For everything else there is the RuntimeException,[]
"This example creates an anonymous subclass of the InputStreamProcessingTemplate class, instantiates an instance of the subclass, and calls its process() method.",[]
"It doesn't look much different from the previous usage, except the call to the InputStreamProcessingTemplate.process() method is now closer to the top of the code.",[]
Notice how the readNumberFromUrl() method does not declare throwing the ApplicationException even if it throws it.,[]
"This is the InputStreamProcessor, which is called from inside the try block (processor.process(input)).",[]
"That way the System.out.println(""--- File End ---""); method call will always be executed.",[]
Here is an example where the addInfo() method has been changed to accommodate this:,[]
"You are allowed to declare the subclasses in the throws clause of the method, even if you don't really need to.",[]
Notice how the call to the template's process() method is now a static method call.,[]
"The advantage of exception hierarchies is that if you decide to catch (using try-catch) a certain exception in the hierarchy, then you will automatically also catch all subclasses of that exception too.",[]
"The biggest difference between java.sql.Date and java.util.Date is that the java.sql.Date only keeps the date, not the time, of the date it represents.","['(entity, relation, entity): (java.sql.date, difference, java.util.date)']"
The static method System.currentTimeMillis() returns the time since January 1st 1970 in milliseconds.,[]
"But, multiple catch blocks can also be used in the case where all the exceptions thrown inside the try-block are the same type or subclasses of that type.",[]
It is then allowed to throw subclasses of A from the method too.,[]
"If you need to set a date on a java.sql.PreparedStatement or get a date from a java.sql.ResultSet, you will interact with java.sql.Date.","['(class, execution, class): (java.sql.PreparedStatement, set, java.sql.Date)', '(class, similarity, class): (java.sql.PreparedStatement, similar to, java.sql.ResultSet)']"
"It is still possible to handle the two exceptions with each their own catch-block as shown earlier, even if only the superclass is declared thrown.",[]
Summary In this text we have seen that exception hierarchies can be created by subclassing exception classes.,[]
"As long as the superclass of any declared exception is also declared thrown, it doesn't have any effect on the code to include the throwing of the subclass.",[]
"If a method can throw either a certain exception A, or any subclasses of A (Asub), then it is enough to declare in the method declaration that the method throws A.",[]
"If you need more granularity on the exceptions thrown, for instance because you think the exceptions may be handled differently, then add new exceptions as subclasses of your API or application base exception.",[]
Exception wrapping is a standard feature in Java since JDK 1.4.,[]
"When a request is successfully processed, you can write the whole execution context object to a log file, as a single, coherent structure (e.g.",[]
"Any calls to pre() after this one, will result in new nodes being attached to the newly created node.",[]
"Therefore, I have developed an ExecutionContextTree class, which can contain this information.",[]
"It's implemented as a single class called ExecutionContext, which keeps all calls to it internally in a list.",[]
The post() call removes the node as the current parent in the execution tree.,[]
Notice how the process() method calls the doProcess() method inside the try-catch block.,[]
"The pre() call creates a new node, and attaches it to the parent node (if any).",[]
"In Mr. Persister we could add a ConnectionOpenException, QueryException, UpdateException, CommitException, and ConnectionCloseException as subclasses of PersistenceException.","['(entity, relation, entity): (persistenceexception, includes, connectionopenexception); (persistenceexception, includes, queryexception); (persistenceexception, includes, updateexception); (persistenceexception, includes, commitexception); (persistenceexception, includes, connectioncloseexception)']"
"You will use the template by subclassing it, and overriding the doProcess() method.",[]
"It is a good idea to create a base exception for your API or application, and have all other exceptions subclass this base exception.",[]
"You will typically also get more help from your IDE's code completion when writing it, because the IDE will recognize both the doProcess() and process() methods.",[]
You can still use the java.util.Date class to represent a date though.,"['(class, containment, package): (java.util.Date, part of, java.util)']"
In this text we have seen that exception hierarchies can be created by subclassing exception classes.,[]
They also have a getCause() method that will return the wrapped exception.,[]
Notice how each method ( level1() to level3() ) calls the ExecutionContext.,[]
All classes implementing this interface can be used inside the try-with-resources construct.,[]
The two exceptions thrown when attempting to close the resources are available in the Throwable array returned by e.getSuppressed().,[]
The Java try-with-resources construct does not just work with Java's built-in classes.,[]
Instead of subclassing the InputStreamProcessingTempate you could rewrite it to take an instance of an InputStreamProcessor interface.,[]
Any class that implements this interface can be used with the Java try-with-resources construct.,[]
Argument 5 (Pro Unchecked Exceptions) Checked exceptions declared on methods become part of a the class or interface contract.,[]
"However, in the example above I have forced both resources to throw an exception when attempted closed, and the first resource to throw an exception when used (when doOp() is called).",[]
"To understand why, look at the following method which reads a file and prints it to the System.out:",[]
"In case an exception is thrown when attempting to close one of the resources, these exceptions will be available from the exception's getSuppressed() method inside the catch block.",[]
"In the example above, the AutoClosableResource is configured to throw an exception both when doOp() is called, and when it is attempted closed (via close()).",[]
"The second method (TimeZone.getTimeZone(""Europe/Copenhagen"")) returns the TimeZone corresponding to the given time zone ID (in this example ""Europe/Copenhagen"").","['(method, access, class): (java.util.TimeZone.getTimeZone(), retrieves, java.util.TimeZone)']"
You can compare java.util.Date instance because the class implements the java.lang.Comparable interface.,"['(class, implementation, interface): (java.util.Date, implements, java.lang.Comparable)']"
Here is the output printed to System.out when the method myAutoClosable() is called:,[]
"The InputStream's close() method may throw an exception too, if closing it fails.",[]
"Using the addSuppressed() method it is possible to add suppressed exceptions to another exception, in case you need that.",[]
Individual subclasses makes it possible (but not obligatory) to catch and handle these individual exceptions differently.,[]
"In case the parameter to resourceOne.doOp() was changed to true also, the doOp() method would throw an exception.",[]
"In that case, the exception thrown when attempted closed will be propagated up the call stack to the main() method where the try-catch block will catch it.",[]
"Actually, java.sql.Timestamp extends java.util.Date, so anything you can do with a java.util.Date you can also do with a java.sql.Timestamp.","['(class, similarity, class): (java.sql.Timestamp, similar to, java.util.Date)']"
Another way to create a ZonedDateTime object is to use the of() method which can create a ZonedDateTime object from a concrete date and time.,[]
"The exception thrown from doOp() is caught in the catch block, its getSuppressed() method returns an array with the exception thrown when the resource was attempted closed.",[]
You will have to code your own exception class in order to make exception enrichment possible.,[]
"Adding elements to a generic Set is done using the add() method, just like you have always done:",[]
"You can also implement the java.lang.AutoCloseable interface in your own classes, and use them with the try-with-resources construct.",[]
"In that case, it is this exception that is propagated up the call stack to the main() method.",[]
Notice how it is not necessary to cast the object returned from the iterator.next() next call.,[]
"In contrast, inside a DAO class you will most likely not be able to interact with the user to correct the error.",[]
"The getSuppressed() method of that exception will return an empty array, since no exceptions where suppressed.",[]
In this example the validate() method throws an exception as soon as an validation error is found.,[]
"However, the ExceptionHandler can throw all the unchecked exceptions it wants (RuntimeException and subclasses of it).",[]
When you then try to take objects out of listB you could risk to get non-B objects out (e.g.,[]
Thus you could insert non-B objects into a list declared to hold B (or B subclass) instances.,[]
One difference in the java.sql.Timestamp from its superclass java.util.Date is its ability to hold the nanoseconds of a date too.,[]
"Java Generic's wildcards is a mechanism in Java Generics aimed at making it possible to cast a collection of a certain class, e.g A, to a collection of a subclass or superclass of A.",[]
The first method (TimeZone.getDefault()) returns the default time zone for the system (computer) this program is running on.,[]
"In listA you can insert objects that are either instances of A, or subclasses of A (B and C).",[]
Generics is not restricted to the predefined classes in the Java API's.,[]
The java.util.TimeZone class is used in conjunction with the java.util.Calendar class.,[]
"As you can see, the pre() and post() calls are very often insert at the start and end of a method call.",[]
"You can now call insertElements() with either a List<A>, or a List typed to a superclass of A.",[]
The string passed as parameter to the SimpleDateFormat class is a pattern that tells how the instance is to parse and format dates.,"['(class, execution, class): (java.text.SimpleDateFormat, receives, java.lang.String)']"
"super A> means that the list is typed to either the A class, or a superclass of A.",[]
The <T> is a type token that signals that this class can have a type set when instantiated.,[]
"When you know that the list is typed to either A, or a superclass of A, it is safe to insert instances of A or subclasses of A (e.g.",[]
The processElements() method can now be called with any generic List as parameter.,[]
"Imagine you have a method that processes the elements of a List, e.g.",[]
Here are a few examples of calls to the getInstance() method:,[]
"All of the elements inserted here are either A instances, or instances of A's superclass.",[]
Notice how it is not necessary to cast the object returned from the factory.createInstance() method.,[]
"When you know that the instances in the collection are of instances of A or subclasses of A, it is safe to read the instances of the collection and cast them to A instances.",[]
"However, since any class eventually subclass Object you can read objects from the list if you cast them to Object.",[]
The next call to pre() will now attach a node to the parent of the node just removed as parent node.,[]
"The elements already present in the list when insertElements() is called could be of any type that is either an A or superclass of A, but it is not possible to know exactly which class it is.",[]
As you can see the return type changes depending on what class object you pass in as parameter to the method.,[]
Generics add a way to specify concrete types to general purpose classes and methods that operated on Object before.,[]
And here is the corresponding implementation skeleton of the MyIterator class:,[]
It is of course possible to use Generics for other classes than the Java collections.,[]
You can get and set the nanoseconds using the getNanos() and setNanos().,[]
"Note: Java generics can be used with other classes than the collection classes, but it is easiest to show the basics of Java generics using collections.",[]
It is possible to use your own collection type classes with the new for-loop.,[]
"You can now call the processElements() method with either a List<A>, List<B> or List<C>.",[]
"Since both B and C extend A, if A had a superclass, B and C would also be instances of that superclass.",[]
This text explains how to use the DecimalFormat class to format different types of numbers.,[]
The date format parameter can be chosen among the following constants in the DateFormat class:,[]
"In order to format only time and not the date itself, you need a time instance of the DateFormat class.",[]
"Using Java generics in your own classes is described in more detail in the tutorials about generic classes, generic methods and using class objects as type literals.",[]
"You can access the date and time contained in a java.util.Date instance using the getTime() method, like this:",[]
"In the example above the ""System.out.println(result);"" statement will not get executed if an exception is thrown fromt the divide method.",[]
"When you just write a diamond operator as generic type, the Java compiler will assume that the class instantiated is to have the same type as the variable it is assigned to.",[]
If you use a Calendar (from the Java 7 and earlier date time API) you can still use the java.util.TimeZone class.,[]
"Actually, java.sql.Date extends java.util.Date, so anything you can do with a java.util.Date you can also do with a java.sql.Date.","['(class, similarity, class): (java.sql.Date, similar to, java.util.Date)', '(class, containment, package): (java.sql.Date, part of, java.sql)', '(class, containment, package): (java.util.Date, part of, java.util)']"
"Here is a list of the available time zone ids in the TimeZone class, printed as returned by TimeZone.getAvailableIDs().",[]
"The fact that FileNotFoundException is a subclass of IOException gives us the choice of either treating all IOExceptions the same, or catch some of IOExceptions subclasses individually, as is done in the code example above.",[]
"RuntimeExceptions thrown from the try-block are not preserved, if the input.close() call also throws an exception.",[]
"Notice how it is not necessary to cast the object obtained from the List.get() method call, as is normally necessary.",[]
You create an instance that can recognize one of the above boundaries using the corresponding factory method in the BreakIterator class.,[]
"For a full explanation of what these methods do, see the JavaDoc for the DecimalFormatSymbols class.",[]
"A character instance of the BreakIterator class finds character boundaries for user characters, not unicode characters.",[]
"If the catch(FileNotFoundException e) block is removed any FileNotFoundException will be caught by the catch(IOException e) block, since FileNotFoundException is a subclass of IOException.",[]
"Notice how the isWord() method uses the Character.isLetterOrDigit() method to determine if a character is a letter or digit, or something else (like semicolon, quote etc.).",[]
"If you need to set a date + time on a java.sql.PreparedStatement or get a date + time from a java.sql.ResultSet, you will interact with java.sql.Timestamp.","['(class, execution, class): (java.sql.PreparedStatement, receives, java.sql.Timestamp)']"
"If an exception is thrown both from inside the try-with-resources block, and when a resource is closed (when close() is called), the exception thrown inside the try block will be propagated up the call stack.",[]
"Neither is the last reader.close() or the System.out.println(""--- File End ---""); statements.","['(entity, relation, entity): (reader.close(), is different to, system.out.println)']"
Java has some methods in the java.lang.Character class that are useful in internationalization of Java applications.,[]
The compare() method returns an int with the same meaning as the String.compareTo() method:,[]
The returned type is an int which matches a set of predefined constants in the Character class.,[]
Look in the JavaDoc for the Character class for more constants.,[]
The Character class also has a method that enables you to determine if the value of a given int defines a character in unicode.,[]
"In that case, the Throwable array returned from e.getSuppessed() will be an empty array (size of 0).",[]
Also notice how it is not necessary to cast the String instance returned by the get() method.,[]
"To safely check if a character is a letter, number or space character you need to use the methods in java.lang.Character to do so.",[]
"In the example with FileNotFoundException, if you catch IOException which is the superclass of FileNotFoundException, you will also catch FileNotFoundException.","['(class, containment, package): (java.io.FileNotFoundException, part of, java.io)', '(class, containment, package): (java.io.IOException, part of, java.io)']"
To compare two strings using the Collator instance you call the compare() method.,[]
"If an exception is thrown from the reader.read() method then program execution is halted, and the exception is passed up the call stack to the method that called openFile().","['(method, execution, class): (java.io.Reader.read(), throws, java.lang.Exception)', '(class, execution, class): (java.io.Reader, throws, java.lang.Exception)']"
"Thus, simply using the String.compareTo() method may not work for all languages.",[]
The java.text.DateFormat class is used to format dates as strings according to a specific Locale.,"['(class, containment, package): (java.text.DateFormat, part of, java.text)']"
"Input is everything that your application receives from its users, either directly through the user interface, sent to it via service calls (e.g.",[]
A 0 means that the two strings have the same order - e.g.,[]
