Text,Result
"the headmap() method returns a view of the original navigablemap which only contains elements that are ""less than"" the given element.",[]
"thus, some constructors may be available to all classes in your application, while other constructors are only available to classes in the same package, subclasses, or even only to the class itself (private constructors).","['(class, containment, class): (class, available to, subclasses)']"
"the bigger the result string grows, the longer it takes to copy the characters from it into a new stringbuilder, and again copy the characters from the stringbuilder into the temporary string created by the tostring() method.","['(class, conversion, class): (string, transformed into, stringbuilder)']"
spin locks and the methods wait() and notify() are covered in more detail in the text thread signaling.,"['(method, collaboration, method): (wait(), covered in more detail, notify)']"
these two parameters are intended to tell from what class and method the log message originated.,"['(class, containment, method): (class, originated, method)']"
"inside the while loop the example calls the method getmoredata() to get the next data to write to the outputstream, and then writes that data to the outputstream.",[]
when the thread is done with the code in the critical section (the code between lock() and unlock()) the thread calls unlock(),"['(method, dependency, method): (lock(), relies on, unlock)']"
"the reentrantlock isheldbycurrentthread() method returns true if the lock is held (locked) by the thread calling isheldbycurrentthread(), and false if not.","['(class, containment, method): (reentrantlock, includes, isheldbycurrentthread)']"
in an untyped atomicstampedreference instance the set() method takes an object reference as first parameter.,"['(class, containment, method): (atomicstampedreference, instance, set)']"
a constructor is a special method that is called when an object of the given class is created (explained later).,"['(method, creation, class): (constructor, is called when an object of, class)']"
collection.add(e e) is different from the offer() method which will return false if it cannot insert the element,"['(method, difference, method): (collection.add, is different from, offer)']"
"you receive data from a datagramchannel by calling its receive() method, like this:",[]
"the arraylist again iterates all its elements and execute ""123"".equals(element) to determine if the element is equal to the parameter object ""123"".","['(class, execution, method): (arraylist, iterates, equals)']"
"when you have specified a generic type for a java collection, that generic type also works for the iterator returned by the iterator() method.",[]
"to remove elements from a java queue, you call the remove() method.","['(class, execution, method): (queue, remove elements using, remove)']"
here is an example of setting a mark in a bytearrayinputstream via its mark() method:,"['(class, execution, method): (bytearrayinputstream, setting a mark, mark)']"
the boundedsemaphore class shown below has two testandset methods take() and release(),"['(class, containment, method): (boundedsemaphore, has, take)', '(class, containment, method): (boundedsemaphore, has, release)']"
the lock() method locks the lock instance so that all threads calling lock() are blocked until unlock() is executed.,"['(method, dependency, method): (lock(), relies on, unlock)']"
the boundedsemaphore class shown below has two test-and-set methods: take() and release().,"['(class, containment, method): (boundedsemaphore, has, take)', '(class, containment, method): (boundedsemaphore, has, release)']"
"here are the two classes used in the example above, counter and counterthread.","['(class, containment, class): (counter, used in, counterthread)']"
"the java iterator foreachremaining() method can iterate over all of the elements remaining in the iterator internally, and for each element call a java lambda expression passed as parameter to foreachremaining() .",[]
"the readbytes() method reads bytes from the file represented by the given streamstorageblockfs instance, into the byte[] array passed as parameter.",[]
you can obtain the length of a string using the length() method.,[]
the factory method locale.forlanguagetag() can also be used to create a locale instance.,"['(method, creation, class): (locale.forlanguagetag(), create, locale)']"
here is an example of flushing data written to a java outputstreamwriter by calling its flush() method:,"['(class, execution, method): (outputstreamwriter, calls, flush)']"
"but, no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block.","['(method, dependency, method): (unlock(), execute after, lock)']"
"you can also obtain an iterator from many of the java collection data structures, e.g. a list, set, map, queue, deque or map.",[]
in a typed atomicreference the set() method takes whatever type as parameter you declared as its type when you declared the atomicreference.,"['(class, containment, method): (atomicreference, includes, set)']"
if you need an integer value use the round() floor() or ceil() method,"['(method, equivalence, method): (round(), integer value, floor)', '(method, equivalence, method): (round(), integer value, ceil)', '(method, equivalence, method): (floor(), integer value, ceil)']"
"that you would not call wait() and notify() on an internal monitor object, but rather on the this is probably true.","['(method, preference, method): (wait(), not call, notify)']"
"thus, at most n threads can pass the acquire() method without any release() calls, where n is the number of permits the semaphore was initialized with.","['(method, limitation, method): (acquire(), without any release() calls, release)']"
you can remove all entries in a java map using the clear() method.,"['(class, modification, method): (map, remove all entries, clear)']"
"the superclasses contain methods with the same names and parameters, multiple inheritance was left out in java.","['(class, containment, method): (superclasses, contain, methods)']"
"mutiple blocks from a large file, you call the update() once for each block of data, and finish with a call to dofinal() with the last data loce","['(method, dependency, method): (update(), relies on, dofinal)']"
this causes the myobject class to be loaded by the same class loader that loaded the class this code is residing in.,"['(class, containment, class): (class, loaded by, myobject)']"
creating a matcher is done via the matcher() method in the pattern class.,"['(class, creation, method): (pattern, creation, matcher)']"
it is possible to use a class from another package without importing it with an import statement.,[]
"as parameters to the completed() method are passed an integer telling how many bytes were read, and the ""attachment"" which was passed to the read() method.","['(method, dependency, method): (completed(), relies on, read)']"
the java bufferedwriter's flush() method flushes all data written to the bufferedwriter to the underlying data destination.,"['(class, containment, method): (bufferedwriter, includes, flush)']"
here is an example of removing the first element of a java deque using the removefirst() method:,"['(class, execution, method): (deque, removing the first element, removefirst)']"
the poll() and remove() both removes the first element in the queue. they differ in how they behave if the queue is empty. the poll() method returns null if the queue is empty. the remove() method throws an exception if the queue is empty.,"['(method, difference, method): (poll(), differ in behavior if the queue is empty, remove)', '(class, containment, method): (queue, includes, poll)', '(class, containment, method): (queue, includes, remove)']"
"since count() returns a long, the stream chain of non-terminal operations (the map() calls) is ended.","['(method, dependency, method): (count(), relies on, map)']"
"you can declare a static initializer for the anonymous class instead, though.","['(class, containment, method): (anonymous class, declare, static initializer)']"
obviously if the input parameter to contains() is null the contains() method will not use the equals() method to compare against each element but rather use the == operator,"['(method, difference, method): (contains(), not use, equals)']"
"if you need to match a text against a regular expression pattern more than one time, you need to create a pattern instance using the pattern.compile() method.","['(class, creation, method): (pattern, create, pattern.compile)']"
"the trylock(long timeout, timeunit timeunit) works like the trylock() method, except it waits up the given timeout before giving up trying to lock the lock.",[]
"in other words, as a call to the get() method on the httprequestcache singleton.",[]
you can read a java boolean from the datainputstream using its readboolean() method.,[]
"then they are executed already when the class is loaded, and only once because the class is only loaded in the java virtual machine once.","['(class, containment, class): (java virtual machine, loaded in, class)']"
a java class may contain a mix of data (variables) and actions (methods).,"['(class, containment, method): (class, contain, methods)']"
"in case a class contains more than one static synchronized method, only one thread can execute inside any of these methods at the same time.","['(class, containment, method): (class, contains, method)']"
the class myfilterimpl should be your own implementation of the filter interface.,"['(class, implementation, interface): (myfilterimpl, implementation of, filter)']"
a java callable is different from a runnable in that the runnable interface run() method does not return a value and it cannot throw checked exceptions (only runtimeexceptions),[]
the statement executequery() method returns a java jdbc resultset which can be used to navigate the response of the query.,"['(method, creation, class): (executequery(), returns, resultset)']"
"since a java string object can never be an instance of the java integer class, the java compiler will catch this an give you an error.","['(class, difference, class): (string, never be an instance of, integer)']"
"notice how method1() adds the code ""error1"" to the thrown enrichableexception to uniquely identify that error cause.",[]
"the thread calling unlock() will take the top queueobject in the queue and call donotify() on it, to awaken the thread waiting on that object.","['(method, execution, method): (unlock(), awakens, donotify)']"
"atomicreference even has an advanced compareandset() method which lets you compare the reference to an expected value (reference) and if they are equal, set a new reference inside the atomicreference object.","['(class, containment, method): (atomicreference, has, compareandset)']"
the second getbytes() call return a utf-8 byte representation of the string.,[]
"the java inputstream class, java.io.inputstream, represents an ordered stream of bytes.",[]
you will normally use a writer subclass rather than a writer directly.,"['(class, preference, class): (writer, use, writer)']"
"in the example above, the autoclosableresource is configured to throw an exception both when doop() is called, and when it is attempted closed (via close()).","['(class, execution, method): (autoclosableresource, configured to throw an exception when called, doop)', '(class, execution, method): (autoclosableresource, configured to throw an exception when attempted closed, close)']"
"the reentrantlock islocked() method returns true if the lock is currently locked, and false if not.","['(class, containment, method): (reentrantlock, includes, islocked)']"
unfortunately if an exception is thrown during the write() call in the example above that exception will cause the program flow to break before the close() method is called,"['(method, dependency, method): (write(), relies on, close)']"
the getresourcebundlename() method returns the name of the resourcebundle (if any) used to localize the message of this logrecord.,[]
here is an example of removing the first element from a java deque using the poll() method:,"['(class, execution, method): (deque, removing the first element, poll)']"
"notice how appendreplacement() is called inside the while(matcher.find()) loop, and appendtail() is called just after the loop.","['(method, execution, method): (matcher.find, called inside, appendreplacement)', '(method, execution, method): (appendtail, called just after, matcher.find)']"
you close a fileinputstream by calling the close() method inherited from inputstream.,"['(class, implementation, class): (fileinputstream, inherited from, inputstream)', '(class, execution, method): (fileinputstream, close(), close)']"
"then the example creates a path instance from this path string, and prints that path instance out (actually it prints path.tostring()).","['(class, creation, method): (path, creates, path.tostring)']"
sometimes you need a classpath which contains more than one directory or jar file.,"['(class, containment, class): (classpath, contains, directory)', '(class, containment, class): (classpath, contains, jar file)']"
"since the java fileoutputstream is a subclass of outputstream, you can write arrays of bytes to the fileoutputstream too, instead of just a single byte at a time.","['(class, containment, class): (fileoutputstream, is a subclass of, outputstream)']"
"the bufferfull() method scans through the buffer, but must leave the buffer in the same state as before the bufferfull() method was called.","['(method, equivalence, method): (bufferfull(), same state as, bufferfull)']"
the java chararrayreader class (java.io.chararrayreader) enables you to read the contents of a char array as a character stream.,[]
"the java outputstreamwriter class, java.io.outputstreamwriter, is intended to wrap an java outputstream and thereby turning the byte based output stream into a character based writer.","['(class, conversion, class): (outputstreamwriter, turning into, writer)', '(class, containment, class): (outputstreamwriter, wrap, outputstream)']"
"inside the for loop the example accesses the elements in the list via its get() method, passing the incrementing variable i as parameter.",[]
the problem with calling wait() and notify() on the empty string or any other constant string is that the jvmcompiler internally translates constant strings into the same object,"['(method, collaboration, method): (wait(), communicates_with, notify)']"
"the biggest difference between java.sql.date and java.util.date is that the java.sql.date only keeps the date, not the time, of the date it represents.","['(class, difference, class): (java.sql.date, difference, java.util.date)']"
here is an example of peeking at the first element of a java queue using the element() method:,[]
the jdbc connection getmetadata() method returns a jdbc databasemetadata object which can be used to introspect the database the jdbc connection is connected to.,[]
the java.util.logger class is the main access point to the java logging api.,[]
"if the read() method returns -1, the end of stream has been reached, meaning there is no more data to read in the inputstream.",[]
the java collections api only has one implementation of the java sortedset interface - the java.util.treeset class.,"['(class, implementation, interface): (java.util.treeset, implementation of, java.util.sortedset)']"
this method in turn calls the processurldata() in the urlprocessorimpl class.,[]
"the java navigableset interface, java.util.navigableset, is a subtype of the java sortedset interface.",[]
"similarly, when next() is called and returns false, the resultset is actually pointing after the last record.",[]
"you must always create an instance of some class that implements the interface, and reference that instance as an instance of the interface.","['(class, implementation, interface): (class, implements, interface)']"
then an anonymous implementation of the callable interface is created and passed to the schedule() method.,[]
methods are operations that the class or instances of that class can perform.,"['(class, containment, method): (class, includes, methods)']"
"the contains() method will return true if the queue contains the given element, and false if not.","['(class, containment, method): (queue, contains, contains)']"
"if the deque is empty, peekfirst() returns null. this is similar to how peek() works, but the method name peekfirst() is a bit more saying about which end of the deque you peek at.","['(method, equivalence, method): (peekfirst(), similar to, peek)']"
the methods start() and end() will give the indexes into the text where the found match starts and ends.,"['(method, dependency, method): (start(), give the indexes, end)']"
"for instance, to create an instant which represents this exact moment of now, call instant.now(), like this:","['(class, creation, method): (instant, represents, instant.now)']"
the math.log10 method works like the math.log() method except is uses 10 as is base for calculating the logarithm instead of e (euler's number).,"['(method, difference, method): (math.log10, uses 10 as its base for calculating the logarithm instead of e, math.log)']"
the reentrantlock getqueuelength() method returns the number of threads waiting to lock the lock.,"['(class, containment, method): (reentrantlock, includes, getqueuelength)']"
fields are class member variables - either static or instance variables.,"['(class, containment, class): (class, are, member variables)', '(class, containment, class): (member variables, are, static)', '(class, containment, class): (member variables, are, instance variables)']"
"both threads execute the run() method, and thus sets different values on the threadlocal instance.",[]
"please note, that the method trylock() (covered later in this java lock tutorial) with no parameters does not respect the fairness mode of the reentrantlock.","['(method, limitation, class): (trylock(), does not respect the fairness mode of, reentrantlock)']"
"to remove an element from a sortedset you call its remove() method, passing the element to remove as parameter.","['(class, execution, method): (sortedset, remove, remove)']"
the submit() method returns a java future object which can be used to check when the runnable has completed.,"['(method, creation, class): (submit(), returns, future)']"
not all methods in an abstract class have to be abstract methods.,"['(class, containment, method): (abstract class, includes, abstract methods)']"
notice how the execute() method will throw an illegalstateexception if execute() is called after stop() has been called.,"['(method, limitation, class): (execute(), throw, illegalstateexception)', '(method, dependency, method): (execute(), called after, stop)']"
"in the example above, the iterator next() method returns an object - and so does the get() method.","['(method, equivalence, method): (iterator.next(), returns, get)']"
instances of this class are used together with udp datagramsockets and normal socket's and serversocket's.,"['(class, collaboration, class): (datagramsocket, used together with, socket)', '(class, collaboration, class): (datagramsocket, used together with, serversocket)', '(class, collaboration, class): (socket, used together with, serversocket)']"
"by walking through all directories and deleting all files (inside visitfile()) in each directory, and afterwards delete the directory itself (inside postvisitdirectory()) you can delete a directory with all subdirectories and files.","['(method, execution, method): (visitfile(), delete files, postvisitdirectory)']"
here is how providing a supplier implementation as a lambda expression to withinitial() looks:,[]
you typically read data from an inputstream by calling the read() method.,[]
the bufferedwriter adds one extra method though: the newline() method which can write a new-line character to the underlying writer.,"['(class, containment, method): (bufferedwriter, adds, newline)']"
but calling the close() method has no effect on the bytearrayoutputstream.,"['(method, limitation, class): (close(), has no effect on, bytearrayoutputstream)']"
the java matcher class (java.util.regex.matcher) is used to search through a text for multiple occurrences of a regular expression.,[]
"using the inputstream you can load the file into a java properties instance, using either the load() or loadfromxml() methods explained earlier in this java properties tutorial.","['(class, containment, class): (inputstream, load into, properties)', '(class, execution, method): (inputstream, load, load)', '(class, execution, method): (inputstream, load, loadfromxml)']"
the format() and printf() methods allow you to mix text and data in very advanced ways using a formatting string,"['(method, collaboration, method): (format(), mix, printf)']"
each thread executing the somemethod() method will create its own localobject instance and assign it to the localobject reference.,"['(method, creation, class): (somemethod(), creates, localobject)']"
"in mr. persister we could add a connectionopenexception, queryexception, updateexception, commitexception, and connectioncloseexception as subclasses of persistenceexception.","['(class, containment, class): (persistenceexception, includes, connectionopenexception)', '(class, containment, class): (persistenceexception, includes, queryexception)', '(class, containment, class): (persistenceexception, includes, updateexception)', '(class, containment, class): (persistenceexception, includes, commitexception)', '(class, containment, class): (persistenceexception, includes, connectioncloseexception)']"
a thread that calls wait() on any object becomes inactive until another thread calls notify() on that object.,"['(method, dependency, method): (wait(), becomes inactive until, notify)']"
here is an example of skipping over a number of bytes using the bytearrayinputstream skip() method:,"['(class, execution, method): (bytearrayinputstream, uses, skip)']"
in order to calculate a message digest of some data you call the update() or digest() method.,"['(method, dependency, method): (update(), relies on, digest)']"
"the map merge() method takes a key, a value, and a lambda expression implementing the bifunction interface as parameters.","['(class, containment, method): (map, takes, merge)']"
the methods class.getfield(string name) and class.getfields() methods only return public fields so they wont work,"['(method, difference, method): (class.getfield, return public fields, class.getfields)']"
to configure the maven surefire plugin to enable java preview features you need the following configuration in your maven pom file - in the <build><plugins>...</plugins></build> section:,[]
personally i prefer to locate the square brackets [] after the data type (e.g.,[]
"in the example above, the anymatch() method call will return true, because the first string element in the stream starts with ""one"".",[]
imagine that the fairlock instance is locked when a thread calls lock().,[]
when checking for tables with similar names to the class to map only the class name itself is used.,[]
you can read about them in the javadoc for the datetimeformatter class.,[]
in order to use a java.nio.file.path instance you must create a path instance.,[]
"second, the example calls the apply() method on the addthree instance.",[]
here is an example of reading a java boolean object using the rionreader readbooleanobj() method:,[]
"the batch size can thus vary from 1 to a maximum upper limit set by the system, e.g.",[]
"the reason a call to dofinal() is needed for the last block of data is, that some encryption algorithms need to pad the the data to fit a certain cipher block size (e.g.",[]
the java stream flatmap() methods maps a single element into multiple elements.,[]
"but if some implementing classes are located in client code of the api (the code that uses the api), then that code breaks.",[]
the logger class has a few more methods that i haven't covered here.,[]
"the objectmapper mapper breaks the class name into words, based on the uppercase letters and numbers in the class name.",[]
"creating an object of a certain class is also called ""instantiating"" an object.",[]
the incrementandget() method increments (adds 1) to the value of a given element and returns the new value of that element.,[]
"this function implementation implements the apply() method so it takes a long as parameter, and returns a long.",[]
calling addandget() is also an atomic operation (like all operations on the atomiclongarray).,[]
when the process() method of the subclass is called the full process is executed including the stepbefore() and stepafter() of the abstract superclass and the action() method of the subclass,"['(method, execution, method): (process(), executes, stepbefore)', '(method, execution, method): (process(), executes, stepafter)', '(method, execution, method): (process(), executes, action)']"
"the purpose of this tutorial is to try to give you an overview of how all these classes are grouped, and the purpose behind them, so you don't have to wonder whether you chose the right class, or whether a class already exists for your purpose.",[]
"if the factory produced cars, then the blueprint / design manual of the cars to produce corresponds to a java class, and the physical cars produced corresponds to java objects.",[]
"in java, all instructions (code) have to be located inside a java class.",[]
an entry in the zipfile has the relative path ../../../../etc/hosts .,[]
here is how you read the init parameters from inside your servlet - in the servlets init() method:,[]
here is an example of creating a jdbc databasemetadata object via the jdbc connection getmetadata() method:,[]
"since path instances may or may not point to paths that exist in the file system, you can use the files.exists() method to determine if they do (in case you need to check that).",[]
"but now you can check via the mock if the dao uses the connection properly, for instance if the connection.close() is called (or not called), if you expected that.",[]
"you can set the column widths using the setwidths() method, like this:",[]
"had the numberformat instance been created using a uk locale instance, the number had been parsed to 10000, because the comma would have been interpreted as a integer separator (e.g.",[]
to use the streamstoragefs class you must first create a streamstoragefs instance.,[]
by calling either the include() or forward() method the servlet container activates whatever servlet is mapped to the url the requestdispatcher.,"['(method, collaboration, method): (include(), activates, forward)']"
"when the process() method of the subclass is called, the full process is executed, including the stepbefore() and stepafter() of the abstract superclass, and the action() method of the subclass.","['(method, execution, method): (process(), executed, stepbefore)', '(method, execution, method): (process(), executed, stepafter)', '(method, execution, method): (process(), executed, action)']"
"the time field in the clock class has no access modifier, which means that it is implicitly assigned the default / package access modifier.",[]
the java instanceof operator also works when comparing an object against an interface instead of a class.,[]
the size() method of the filechannel object returns the file size of the file the channel is connected to.,[]
"the constructors are the two methods that have the same name as the class, and which have no return type specified.","['(class, containment, method): (class, includes, constructors)', '(class, containment, method): (class, includes, methods)']"
"if the subclass tries to access the field, it will access the field in the subclass.",[]
here is an example of reading a rion int64 field into a java long object using the rionreader readint64obj() method:,[]
"notice, that a bufferedreader is a reader subclass and can be used in any place where an reader can be used.",[]
the tostring() method returns a string value of the name of the given enum instance.,[]
"for instance, if a file already exists at the destination path, and you have left out the standardcopyoption.replace_existing option, or if the file to move does not exist etc.",[]
