Text,Result
Third the characters written to the StringWriter are obtained via the two methods toString() and getBuffer().,"['(class, access, method): (stringwriter, obtained via, tostring)', '(class, access, method): (stringwriter, obtained via, getbuffer)']"
"Remember, a Java class can only have 1 superclass, but it can implement multiple interfaces.","['(class, implementation, interface): (class, implement, interface)']"
Here is how the lockWrite() and unlockWrite() methods look after that change:,"['(method, dependency, method): (lockwrite(), relies on, unlockwrite)']"
Here is an example of obtaining the root directory path of a StreamStorageRootFS via its getRootDirPath() method:,"['(class, access, method): (streamstoragerootfs, obtain, getrootdirpath)']"
Deque.removeLast() is different from pollLast() which returns null if the Deque is empty,"['(method, difference, method): (deque.removelast(), is different from, polllast)']"
The resolve() method will not allow any given ClassLoader instance to link the same class twice.,"['(method, limitation, class): (resolve(), not allow, classloader)']"
"The Java PushbackInputStream is a subclass of the Java InputStream so it inherits its public methods - read(), close() etc.","['(class, implementation, class): (pushbackinputstream, is a subclass of, inputstream)', '(class, implementation, class): (pushbackinputstream, inherits methods from, inputstream)']"
Also notice how it is not necessary to cast the String instance returned by the get() method.,"['(method, access, class): (get(), returned by, string)']"
You can check if a Java module is an open module or not via the ModuleDescriptor isOpen() method.,"['(class, containment, method): (moduledescriptor, includes, isopen)']"
"Thus, each Java class belongs to a package, and the package belongs to a module.","['(class, containment, package): (java class, belongs to, package)']"
An abstract class can have a mixture of abstract and non-abstract methods.,"['(class, containment, method): (class, have, method)']"
"Then the thread executing the main() method (the main thread) sleeps for 10 seconds, and then calls the doStop() method of the MyRunnable instance.","['(method, execution, method): (main(), calls, dostop)']"
Here is an example of how to create a Duration object using the between() method:,"['(class, creation, method): (duration, create, between)']"
The Java Stream interface contains a static method called concat() which can concatenate two streams into one.,"['(interface, containment, method): (stream, contains, concat)']"
Just like with the read() method the write() method advances the file pointer after being called.,"['(method, dependency, method): (read(), advances the file pointer after being called, write)']"
As you can see both the waiting and notifying thread calls wait() and notify() from within a synchronized block.,"['(method, collaboration, method): (wait(), calls from within a synchronized block, notify)']"
The java.util.concurrent.CyclicBarrier class is a synchronization mechanism that can synchronize threads progressing through some algorithm.,"['(package, containment, class): (java.util.concurrent, includes, java.util.concurrent.cyclicbarrier)']"
You open a JDBC Connection by call the java.sql.DriverManager class method getConnection().,"['(class, execution, method): (java.sql.drivermanager, opens, getconnection)']"
It is possible to get a character at a certain index in a String using the charAt() method.,"['(method, access, class): (charat(), get a character at a certain index, string)']"
Here is an example of pausing a Java thread for 3 seconds (3.000 millliseconds) by calling the Thread sleep() method:,"['(class, execution, method): (thread, pausing, sleep)']"
Object.wait(long timeout) allows other threads to call wait() or notify() too since these methods must be called from inside a synchronized block,"['(method, collaboration, method): (object.wait, allows, wait)', '(method, collaboration, method): (object.wait, allows, notify)']"
"This example creates a BreakIterator targeted at the British language, and sets the text to find character breaks in using the setText() method.","['(class, creation, method): (breakiterator, creates, settext)']"
The Java CharArrayWriter class (java.io.CharArrayWriter) makes it possible to write characters via the Writer methods (CharArrayWriter is a subclass of Writer) and convert the written characters into a char array.,"['(class, implementation, class): (chararraywriter, subclass of, writer)']"
"You create a Java Mac instance by calling the Mac.getInstance() method, passing as parameter the name of the algorithm to use.","['(class, creation, method): (mac, create, mac.getinstance)']"
"Notice however, that since the MyRunnable class is not a subclass of Thread, it does not have access to the getName() method of the thread executing it.","['(class, access, method): (thread, access to, getname)']"
You do so by calling the Cipher update() or doFinal() methods.,"['(method, execution, method): (cipher.update(), calling, cipher.dofinal)']"
"If a method declares that it throws an exception A, then it is also legal to throw subclasses of A.","['(method, limitation, method): (method, throws, exception)']"
Here is an example of how to use a IResultSetProcessor with the read() methods:,"['(interface, implementation, method): (iresultsetprocessor, use, read)']"
FileInputStream is a subclass of InputStream so it is safe to assign an instance of FileInputStream to an InputStream variable (the inputstream variable).,"['(class, Containment, class): (fileinputstream, is a subclass of, inputstream)']"
"If you need an integer value, use the round(), floor() or ceil() method.","['(method, equivalence, method): (round(), similar in usage, floor)', '(method, equivalence, method): (round(), similar in usage, ceil)', '(method, equivalence, method): (floor(), similar in usage, ceil)']"
You can still call the other main() methods from inside the main() method the Java Virtual Machine executes (you haven't seen how yet) and you can also start up multiple virtual machines which each execute a single main() method.,"['(class, execution, method): (java virtual machine, executes, main)']"
Deque.removeFirst() is different from pollFirst() which returns null if the Deque is empty,"['(method, difference, method): (deque.removefirst(), is different from, pollfirst)']"
"Each of the methods ceilingEntry(), floorEntry(), higherEntry() and lowerEntry() will be covered in the following sections.","['(method, equivalence, method): (ceilingentry(), is covered with, floorentry())  )', '(method, equivalence, method): (ceilingentry(), is covered with, higherentry())  )', '(method, equivalence, method): (ceilingentry(), is covered with, lowerentry())  )', '(method, equivalence, method): (floorentry(), is covered with, higherentry())  )', '(method, equivalence, method): (floorentry(), is covered with, lowerentry())  )', '(method, equivalence, method): (higherentry(), is covered with, lowerentry)']"
"The pollFirst() method removes an element from the beginning of the Deque, just like poll().","['(method, equivalence, method): (pollfirst(), similar to, poll)']"
"You can access the annotations of a class, method or field at runtime.","['(class, access, method): (class, access, method)']"
Working with arrays via Java Reflection is done using the java.lang.reflect.Array class.,"['(package, containment, class): (java.lang.reflect, includes, java.lang.reflect.array)']"
"Note: Even if the class is called RollingBufferInputStream, it is not an InputStream subclass.","['(class, difference, class): (rollingbufferinputstream, is not a subclass of, inputstream)']"
If the markSupported() method returns false then mark() and reset() are not supported.,"['(method, limitation, method): (marksupported(), not supported, mark)', '(method, limitation, method): (marksupported(), not supported, reset)']"
"If no field exists with the name given as parameter to the getField() method, a NoSuchFieldException is thrown.","['(method, dependency, class): (getfield(), relies on, nosuchfieldexception)']"
"The headMap() method returns a view of the original NavigableMap which only contains elements that are ""less than"" the given element.","['(interface, containment, method): (navigablemap, contains, headmap)']"
"Thus, some constructors may be available to all classes in your application, while other constructors are only available to classes in the same package, subclasses, or even only to the class itself (private constructors).","['(package, containment, class): (package, available to, class)', '(package, containment, class): (package, available to, subclasses)', '(class, containment, class): (class, available to, subclasses)']"
"The bigger the result String grows, the longer it takes to copy the characters from it into a new StringBuilder, and again copy the characters from the StringBuilder into the temporary String created by the toString() method.","['(class, conversion, class): (string, transformed into, stringbuilder)']"
Spin locks and the methods wait() and notify() are covered in more detail in the text Thread Signaling.,"['(method, collaboration, method): (wait(), covered in more detail, notify)']"
These two parameters are intended to tell from what class and method the log message originated.,"['(class, containment, method): (class, originated, method)']"
"Inside the while loop the example calls the method getMoreData() to get the next data to write to the OutputStream, and then writes that data to the OutputStream.","['(method, access, class): (getmoredata(), writes data to, outputstream)']"
When the thread is done with the code in the critical section (the code between lock() and unlock()) the thread calls unlock(),"['(method, dependency, method): (lock(), relies on, unlock)']"
"The ReentrantLock isHeldByCurrentThread() method returns true if the Lock is held (locked) by the thread calling isHeldByCurrentThread(), and false if not.","['(class, containment, method): (reentrantlock, includes, isheldbycurrentthread)']"
In an untyped AtomicStampedReference instance the set() method takes an Object reference as first parameter.,"['(class, containment, method): (atomicstampedreference, instance, set)']"
A constructor is a special method that is called when an object of the given class is created (explained later).,"['(method, creation, class): (constructor, is called when an object of, class)']"
Collection.add(E e) is different from the offer() method which will return false if it cannot insert the element,"['(method, difference, method): (collection.add, is different from, offer)']"
"You receive data from a DatagramChannel by calling its receive() method, like this:","['(class, access, method): (datagramchannel, receive data from, receive)']"
"The ArrayList again iterates all its elements and execute ""123"".equals(element) to determine if the element is equal to the parameter object ""123"".","['(class, execution, method): (arraylist, iterates, equals)']"
"When you have specified a generic type for a Java collection, that generic type also works for the Iterator returned by the iterator() method.","['(interface, containment, interface): (iterator, works for, iterator)']"
"To remove elements from a Java Queue, you call the remove() method.","['(class, execution, method): (queue, remove elements using, remove)']"
Here is an example of setting a mark in a ByteArrayInputStream via its mark() method:,"['(class, execution, method): (bytearrayinputstream, setting a mark, mark)']"
The BoundedSemaphore class shown below has two testandset methods take() and release(),"['(class, containment, method): (boundedsemaphore, has, take)', '(class, containment, method): (boundedsemaphore, has, release)']"
The lock() method locks the Lock instance so that all threads calling lock() are blocked until unlock() is executed.,"['(method, dependency, method): (lock(), relies on, unlock)']"
The BoundedSemaphore class shown below has two test-and-set methods: take() and release().,"['(class, containment, method): (boundedsemaphore, has, take)', '(class, containment, method): (boundedsemaphore, has, release)']"
"Here are the two classes used in the example above, Counter and CounterThread.","['(class, containment, class): (counter, used in, counterthread)']"
"The Java Iterator forEachRemaining() method can iterate over all of the elements remaining in the Iterator internally, and for each element call a Java Lambda Expression passed as parameter to forEachRemaining() .","['(method, execution, class): (foreachremaining(), calls, lambda expression)']"
"The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance, into the byte[] array passed as parameter.","['(method, access, class): (readbytes(), reads bytes from, streamstorageblockfs)', '(method, access, class): (readbytes(), reads bytes into, byte[])']"
You can obtain the length of a String using the length() method.,"['(method, access, class): (length(), obtain, string)']"
The factory method Locale.forLanguageTag() can also be used to create a Locale instance.,"['(method, creation, class): (locale.forlanguagetag(), create, locale)']"
Here is an example of flushing data written to a Java OutputStreamWriter by calling its flush() method:,"['(class, execution, method): (outputstreamwriter, calls, flush)']"
"But, no thread can actually execute unlock() until the thread waiting in lock() leaves the outer synchronized block.","['(method, dependency, method): (unlock(), execute after, lock)']"
"You can also obtain an Iterator from many of the Java Collection data structures, e.g. a List, Set, Map, Queue, Deque or Map.","['(interface, access, interface): (iterator, obtain, list)', '(interface, access, interface): (iterator, obtain, set)', '(interface, access, interface): (iterator, obtain, map)', '(interface, access, interface): (iterator, obtain, queue)', '(interface, access, interface): (iterator, obtain, deque)', '(interface, access, interface): (iterator, obtain, map)']"
In a typed AtomicReference the set() method takes whatever type as parameter you declared as its type when you declared the AtomicReference.,"['(class, containment, method): (atomicreference, includes, set)']"
If you need an integer value use the round() floor() or ceil() method,"['(method, equivalence, method): (round(), integer value, floor)', '(method, equivalence, method): (round(), integer value, ceil)', '(method, equivalence, method): (floor(), integer value, ceil)']"
"That you would not call wait() and notify() on an internal monitor object, but rather on the This is probably true.","['(method, preference, method): (wait(), not call, notify)']"
"Thus, at most N threads can pass the acquire() method without any release() calls, where N is the number of permits the semaphore was initialized with.","['(method, limitation, method): (acquire(), without any release() calls, release)']"
You can remove all entries in a Java Map using the clear() method.,"['(class, modification, method): (map, remove all entries, clear)']"
"the superclasses contain methods with the same names and parameters, multiple inheritance was left out in Java.","['(class, containment, method): (superclasses, contain, methods)']"
"mutiple blocks from a large file, you call the update() once for each block of data, and finish with a call to doFinal() with the last data loce","['(method, dependency, method): (update(), relies on, dofinal)']"
This causes the MyObject class to be loaded by the same class loader that loaded the class this code is residing in.,"['(class, containment, class): (class, loaded by, myobject)']"
Creating a Matcher is done via the matcher() method in the Pattern class.,"['(class, creation, method): (pattern, creation, matcher)']"
It is possible to use a class from another package without importing it with an import statement.,"['(class, containment, package): (class, from, package)']"
"As parameters to the completed() method are passed an Integer telling how many bytes were read, and the ""attachment"" which was passed to the read() method.","['(method, dependency, method): (completed(), relies on, read)']"
The Java BufferedWriter's flush() method flushes all data written to the BufferedWriter to the underlying data destination.,"['(class, containment, method): (bufferedwriter, includes, flush)']"
Here is an example of removing the first element of a Java Deque using the removeFirst() method:,"['(class, execution, method): (deque, removing the first element, removefirst)']"
The poll() and remove() both removes the first element in the Queue. They differ in how they behave if the Queue is empty. The poll() method returns null if the Queue is empty. The remove() method throws an exception if the Queue is empty.,"['(method, difference, method): (poll(), differ in behavior if the queue is empty, remove)', '(class, containment, method): (queue, includes, poll)', '(class, containment, method): (queue, includes, remove)']"
"Since count() returns a long, the Stream chain of non-terminal operations (the map() calls) is ended.","['(method, dependency, method): (count(), relies on, map)', '(method, dependency, class): (count(), relies on, stream)']"
"You can declare a static initializer for the anonymous class instead, though.","['(class, containment, method): (anonymous class, declare, static initializer)']"
Obviously if the input parameter to contains() is null the contains() method will not use the equals() method to compare against each element but rather use the == operator,"['(method, difference, method): (contains(), not use, equals)']"
"If you need to match a text against a regular expression pattern more than one time, you need to create a Pattern instance using the Pattern.compile() method.","['(class, creation, method): (pattern, create, pattern.compile)']"
"The tryLock(long timeout, TimeUnit timeUnit) works like the tryLock() method, except it waits up the given timeout before giving up trying to lock the Lock.","['(method, dependency, class): (trylock, relies on, timeunit)', '(method, dependency, class): (trylock, relies on, lock)']"
"In other words, as a call to the get() method on the HttpRequestCache singleton.","['(method, access, class): (get(), call, httprequestcache)']"
You can read a Java boolean from the DataInputStream using its readBoolean() method.,"['(class, access, method): (datainputstream, read, readboolean)']"
"Then they are executed already when the class is loaded, and only once because the class is only loaded in the Java Virtual Machine once.","['(class, containment, class): (java virtual machine, loaded in, class)']"
A Java class may contain a mix of data (variables) and actions (methods).,"['(class, containment, method): (class, contain, methods)']"
"In case a class contains more than one static synchronized method, only one thread can execute inside any of these methods at the same time.","['(class, containment, method): (class, contains, method)']"
The class MyFilterImpl should be your own implementation of the Filter interface.,"['(class, implementation, interface): (myfilterimpl, implementation of, filter)']"
A Java Callable is different from a Runnable in that the Runnable interface run() method does not return a value and it cannot throw checked exceptions (only RuntimeExceptions),"['(interface, implementation, method): (runnable, interface, run)']"
The Statement executeQuery() method returns a Java JDBC ResultSet which can be used to navigate the response of the query.,"['(method, creation, class): (executequery(), returns, resultset)']"
"Since a Java String object can never be an instance of the Java Integer class, the Java compiler will catch this an give you an error.","['(class, difference, class): (string, never be an instance of, integer)']"
"Notice how method1() adds the code ""ERROR1"" to the thrown EnrichableException to uniquely identify that error cause.","['(method, modification, class): (method1(), adds the code ""error1"" to, enrichableexception)']"
"The thread calling unlock() will take the top QueueObject in the queue and call doNotify() on it, to awaken the thread waiting on that object.","['(method, execution, method): (unlock(), awakens, donotify)']"
"AtomicReference even has an advanced compareAndSet() method which lets you compare the reference to an expected value (reference) and if they are equal, set a new reference inside the AtomicReference object.","['(class, containment, method): (atomicreference, has, compareandset)']"
The second getBytes() call return a UTF-8 byte representation of the String.,"['(method, conversion, class): (getbytes(), byte representation, string)']"
"The Java InputStream class, java.io.InputStream, represents an ordered stream of bytes.","['(package, containment, class): (java.io, includes, java.io.inputstream)']"
You will normally use a Writer subclass rather than a Writer directly.,"['(class, preference, class): (writer, use, writer)']"
"In the example above, the AutoClosableResource is configured to throw an exception both when doOp() is called, and when it is attempted closed (via close()).","['(class, execution, method): (autoclosableresource, configured to throw an exception when called, doop)', '(class, execution, method): (autoclosableresource, configured to throw an exception when attempted closed, close)']"
"The ReentrantLock isLocked() method returns true if the Lock is currently locked, and false if not.","['(class, containment, method): (reentrantlock, includes, islocked)']"
Unfortunately if an exception is thrown during the write() call in the example above that exception will cause the program flow to break before the close() method is called,"['(method, dependency, method): (write(), relies on, close)']"
The getResourceBundleName() method returns the name of the ResourceBundle (if any) used to localize the message of this LogRecord.,"['(method, access, class): (getresourcebundlename(), returns, logrecord)']"
Here is an example of removing the first element from a Java Deque using the poll() method:,"['(class, execution, method): (deque, removing the first element, poll)']"
"Notice how appendReplacement() is called inside the while(matcher.find()) loop, and appendTail() is called just after the loop.","['(method, execution, method): (matcher.find, called inside, appendreplacement)', '(method, execution, method): (appendtail, called just after, matcher.find)']"
You close a FileInputStream by calling the close() method inherited from InputStream.,"['(class, implementation, class): (fileinputstream, inherited from, inputstream)', '(class, execution, method): (fileinputstream, close(), close)']"
"Then the example creates a Path instance from this path string, and prints that Path instance out (actually it prints Path.toString()).","['(class, creation, method): (path, creates, path.tostring)']"
Sometimes you need a classpath which contains more than one directory or JAR file.,"['(class, containment, class): (classpath, contains, directory)', '(class, containment, class): (classpath, contains, jar file)']"
"Since the Java FileOutputStream is a subclass of OutputStream, you can write arrays of bytes to the FileOutputStream too, instead of just a single byte at a time.","['(class, containment, class): (fileoutputstream, is a subclass of, outputstream)']"
"The bufferFull() method scans through the buffer, but must leave the buffer in the same state as before the bufferFull() method was called.","['(method, equivalence, method): (bufferfull(), same state as, bufferfull)']"
The Java CharArrayReader class (java.io.CharArrayReader) enables you to read the contents of a char array as a character stream.,"['(package, containment, class): (java.io, contains, chararrayreader)']"
"The Java OutputStreamWriter class, java.io.OutputStreamWriter, is intended to wrap an Java OutputStream and thereby turning the byte based output stream into a character based Writer.","['(class, conversion, class): (outputstreamwriter, turning into, writer)', '(class, containment, class): (outputstreamwriter, wrap, outputstream)']"
"Inside the for loop the example accesses the elements in the List via its get() method, passing the incrementing variable i as parameter.","['(method, access, class): (get(), accesses, list)']"
The problem with calling wait() and notify() on the empty string or any other constant string is that the JVMCompiler internally translates constant strings into the same object,"['(method, collaboration, method): (wait(), communicates_with, notify)']"
"The biggest difference between java.sql.Date and java.util.Date is that the java.sql.Date only keeps the date, not the time, of the date it represents.","['(class, difference, class): (java.sql.date, difference, java.util.date)']"
Here is an example of peeking at the first element of a Java Queue using the element() method:,"['(interface, access, method): (queue, peeking, element)']"
The JDBC Connection getMetaData() method returns a JDBC DatabaseMetaData object which can be used to introspect the database the JDBC Connection is connected to.,"['(class, access, method): (jdbc connection, returns, getmetadata)', '(method, conversion, class): (getmetadata(), returns, jdbc databasemetadata)']"
The java.util.Logger class is the main access point to the Java logging API.,"['(package, containment, class): (java.util, access point, java.util.logger)']"
"If the read() method returns -1, the end of stream has been reached, meaning there is no more data to read in the InputStream.","['(method, dependency, class): (read(), relies on, inputstream)']"
The Java Collections API only has one implementation of the Java SortedSet interface - the java.util.TreeSet class.,"['(class, implementation, interface): (java.util.treeset, implementation of, java.util.sortedset)']"
This method in turn calls the processURLData() in the URLProcessorImpl class.,"['(method, execution, class): (processurldata(), calls, urlprocessorimpl)']"
"The Java NavigableSet interface, java.util.NavigableSet, is a subtype of the Java SortedSet interface.","['(interface, containment, interface): (java.util.navigableset, is a subtype of, java.util.sortedset)']"
"Similarly, when next() is called and returns false, the ResultSet is actually pointing after the last record.","['(method, execution, class): (next(), returns, resultset)']"
"You must always create an instance of some class that implements the interface, and reference that instance as an instance of the interface.","['(class, implementation, interface): (class, implements, interface)']"
Then an anonymous implementation of the Callable interface is created and passed to the schedule() method.,"['(interface, implementation, method): (callable, implementation, schedule)']"
Methods are operations that the class or instances of that class can perform.,"['(class, containment, method): (class, includes, methods)']"
"The contains() method will return true if the Queue contains the given element, and false if not.","['(class, containment, method): (queue, contains, contains)']"
"If the Deque is empty, peekFirst() returns null. This is similar to how peek() works, but the method name peekFirst() is a bit more saying about which end of the Deque you peek at.","['(method, equivalence, method): (peekfirst(), similar to, peek)']"
The methods start() and end() will give the indexes into the text where the found match starts and ends.,"['(method, dependency, method): (start(), give the indexes, end)']"
"For instance, to create an Instant which represents this exact moment of now, call Instant.now(), like this:","['(class, creation, method): (instant, represents, instant.now)']"
The Math.log10 method works like the Math.log() method except is uses 10 as is base for calculating the logarithm instead of e (Euler's Number).,"['(method, difference, method): (math.log10, uses 10 as its base for calculating the logarithm instead of e, math.log)']"
The ReentrantLock getQueueLength() method returns the number of threads waiting to lock the Lock.,"['(class, containment, method): (reentrantlock, includes, getqueuelength)']"
Fields are class member variables - either static or instance variables.,"['(class, containment, class): (class, are, member variables)', '(class, containment, class): (member variables, are, static)', '(class, containment, class): (member variables, are, instance variables)']"
"Both threads execute the run() method, and thus sets different values on the ThreadLocal instance.","['(method, execution, class): (run(), execute, threadlocal)']"
"Please note, that the method tryLock() (covered later in this Java Lock tutorial) with no parameters does not respect the fairness mode of the ReentrantLock.","['(method, limitation, class): (trylock(), does not respect the fairness mode of, reentrantlock)']"
"To remove an element from a SortedSet you call its remove() method, passing the element to remove as parameter.","['(class, execution, method): (sortedset, remove, remove)']"
The submit() method returns a Java Future object which can be used to check when the Runnable has completed.,"['(method, creation, class): (submit(), returns, future)']"
Not all methods in an abstract class have to be abstract methods.,"['(class, containment, method): (abstract class, includes, abstract methods)']"
Notice how the execute() method will throw an IllegalStateException if execute() is called after stop() has been called.,"['(method, limitation, class): (execute(), throw, illegalstateexception)', '(method, dependency, method): (execute(), called after, stop)']"
"In the example above, the Iterator next() method returns an Object - and so does the get() method.","['(method, equivalence, method): (iterator.next(), returns, get)']"
Instances of this class are used together with UDP DatagramSockets and normal Socket's and ServerSocket's.,"['(class, collaboration, class): (datagramsocket, used together with, socket)', '(class, collaboration, class): (datagramsocket, used together with, serversocket)', '(class, collaboration, class): (socket, used together with, serversocket)']"
"By walking through all directories and deleting all files (inside visitFile()) in each directory, and afterwards delete the directory itself (inside postVisitDirectory()) you can delete a directory with all subdirectories and files.","['(method, execution, method): (visitfile(), delete files, postvisitdirectory)']"
Here is how providing a Supplier implementation as a lambda expression to withInitial() looks:,"['(interface, implementation, method): (supplier, implementation, withinitial)']"
You typically read data from an InputStream by calling the read() method.,"['(class, access, method): (inputstream, read, read)']"
The BufferedWriter adds one extra method though: The newLine() method which can write a new-line character to the underlying Writer.,"['(class, containment, method): (bufferedwriter, adds, newline)']"
But calling the close() method has no effect on the ByteArrayOutputStream.,"['(method, limitation, class): (close(), has no effect on, bytearrayoutputstream)']"
The Java Matcher class (java.util.regex.Matcher) is used to search through a text for multiple occurrences of a regular expression.,"['(class, containment, package): (java.util.regex.matcher, used to search through, java.util.regex)']"
"Using the InputStream you can load the file into a Java Properties instance, using either the load() or loadFromXML() methods explained earlier in this Java Properties tutorial.","['(class, containment, class): (inputstream, load into, properties)', '(class, execution, method): (inputstream, load, load)', '(class, execution, method): (inputstream, load, loadfromxml)']"
The format() and printf() methods allow you to mix text and data in very advanced ways using a formatting string,"['(method, collaboration, method): (format(), mix, printf)']"
Each thread executing the someMethod() method will create its own LocalObject instance and assign it to the localObject reference.,"['(method, creation, class): (somemethod(), creates, localobject)']"
"In Mr. Persister we could add a ConnectionOpenException, QueryException, UpdateException, CommitException, and ConnectionCloseException as subclasses of PersistenceException.","['(class, containment, class): (persistenceexception, includes, connectionopenexception)', '(class, containment, class): (persistenceexception, includes, queryexception)', '(class, containment, class): (persistenceexception, includes, updateexception)', '(class, containment, class): (persistenceexception, includes, commitexception)', '(class, containment, class): (persistenceexception, includes, connectioncloseexception)']"
A thread that calls wait() on any object becomes inactive until another thread calls notify() on that object.,"['(method, dependency, method): (wait(), becomes inactive until, notify)']"
Here is an example of skipping over a number of bytes using the ByteArrayInputStream skip() method:,"['(class, execution, method): (bytearrayinputstream, uses, skip)']"
In order to calculate a message digest of some data you call the update() or digest() method.,"['(method, dependency, method): (update(), relies on, digest)']"
"The Map merge() method takes a key, a value, and a lambda expression implementing the BiFunction interface as parameters.","['(class, containment, method): (map, takes, merge)']"
The methods Class.getField(String name) and Class.getFields() methods only return public fields so they wont work,"['(method, difference, method): (class.getfield, return public fields, class.getfields)']"
To configure the Maven Surefire plugin to enable Java preview features you need the following configuration in your Maven POM file - in the <build><plugins>...</plugins></build> section:,[]
Personally I prefer to locate the square brackets [] after the data type (e.g.,[]
"In the example above, the anyMatch() method call will return true, because the first string element in the stream starts with ""One"".",[]
Imagine that the FairLock instance is locked when a thread calls lock().,[]
When checking for tables with similar names to the class to map only the class name itself is used.,[]
You can read about them in the JavaDoc for the DateTimeFormatter class.,[]
In order to use a java.nio.file.Path instance you must create a Path instance.,[]
"Second, the example calls the apply() method on the AddThree instance.",[]
Here is an example of reading a Java Boolean object using the RionReader readBooleanObj() method:,[]
"The batch size can thus vary from 1 to a maximum upper limit set by the system, e.g.",[]
"The reason a call to doFinal() is needed for the last block of data is, that some encryption algorithms need to pad the the data to fit a certain cipher block size (e.g.",[]
The Java Stream flatMap() methods maps a single element into multiple elements.,[]
"But if some implementing classes are located in client code of the API (the code that uses the API), then that code breaks.",[]
The Logger class has a few more methods that I haven't covered here.,[]
"The ObjectMapper mapper breaks the class name into words, based on the uppercase letters and numbers in the class name.",[]
"Creating an object of a certain class is also called ""instantiating"" an object.",[]
The incrementAndGet() method increments (adds 1) to the value of a given element and returns the new value of that element.,[]
"This Function implementation implements the apply() method so it takes a Long as parameter, and returns a Long.",[]
Calling addAndGet() is also an atomic operation (like all operations on the AtomicLongArray).,"['(method, dependency, class): (addandget(), relies on, atomiclongarray)']"
When the process() method of the subclass is called the full process is executed including the stepBefore() and stepAfter() of the abstract superclass and the action() method of the subclass,"['(method, execution, method): (process(), executes, stepbefore)', '(method, execution, method): (process(), executes, stepafter)', '(method, execution, method): (process(), executes, action)']"
"The purpose of this tutorial is to try to give you an overview of how all these classes are grouped, and the purpose behind them, so you don't have to wonder whether you chose the right class, or whether a class already exists for your purpose.",[]
"If the factory produced cars, then the blueprint / design manual of the cars to produce corresponds to a Java class, and the physical cars produced corresponds to Java objects.",[]
"In Java, all instructions (code) have to be located inside a Java class.",[]
An entry in the ZipFile has the relative path ../../../../etc/hosts .,[]
Here is how you read the init parameters from inside your servlet - in the servlets init() method:,[]
Here is an example of creating a JDBC DatabaseMetaData object via the JDBC Connection getMetaData() method:,"['(class, access, method): (connection, accesses, getmetadata)']"
"Since Path instances may or may not point to paths that exist in the file system, you can use the Files.exists() method to determine if they do (in case you need to check that).",[]
"But now you can check via the mock if the DAO uses the connection properly, for instance if the connection.close() is called (or NOT called), if you expected that.",[]
"You can set the column widths using the setWidths() method, like this:",[]
"Had the NumberFormat instance been created using a UK Locale instance, the number had been parsed to 10000, because the comma would have been interpreted as a integer separator (e.g.","['(class, creation, class): (numberformat, created using, locale)']"
To use the StreamStorageFS class you must first create a StreamStorageFS instance.,"['(class, creation, class): (streamstoragefs, create, streamstoragefs)']"
By calling either the include() or forward() method the servlet container activates whatever Servlet is mapped to the URL the RequestDispatcher.,"['(method, collaboration, method): (include(), activates, forward)']"
"When the process() method of the subclass is called, the full process is executed, including the stepBefore() and stepAfter() of the abstract superclass, and the action() method of the subclass.","['(method, execution, method): (process(), executed, stepbefore)', '(method, execution, method): (process(), executed, stepafter)', '(method, execution, method): (process(), executed, action)']"
"The time field in the Clock class has no access modifier, which means that it is implicitly assigned the default / package access modifier.",[]
The Java instanceof operator also works when comparing an object against an interface instead of a class.,[]
The size() method of the FileChannel object returns the file size of the file the channel is connected to.,[]
"The constructors are the two methods that have the same name as the class, and which have no return type specified.","['(class, containment, method): (class, includes, constructors)', '(class, containment, method): (class, includes, methods)']"
"If the subclass tries to access the field, it will access the field in the subclass.",[]
Here is an example of reading a RION Int64 field into a Java Long object using the RionReader readInt64Obj() method:,[]
"Notice, that a BufferedReader is a Reader subclass and can be used in any place where an Reader can be used.",[]
The toString() method returns a string value of the name of the given enum instance.,[]
"For instance, if a file already exists at the destination path, and you have left out the StandardCopyOption.REPLACE_EXISTING option, or if the file to move does not exist etc.",[]
