text,triplet
"The difference is subtle, but in the above examples, the mixin classes weren't made to stand on their own.  In more traditional multiple inheritance, the AuthenticationMixin (for example) would probably be something more like Authenticator .  That is, the class would probably be designed to stand on its own.","(AuthenticationMixin, would be called, Authenticator)"
"If just skipping the certificate check is not acceptable in your particular context, consider the following options, your best option is to set the verify parameter to a string that is the path of the .pem file of the certificate (which you should obtain by some sort of secure means).",
"You can use many of the keywords available for other plot commands (e.g. color , linestyle , linewidth ...).  You can pass in keyword arguments ymin and ymax if you like in axes corrdinates (e.g. ymin=0.25 , ymax=0.75 will cover the middle half of the plot).  There are corresponding functions for horizontal lines ( axhline ) and rectangles ( axvspan ).","(axhline, corresponding function to, axvspan)"
to_numeric() - provides functionality to safely convert non-numeric types (e.g. strings) to a suitable numeric type. (See also to_datetime() and to_timedelta() .),"(to_numeric(), similar to, to_datetime())"
Typing module.foo in your code can be tedious and redundant (tedium can be minimized by using import module as mo then typing mo.foo ),
"If you don't have a GPU and want to utilize CPU as much as possible, you should build tensorflow from the source optimized for your CPU with AVX, AVX2, and FMA enabled if your CPU supports them","(AVX, similar to, AVX2), (AVX, similar to, FMA), (AVX2, similar to, FMA)"
subprocess.call() was introduced in Python 2.4 in the original subprocess module ( PEP-324 ). It is basically equivalent to subprocess.run(...).returncode,"(subprocess.call(), equivalent to, subprocess.run())"
"This is the recommendation because it works across all versions of Python, and in all forms of virtualenv",
"You need to add the path of your pip installation to your PATH system variable . By default, pip is installed to C:\Python34\Scripts\pip (pip now comes bundled with new versions of python), so the path ""C:\Python34\Scripts"" needs to be added to your PATH variable.",
"However, if you're using Python 3.3 or later, pyenv-virtualenv will try to run python -m venv if it is available, instead of virtualenv . You can use virtualenv and pyenv together without pyenv-virtualenv , if you don't want the convenience features.","(pyenv-virtualenv, used with, virtualenv), (pyenv-virtualenv, used with, pyenv), (virtualenv, used with, pyenv)"
"if you imported moduleX (note: imported , not directly executed), its name would be package.subpackage1.moduleX .  If you imported moduleA , its name would be package.moduleA .  However, if you directly run moduleX from the command line, its name will instead be __main__ , and if you directly run moduleA from the command line, its name will be __main__ .  When a module is run as the top-level script, it loses its normal name and its name is instead __main__ .","(package.subpackage1.moduleX, has name, __main__)"
"pd.DataFrame.groupby + pd.DataFrame.unstack Good general approach for doing just about any type of pivot You specify all columns that will constitute the pivoted row levels and column levels in one group by.  You follow that by selecting the remaining columns you want to aggregate and the function(s) you want to perform the aggregation.  Finally, you unstack the levels that you want to be in the column index.","(pd.DataFrame.groupby, utilized with, pd.DataFrame.unstack)"
Use packaging.version.Version which supports PEP 440 style ordering of version strings.,"(packaging.version.Version, supports, PEP 440)"
"In Python 3.x, iteritems() was replaced with simply items() , which returns a set-like view backed by the dict, like iteritems() but even better.","(iteritems(), replaced by, items()), (items(), similar to, iteritems())"
This information is available in the sys.version string in the sys module:,"(sys, contains, sys.version)"
pd.DataFrame.pivot_table fill_value is not set by default.  I tend to set it appropriately.  In this case I set it to 0 . df.pivot_table(,"(pd.DataFrame, has_method, pivot_table)"
[f'S{i}' for i in range(len(dfs))] creates a list of strings to name each dataframe.,"(range(), requires, len())"
A simple way to do this is to use StringIO.StringIO (python2) or io.StringIO (python3) and pass that to the pandas.read_csv function,"(StringIO.StringIO, used with, pandas.read_csv)"
This is the best way that has worked for me which I hadn't found in any of the docs offered.,
"When comparing ints (or immutable types in general), you pretty much always want the former.  There's an optimization that allows small integers to be compared with is , but don't rely on it.",
"Usually, a Python dictionary throws a KeyError if you try to get an item with a key that is not currently in the dictionary.  The defaultdict in contrast will simply create any items that you try to access (provided of course they do not exist yet).  To create such a ""default"" item, it calls the function object that you pass to the constructor (more precisely, it's an arbitrary ""callable"" object, which includes function and type objects).  For the first example, default items are created using int() , which will return the integer object 0 .  For the second example, default items are created using list() , which returns a new empty list object.","(KeyError, differs from, defaultdict), (int(), differs from, list())"
Use time.time() to measure the elapsed wall-clock time between two points:,"(time.time(), measures, elapsed wall-clock time)"
"Now if both bases had nonempty slots, we couldn't do the below. (In fact, if we wanted, we could have given AbstractBase nonempty slots a and b, and left them out of the below declaration - leaving them in would be wrong):",
"With Python3, you can do it in one line, using SimpleNamespace and object_hook :",
"BTW, if you are not sure what sending data to a generator even means, you need to drop everything and read about coroutines first—they're very useful (contrast them with subroutines ), but unfortunately lesser-known in Python","(coroutine, contrast with, subroutine)"
"While this is the most complicated option, calling to_dict(instance) gives us exactly the desired result:",
"Or perhaps you don't actually want to run moduleX , you just want to run some other script, say myfile.py , that uses functions inside moduleX .  If that is the case, put myfile.py somewhere else – not inside the package directory – and run it.  If inside myfile.py you do things like from package.moduleA import spam , it will work fine.",
Note that Numpy recommend to follow their own numpydoc based on Google format and usable by Sphinx.,
"Do not use type . It is almost never the right answer in Python, since it blocks all the flexibility of polymorphism",
"For cryptographically secure random choices (e.g., for generating a passphrase from a wordlist), use secrets.choice() :","(secrets, includes, secrets.choice())"
"However, since sometime in Python 3, it has been reimplemented to simply use subprocess , and redirects to the subprocess.Popen() documentation for details.","(subprocess, implemented using, subprocess.Popen())"
"Also, all axes objects (the objects that have plotting methods), have a parent figure object anyway, thus:","(figure, contains, axes)"
"Python could have done something else to distinguish normal names from attributes -- special syntax like Ruby has, or requiring declarations like C++ and Java do, or perhaps something yet more different -- but it didn't",
"Python includes a profiler called cProfile . It not only gives the total running time, but also times each function separately, and tells you how many times each function was called, making it easy to determine where you should make optimizations.",
"If you decide you really need to enforce the license check securely, write it as a small C extension so that the license check code can be extra-hard (but not impossible!) to reverse engineer, and leave the bulk of your code in Python.",
"Also, you could also use a drop in replacement for pyyaml, that keeps your yaml file ordered the same way you had it , called oyaml . View snyk of oyaml here","(oyaml, replacement for, pyyaml)"
"If you need deep backwards compatibility, or if you need more sophisticated functionality than check_output or run provide, you'll have to work directly with Popen objects, which encapsulate the low-level API for subprocesses.","(check_output, provides similar functionality to, run)"
os.listdir() returns everything inside a directory -- including both files and directories .,"(os.listdir(), returns, everything inside a directory)"
"The grep is to skip editable (""-e"") package definitions, as suggested by @jawache . (Yes, you could replace grep + cut with sed or awk or perl or...).","(grep, can be replaced by, sed)"
"Now here is the crucial thing for your error message: if a module's name has no dots, it is not considered to be part of a package .  It doesn't matter where the file actually is on disk.  All that matters is what its name is, and its name depends on how you loaded it.",
loc and iloc work the same way with DataFrames as they do with Series,"(loc, work the same way as, iloc)"
"For optimization, see jamylak's response using operator.itemgetter(1) , which is essentially a faster version of lambda x: x[1] .","(operator, contains, operator.itemgetter)"
"If it doesn't, then the runtime will fall back to the built-in behavior (which is based on identity for == and != ).""","(==, different from, !=)"
"When you do len(df['column name']) you are just getting one number, namely the number of rows in the DataFrame (i.e., the length of the column itself).  If you want to apply len to each element in the column, use df['column name'].map(len) .  So try",
"Also, see Serdalis' comment -- unicode_string.encode(encoding) is also more Pythonic because its inverse is byte_string.decode(encoding) and symmetry is nice.","(str.encode, inverse operation to, bytes.decode)"
The concept of (old-style) class is unrelated to the concept of type:,"(class, unrelated to, type)"
"Return the day of the week as an integer, where Monday is 0 and Sunday is 6.",
"You could say that basestring is an Abstract Base Class (""ABC"")—it offers no concrete functionality to subclasses, but rather exists as a ""marker"", mainly for use with isinstance . The concept is obviously a growing one in Python, since PEP 3119 , which introduces a generalization of it, was accepted and has been implemented starting with Python 2.6 and 3.0.","(basestring, utilized with, isinstance)"
"Almost every machine-learning training involves a great deal of these operations, hence will be faster on a CPU that supports AVX and FMA (up to 300%). The warning states that your CPU does support AVX (hooray!).",
See pandas: IO tools for all of the available .read_ methods.,"(pandas, includes, .read_)"
"In particular, with Celery it is nice to not have to spread your application logic out into crontab files",
"Starting with pip version 22.3, the --outdated and --format=freeze have become mutually exclusive . Use Python, to parse the JSON output:",
"See relevant Pandas documentation , python docs examples on csv files , and plenty of related questions here on SO. A good background resource is What every developer should know about unicode and character sets .",
"If you wish to store information related to User , you can use a one-to-one relationship to a model containing the fields for additional information",
"If you don't want to output a Python script every time you save, or you don't want to restart the IPython kernel:",
"So even objects you may not consider to be lists of elements could still be length-checked.  This includes strings, queues, trees, etc.",
"Before that, it was simply a wrapper around DataFrame.values , so everything said above applies.","(DataFrame, has attribute, values)"
I think os.environ.copy() is better if you don't intend to modify the os.environ for the current process:,"(os, contains, os.environ)"
"The relevant parts of PEP 484, PEP 563, and PEP 649, to spare you the trip:","(PEP 484, related to, PEP 563)"
You have circular dependent imports. physics.py is imported from entity before class Ent is defined and physics tries to import entity that is already initializing,"(physics.py, depends on, entity)"
"Another option since Python 3.3 might be to use perf_counter or process_time , depending on your requirements","(perf_counter, replace, process_time)"
"Author: Holger Krekel, Bruno Oliveira, Ronny Pfannschmidt, Floris Bruynooghe, Brianna Laugher, Florian Bruhin and others",
"convert_dtypes() - convert DataFrame columns to the ""best possible""  dtype that supports pd.NA (pandas' object to indicate a missing value).","(pandas.DataFrame.convert_dtypes, supports, pandas.NA)"
"On each pull of a new batch, it proactively allocates a tuple of precisely the correct size (for all but the last batch), instead of building the tuple up element by element with amortized growth causing multiple reallocations (the way a solution calling tuple on an islice does)","(tuple(), replaces, islice())"
"Trying to downcast using pd.to_numeric(s, downcast='unsigned') instead could help prevent this error.",
"asfortranarray : The input will be returned uncopied iff it's a compatible ndarray in contiguous Fortran order ( copy=False , order='F' ).","(asfortranarray, returns, ndarray)"
"Think of np.datetime64 the same way you would about np.int8 , np.int16 , etc and apply the same methods to convert between Python objects such as int , datetime and corresponding numpy objects.","(np.datetime64, similar to, np.int8), (np.datetime64, similar to, np.int16), (np.int8, similar to, np.int16)"
Which linux distribution are you using? Mysql is pre-packaged for most linux distributions,
"calendar. monthrange (year, month) Returns weekday of first day of the month and number of days in month, for the specified year and month .","(calendar, contains, calendar.monthrange)"
Note: before 0.11.1 save and load were the only way to do this (they are now deprecated in favor of to_pickle and read_pickle respectively).,"(save(), deprecated in favor of, to_pickle())"
The extend() method is a list object method that expects an iterable and adds its values to the list.,"(extend(), requires, list)"
"Using GHC 7.0.3 , gcc 4.4.6 , Linux 2.6.29 on an x86_64 Core2 Duo (2.5GHz) machine, compiling using ghc -O2 -fllvm -fforce-recomp for Haskell and gcc -O3 -lm for C.","(ghc, utilized in conjunction with, gcc)"
It can be called either on the class (such as C.f() ) or on an instance (such as C().f() ). The instance is ignored except for its class.,"(C, contains, C.f()), (C, contains, C().f()), (C.f(), similar to, C().f())"
"For those needing a sort key, you can use os_sort_keygen (or os_sort_key if you just need the defaults).","(os_sort_key, alternative to, os_sort_keygen)"
"And when only reading from a container type, you may just as well accept any immutable abstract container type; lists and tuples are Sequence objects, while dict is a Mapping type:","(Sequence, is a type that includes, list)"
"In the 'eval' mode (and thus with the eval function if a string is passed in), the compile raises an exception if the source code contains statements or anything else beyond a single expression:","(eval(), requires, compile())"
"exec and eval both accept the program/expression to be run either as a str , unicode or bytes object containing source code, or as a code object which contains Python bytecode.","(exec, similar to, eval)"
Method resolution order (MRO) : in what order the base classes of a class will be searched when trying to resolve which method to call.,
"Other new features have been added to pip over the years that will never be in easy_install . For example, pip makes it easy to clone your site-packages by building a requirements file and then installing it with a single command on each side",
"There are dictionary comprehensions in Python 2.7+ , but they don't work quite the way you're trying.  Like a list comprehension, they create a new dictionary; you can't use them to add keys to an existing dictionary.  Also, you have to specify the keys and values, although of course you can specify a dummy value if you like.","(dictionary, similar to, list), (dictionary, different from, list)"
You can ignore SSL errors by setting pypi.org and files.pythonhosted.org as well as the older pypi.python.org as trusted hosts.,"(pypi.org, trusted host with, files.pythonhosted.org)"
"However, you'll need to view your array as an array with fields (a structured array).","(array, has, fields)"
pd.DataFrame.set_index + pd.DataFrame.unstack Convenient and intuitive for some (myself included).  Cannot handle duplicate grouped keys,"(pd.DataFrame, contains, pd.DataFrame.set_index), (pd.DataFrame, contains, pd.DataFrame.unstack), (pd.DataFrame.set_index, works with, pd.DataFrame.unstack)"
"The array.array type, on the other hand, is just a thin wrapper on C arrays.  It can hold only homogeneous data (that is to say, all of the same type) and so it uses only sizeof(one object) * length bytes of memory.  Mostly, you should use it when you need to expose a C array to an extension or a system call (for example, ioctl or fctnl ).","(array.array, utilized with, fcntl.ioctl); (array.array, utilized with, fcntl.fcntl)"
"When a function is compiled, the local variables are stored in a fixed-size array ( not a dict ) and variable names are assigned to indexes",
"For older Python versions, use os.walk() to recursively walk a directory and fnmatch.filter() to match against a simple expression:","(os.walk(), used in conjunction with, fnmatch.filter())"
"See Why should we NOT use sys.setdefaultencoding(""utf-8"") in a py script? for further details","(sys.setdefaultencoding(), part_of, sys)"
"For more involved scenarios (background processes, perhaps with interactive I/O with the Python parent program) you still need to use subprocess.Popen() and take care of all the plumbing yourself","(subprocess, requires, subprocess.Popen())"
"By the way: if Python cannot find a coherent method resolution order, it'll raise an exception, instead of falling back to behavior which might surprise the user.",
In mac os image rendering back end of matplotlib (what-is-a-backend to render using the API of Cocoa by default). There are Qt4Agg and GTKAgg and as a back-end is not the default,"(matplotlib, differs from, Qt4Agg), (matplotlib, differs from, GTKAgg), (Qt4Agg, differs from, GTKAgg), (Qt4Agg, differs from, Cocoa), (GTKAgg, differs from, Cocoa)"
"The string or node provided may only consist of the following Python literal structures: strings, bytes, numbers, tuples, lists, dicts, sets, booleans, None and Ellipsis .",
"print(some_object, 'is not iterable') The iter built-in checks for the __iter__ method or in the case of strings the __getitem__ method.","(print(), utilizes, __iter__()), (print(), utilizes, __getitem__())"
"PyPy sometimes isn't actually faster for ""scripts"", which a lot of people use Python for",
"module.  A file is loaded as the top-level script if you execute it directly, for instance by typing python myfile.py on the command line.  It is loaded as a module when an import statement is encountered inside some other file.  There can only be one top-level script at a time; the top-level script is the Python file you ran to start things off.",
"Furthermore, you can also replace ordinary immutable classes that have no functions , only fields with them.  You can even use your named tuple types as base classes:",
"If you are after only two decimal places (to display a currency value, for example), then you have a couple of better choices:",
"Python 3.10 introduces the | union operator into type hinting, see PEP  604 . Instead of Union[str, int] you can write str | int . In line with other type-hinted languages, the preferred (and more concise) way to denote an optional argument in Python 3.10 and up, is now Type | None , e.g. str | None or list | None .","(str, can be combined with using union operator, int)"
Another popular choice is to use HDF5 ( pytables ) which offers very fast access times for large datasets:,
Django Rest Framework 's ModelSerializer allows you to build a serializer automatically from a model.,
"You need to pass your parameters into urllib.urlencode() as either a mapping (dict), or a sequence of 2-tuples, like:","(urllib.urlencode(), requires_parameters, dict or sequence of 2-tuples)"
"Similar to the groupby paradigm, we specify all columns that will eventually be either row or column levels and set those to be the index.  We then unstack the levels we want in the columns.  If either the remaining index levels or column levels are not unique, this method will fail.","(groupby paradigm, similar to, unstack)"
"I don't really see the need, as a module with functions (and not a class) would serve well as a singleton",
"How are these organized e.g. by records? Does each one contains different fields, or do they have some records per file with all of the fields in each file?",
"Alternatively, in plain text: (also available as a a screenshot )",
"10 seconds after the call signal.alarm(10) , the handler is called","(signal, requires, signal.alarm())"
"To get the actual type of an object, you use the built-in type() function","(builtins.type, returns type of, builtins.object)"
"request.form : the key/value pairs in the body, from a HTML post form, or JavaScript request that isn't JSON encoded",
"Static methods in Python are similar to those found in Java or C++. For a more advanced concept, see classmethod() .",
( np.arange was used rather than Python's range function just in case min(x) and max(x) are floats instead of ints.),
"Since pytables is optimized to operate on row-wise (which is what you query on), we will create a table for each group of fields","(pytables, includes, table)"
"The hard choice is whether or not to use a /src tree.  Python doesn't have a distinction between /src , /lib , and /bin like Java or C has.",
This works for Python stdlib venv and for virtualenv (since version 20):,"(venv, works with, virtualenv)"
"For an example of number one, consider werkzeug's request and response system .  I can make a plain old request object by saying:","(werkzeug, has, request)"
"JupyterLab is the next-generation user interface including notebooks . It has a modular structure, where you can open several notebooks or files (e.g","(JupyterLab, includes, notebooks)"
other projects' code or resources.  It also makes it possible to have,
You can use these along with named arguments too.  The explicit arguments get values first and then everything else is passed to *args and **kwargs .  The named arguments come first in the list.  For example:,
This is because Base 's slot descriptor has a slot separate from Wrong 's,
"Note that best practice in Python 2.7 is to use new-style classes (not needed with Python 3), i.e.",
"What if you want to backport to 2.7 by changing input to raw_input , but accidentally change only the first input above? It's a SyntaxError just waiting to happen.","(input, replaced by, raw_input)"
"and your function f is replaced with the function with_logging .  Unfortunately, this means that if you then say",
"If the second parameter is not specified (i.e. my_dict.pop('key') ) and key does not exist, a KeyError is raised.","(pop(), requires existence of, KeyError)"
"If all of this is new to you, and you don't know where to start, I would recommend learning setuptools , along with pip and virtualenv , which all work very well together.",
"You'll notice that in the BS4 documentation page above, they point out that by default BS4 will use the Python built-in HTML parser.  Assuming you are in OSX, the Apple-bundled version of Python is 2.7.2 which is not lenient for character formatting.  I hit this same problem, so I upgraded my version of Python to work around it",
"In practice, with check=True or subprocess.check_* , Python will throw a CalledProcessError exception if the subprocess returns a nonzero exit status.","(subprocess.check_*, requires, CalledProcessError)"
Helpers can be used as fixtures at least in pytest . For example in my tests I have a mock redis helper which I inject into my tests this way.,"(pytest, utilized with, mock redis helper)"
"asanyarray : The input will be returned uncopied iff it's a compatible ndarray or subclass like matrix ( copy=False , subok=True ).","(asanyarray, includes, ndarray), (asanyarray, includes, matrix), (ndarray, similar to, matrix)"
"Now, the officially recommended way is conda remove -n ENV_NAME --all . You can update to the latest version with conda install -n base -c defaults conda (sometimes it helps to specify the new version with, for example, ... -c defaults conda=23.3.1 ).",
"Note: hash_md5.hexdigest() will return the hex string representation for the digest, if you just need the packed bytes use return hash_md5.digest() , so you don't have to convert back.","(hash_md5.hexdigest(), differs from, hash_md5.digest())"
"It supports several languages like Python (IPython), Julia, R etc. and is largely used for data analysis, data visualization and further interactive, exploratory computing.",
"Update: When calling fileConfig() , you may want to specify disable_existing_loggers=False if you're using Python 2.6 or later (see the docs for more information). The default value is True for backward compatibility, which causes all existing loggers to be disabled by fileConfig() unless they or their ancestor are explicitly named in the configuration",
"Basically, Python lists are very flexible and can hold completely heterogeneous, arbitrary data, and they can be appended to very efficiently, in amortized constant time .  If you need to shrink and grow your list time-efficiently and without hassle, they are the way to go.  But they use a lot more space than C arrays , in part because each item in the list requires the construction of an individual Python object, even for data that could be represented with simple C types (e.g. float or uint64_t ).","(Python list, uses more space than, C array)"
"The fix, if day is truly not needed, is to write year, month, _ = date() . Same with lambda functions, lambda arg: 1.0 creates a function requiring one argument but not using it, which will be caught by lint","(date(), example similar to, lambda arg: 1.0)"
"DNS failure, refused connection, etc), Requests will raise a ConnectionError exception.","(Requests, will raise, ConnectionError exception)"
"In the face of ambiguity, remember, Python resists the temptation to guess",
UnicodeDecodeError: 'ascii' codec can't decode byte generally happens when you try to convert a Python 2.x str that contains non-ASCII to a Unicode string without specifying the encoding of the original string.,
"If you just want to bypass verification, you can create a new SSLContext . By default newly created contexts use CERT_NONE .","(SSLContext, uses, CERT_NONE)"
"In python the with keyword is used when working with unmanaged resources (like file streams). It is similar to the using statement in VB.NET and C#. It allows you to ensure that a resource is ""cleaned up"" when the code that uses it finishes running, even if exceptions are thrown",
The Python Decorator Library has a similar decorator called memoized that is slightly more robust than the Memoize class shown here.,
You can disable any Python warnings via the PYTHONWARNINGS environment variable,
To get elements which are in temp1 but not in temp2 ( assuming uniqueness of the elements in each list ):,
"however you can also fix the issue by installing any of the matplolib GUI backends like Qt5Agg , GTKAgg , Qt4Agg , etc for example pip install pyqt5 will fix the issue also",
"In Python 3.x, the correct way to check if s is a string is",
The easiest way to download and save a file is to use the urllib.request.urlretrieve function:,"(urllib.request, contains, urllib.request.urlretrieve)"
"all_equal and all_equal3 stop as soon as a difference is found (what is called "" short circuit ""), whereas all the alternatives require iterating over the entire list, even if you can tell that the answer is False just by looking at the first two elements.","(all_equal, differs from, all_equal3)"
"If you need to bake non-ASCII into your source code, just create Unicode strings by prefixing the string with a u . E.g.",
"This will return True if o is an instance of any subclass of any of (str, unicode) :","(str, similar to, unicode)"
Version 0.21.0 of pandas introduced the method infer_objects() for converting columns of a DataFrame that have an object datatype to a more specific type (soft conversions).,"(pandas, introduced, infer_objects())"
"Many good answer, for completeness I'll add my 2 cents: simple_save . Also a standalone code example using the tf.data.Dataset API.","(simple_save, mentioned with, tf.data.Dataset)"
And if you're using threading and sys.exc_info you may even get the wrong traceback (especially if you're using exception handling for control flow - which I'd personally tend to avoid.),"(threading, used with, sys.exc_info)"
"For example, here's a DataFrame with two columns of object type",
"In 3.4, imp was deprecated in favor of importlib . When targeting 3 or later, either reference the appropriate module when calling reload or import it.",
"On the other hand, by allowing you to access the traceback associated with an exception, Python 3 produce a less surprising result:",
"It's because any iterable can be joined (e.g, list, tuple, dict, set), but its contents and the ""joiner"" must be strings.",
"I don't know the exact argument Guido van Rossum gave for the decision, but I can imagine a few arguments:",
"The problem with isinstance(x, basestring) is that there is no way for the caller to tell you, for instance, that even though the type is not a basestring, you should treat it as a string (and not another sequence.) And perhaps the caller would like to use the same type for different purposes, sometimes as a single item, and sometimes as a sequence of items",
"Instead, import the io module and use io.StringIO or io.BytesIO for text and data","(io.StringIO, used for, text)"
"Normally, when an input stream is buffered, instead of reading one character at a time, the stream will be read in larger chunks.  This reduces the number of system calls, which are typically relatively expensive.  However, since the FILE* based stdio and iostreams often have separate implementations and therefore separate buffers, this could lead to a problem if both were used together.  For example:","(stdio, have separate implementations from, iostreams)"
"To apply print options locally , using NumPy 1.15.0 or later, you could use the numpy.printoptions context manager.","(NumPy, provides, numpy.printoptions)"
"For your own stuff, you want to first install your package and then be able to frequently edit the code without having to re-install the package every time — and that is exactly what python setup.py develop does: it installs the package (typically just a source folder) in a way that allows you to conveniently edit your code after it’s installed to the (virtual) environment, and have the changes take effect immediately.",
"The reason for these recommendations, given in PEP 394 , is that python can refer either to python2 or python3 on different systems.",
"In contrast, a class instance with __slots__ declared to be () (no data) is only 16 bytes, and 56 total bytes with one item in slots, 64 with two.",
"In the above example, we have to skip the frame inside wrapped to get to the right frame x = wrapped() so that we are able to locate x . The arguments frame and ignore of varname allow us to skip some of these intermediate frames",
"In versions 1.0 - 2.7, exec was a statement, because CPython needed to produce a different kind of code object for functions that used exec for its side effects inside the function.","(exec, necessitates, code object)"
"A source fragment containing 2 top-level statements is an error for the 'single' , except in Python 2 there is a bug that sometimes allows multiple toplevel statements in the code; only the first is compiled; the rest are ignored: In Python 2.7.8: >>> exec(compile('a = 5\na = 6', '<string>', 'single'))","(exec(), uses, compile())"
You can also always start all your IPython kernels in inline mode by default by setting the following config options in your config files:,
"Last but not least, the property object acts as a descriptor object , so it has .__get__() , .__set__() and .__delete__() methods to hook into instance attribute getting, setting and deleting:","(property, has method, __get__())"
"The argument can either be a number or name given to a window when it was created using figure(number_or_name) or it can be a figure instance fig obtained, i.e., using fig = figure() . If no argument is given to close() , the currently active window will be closed","(close(), closes, figure())"
Advanced Vector Extensions ( AVX ) are extensions to the x86 instruction,
"Note that this is the same regardless of what kind of virtual environment you are using. virtualenv , venv , Anaconda environment, pyenv , pipenv are all based the same principle here.",
You can use type=int (or whatever) to get a list of ints (or whatever),
You misunderstand how boolean expressions work; they don't work like an English sentence and guess that you are talking about the same comparison for all names here,
"Traceback (most recent call last): File ""<string>"", line 1, in <module> AttributeError: 'module' object has no attribute '__version__'","(Traceback, includes, AttributeError)"
"temporary variable, and should be replaced by itertools.izip or itertools.izip_longest , which returns an iterator instead of a list.","(itertools.izip, replaced by, itertools.izip_longest)"
"If you don't have the file ~/.ipython/profile_default/ipython_config.py , you need to call ipython profile create first",
"In Python 3 , zip returns an iterator of tuples, like itertools.izip in Python2.  To get a list","(zip, similar to, itertools.izip)"
"To check if something is None , use the is identity operator:",
The related_name attribute specifies the name of the reverse relation from the User model back to your model.,
null=True sets NULL (versus NOT NULL ) on the column in your DB. Blank values for Django field types such as DateTimeField or ForeignKey will be stored as NULL in the DB.,"(DateTimeField, similar to, ForeignKey)"
